speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region
barswa,Barn Swallow,Hirundo rustica,L606243,Humedal Tres Puentes,2019-01-04 15:22,3.0,-53.1162328,-70.8813,False,-1,Magallanes
brnowl,Barn Owl,Tyto alba,L774555,Campus Sur -  Universidad de Chile,2019-01-04 15:15,1.0,-33.5708994,-70.6356955,False,-1,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1104704,La Parva--Alta,2019-01-04 15:00,3.0,-33.330098,-70.2848625,False,-1,Región Metropolitana de Santiago
whfibi,White-faced Ibis,Plegadis chihi,L791057,Estero El Culebrón--Desembocadura,2019-01-04 11:58,18.0,-29.9617015,-71.3218206,False,-1,Coquimbo
brcmar1,Brown-chested Martin,Progne tapera,L8449485,Hornitos,2019-01-04 11:00,1.0,-22.9197265,-70.291698,True,-1,Antofagasta
cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus,L3226509,PN Pali Aike,2019-01-04 09:55,50.0,-52.124923,-69.7727967,False,-1,Magallanes
spwpig3,Spot-winged Pigeon,Patagioenas maculosa,L570508,Putre,2019-01-04 09:43,79.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota
rayfin1,Raimondi's Yellow-Finch,Sicalis raimondii,L5044106,Valle Río Camarones,2019-01-04 08:42,8.0,-19.1087983,-70.1255608,False,-1,Arica y Parinacota
sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,L4313484,Valle del Río Lluta--Poconchile,2019-01-04 07:31,1.0,-18.4518884,-70.0663054,False,-1,Arica y Parinacota
sheowl,Short-eared Owl,Asio flammeus,L8044468,Desvio Ruta 5 a Cerrillos de Tamaya,2019-01-05 18:23,4.0,-30.6001626,-71.4961934,True,-1,Coquimbo
silgre1,Silvery Grebe,Podiceps occipitalis,L636004,Estero Tongoy--Desembocadura,2019-01-05 15:56,200.0,-30.25497,-71.49359,False,-1,Coquimbo
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-05 15:50,25.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-05 15:50,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2019-01-05 15:07,105.0,-53.4619671,-69.3105555,False,-1,Magallanes
santer1,Sandwich Tern,Thalasseus sandvicensis,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-05 12:10,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
permar1,Peruvian Martin,Progne murphyi,L8375981,"(-18,4110,-70,2472)",2019-01-05 09:11,2.0,-18.411018,-70.247172,True,-1,Arica y Parinacota
perter2,Peruvian Tern,Sternula lorata,L8346873,aeropuerto chacalluta,2019-01-05 09:00,19.0,-18.3484742,-70.3353605,True,-1,Arica y Parinacota
banswa,Bank Swallow,Riparia riparia,L673642,Río Elqui--Desembocadura,2019-01-05 08:00,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
belgul,Belcher's Gull,Larus belcheri,L6257045,Muelle Prat,2019-01-05 06:47,1.0,-33.0367698,-71.6277872,False,-1,Valparaíso
whwcoo1,White-winged Coot,Fulica leucoptera,L904625,Río Loa--Desembocadura,2019-01-05,2.0,-21.4292013,-70.0585485,False,-1,Tarapacá
whbbla2,White-browed Meadowlark,Leistes superciliaris,L904625,Río Loa--Desembocadura,2019-01-05,1.0,-21.4292013,-70.0585485,False,-1,Tarapacá
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L504548,Estero Mantagua,2019-01-06 17:25,2.0,-32.8844165,-71.5067482,False,-1,Valparaíso
bichaw4,Chilean Hawk,Accipiter chilensis,L8394793,patagonia wildlife,2019-01-06 17:00,1.0,-53.1241585,-70.9370622,True,-1,Magallanes
mallar3,Mallard,Anas platyrhynchos,L1214317,Estero San Jerónimo--Algarrobo,2019-01-06 16:44,2.0,-33.3549548,-71.6429749,False,1,Valparaíso
rudtur,Ruddy Turnstone,Arenaria interpres,L8407082,"Torres de Paine, Región de Magallanes y de la Antártica Chilena, CL (-51,035, -72,461)",2019-01-06 15:30,1.0,-51.0349052,-72.4606379,True,-1,Magallanes
wilpha,Wilson's Phalarope,Phalaropus tricolor,L8408455,Estancia San Luis,2019-01-06 15:00,7.0,-51.0313289,-72.4582458,True,-1,Magallanes
banswa,Bank Swallow,Riparia riparia,L6059835,Choros Altos--Piedra Redonda,2019-01-06 14:45,2.0,-29.3272188,-71.1985356,False,-1,Coquimbo
surfbi,Surfbird,Calidris virgata,L8381999,"Antofagasta, Región de Antofagasta, CL (-23.701, -70.424)",2019-01-06 13:58,213.0,-23.7010452,-70.4242054,True,-1,Antofagasta
blkrai,Black Rail,Laterallus jamaicensis,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-06 11:57,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-06 11:57,10.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-06 11:57,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,L572426,PN Lauca--Las Cuevas,2019-01-06 10:54,1.0,-18.1670566,-69.4337654,False,-1,Arica y Parinacota
thbsis1,Thick-billed Siskin,Spinus crassirostris,L8390877,Pisarata,2019-01-07 17:30,1.0,-18.536202,-69.169222,True,-1,Arica y Parinacota
dovpri1,Antarctic Prion,Pachyptila desolata,L8437129,"(-58.5330,-63.3751)",2019-01-07 16:12,2.0,-58.532982,-63.375115,True,-1,Magallanes
slbpri1,Slender-billed Prion,Pachyptila belcheri,L8437129,"(-58.5330,-63.3751)",2019-01-07 16:12,110.0,-58.532982,-63.375115,True,-1,Magallanes
puyfin1,Puna Yellow-Finch,Sicalis lutea,L8390854,Ancayuconi,2019-01-07 16:10,6.0,-18.547726,-69.160032,True,-1,Arica y Parinacota
blupet1,Blue Petrel,Halobaena caerulea,L8389541,Drake Passage,2019-01-07 15:43,3.0,-58.3577,-64.0368,True,-1,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L10846070,Drake Passage,2019-01-07 11:30,3.0,-57.3832,-64.1143,True,-1,Magallanes
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-07 11:00,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
snoshe2,Snowy Sheathbill,Chionis albus,L3239168,MN Los Pingüinos--Isla Marta,2019-01-07 09:57,3.0,-52.8471046,-70.5799913,False,-1,Magallanes
dolgul2,Dolphin Gull,Leucophaeus scoresbii,L3239168,MN Los Pingüinos--Isla Marta,2019-01-07 09:57,300.0,-52.8471046,-70.5799913,False,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L572759,PN La Campana--Ocoa,2019-01-07 09:40,2.0,-32.9273735,-71.0856199,False,-1,Valparaíso
comter,Common Tern,Sterna hirundo,L668852,Río Lluta--Desembocadura,2019-01-07 07:39,103.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
rosspo1,Roseate Spoonbill,Platalea ajaja,L668852,Río Lluta--Desembocadura,2019-01-07 07:39,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
yelpip3,Peruvian Pipit,Anthus peruvianus,L668852,Río Lluta--Desembocadura,2019-01-07 07:39,3.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
perter2,Peruvian Tern,Sternula lorata,L12000326,Pampa2,2019-01-07 07:15,1.0,-22.995541,-70.3285937,True,-1,Antofagasta
elctin1,Elegant Crested-Tinamou,Eudromia elegans,L9843670,Y-545 Cámino a Punta Dungenes,2019-01-08 21:10,1.0,-52.2430196,-69.3884873,True,-1,Magallanes
whfibi,White-faced Ibis,Plegadis chihi,L791057,Estero El Culebrón--Desembocadura,2019-01-08 19:05,22.0,-29.9617015,-71.3218206,False,-1,Coquimbo
semplo,Semipalmated Plover,Charadrius semipalmatus,L1087750,Calderilla,2019-01-08 16:20,10.0,-27.0909184,-70.85289,False,-1,Atacama
semsan,Semipalmated Sandpiper,Calidris pusilla,L1087750,Calderilla,2019-01-08 16:20,30.0,-27.0909184,-70.85289,False,-1,Atacama
wessan,Western Sandpiper,Calidris mauri,L1087750,Calderilla,2019-01-08 16:20,1.0,-27.0909184,-70.85289,False,-1,Atacama
comter,Common Tern,Sterna hirundo,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-08 16:05,2.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-08 16:05,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
rwbtyr1,Rufous-webbed Bush-Tyrant,Cnemarchus rufipennis,L571425,Belén--Bosque Queñua (Polylepis),2019-01-08 15:53,2.0,-18.4130883,-69.5071507,False,-1,Arica y Parinacota
thbsis1,Thick-billed Siskin,Spinus crassirostris,L571425,Belén--Bosque Queñua (Polylepis),2019-01-08 15:53,1.0,-18.4130883,-69.5071507,False,-1,Arica y Parinacota
pattyr2,Patagonian Tyrant,Colorhamphus parvirostris,L3717931,Coliumo,2019-01-08 14:21,2.0,-36.5518705,-72.9571152,False,-1,Bío-Bío
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L572426,PN Lauca--Las Cuevas,2019-01-08 12:48,23.0,-18.1670566,-69.4337654,False,-1,Arica y Parinacota
brnowl,Barn Owl,Tyto alba,L774555,Campus Sur -  Universidad de Chile,2019-01-08 11:10,1.0,-33.5708994,-70.6356955,False,-1,Región Metropolitana de Santiago
shbmin1,Short-billed Miner,Geositta antarctica,L2864987,cerro castillo,2019-01-08 10:00,1.0,-51.2787837,-72.3236847,True,-1,Aisén del General Carlos Ibáñez del Campo
hoogre1,Hooded Grebe,Podiceps gallardoi,L572342,Laguna Santa María,2019-01-08 08:39,1.0,-53.3861952,-70.3288937,False,-1,Magallanes
perter2,Peruvian Tern,Sternula lorata,L12025774,Hornitos,2019-01-08 07:20,1.0,-22.8832462,-70.2802761,True,-1,Antofagasta
mallar3,Mallard,Anas platyrhynchos,L1033569,Puerto Varas,2019-01-09 19:24,3.0,-41.3180932,-72.9831825,False,1,Los Lagos
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L8396909,"55 Los Cóndores, Farellones, Región Metropolitana, CL (-33,344, -70,302)",2019-01-09 16:39,3.0,-33.3444788,-70.3015303,True,-1,Región Metropolitana de Santiago
yelpip3,Peruvian Pipit,Anthus peruvianus,L668852,Río Lluta--Desembocadura,2019-01-09 16:00,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
rispet1,Ringed Storm-Petrel,Hydrobates hornbyi,L8419240,"Localidad desconocida - (-19.555, -70.036)",2019-01-10 23:10,1.0,-19.5553779,-70.0359565,True,-1,Tarapacá
margod,Marbled Godwit,Limosa fedoa,L636004,Estero Tongoy--Desembocadura,2019-01-10 18:45,1.0,-30.25497,-71.49359,False,-1,Coquimbo
sheowl,Short-eared Owl,Asio flammeus,L8283352,Km 4,2019-01-10 17:00,8.0,-32.7986371,-71.4861723,True,-1,Valparaíso
amekes,American Kestrel,Falco sparverius,L8283352,Km 4,2019-01-10 17:00,8.0,-32.7986371,-71.4861723,True,-1,Valparaíso
barswa,Barn Swallow,Hirundo rustica,L3612823,"Sector Agua Fresca, Lagunas",2019-01-10 13:50,2.0,-53.3845523,-70.9908521,True,-1,Magallanes
semsan,Semipalmated Sandpiper,Calidris pusilla,L4905604,Lepihué,2019-01-10 13:08,1.0,-41.5931514,-73.5721302,False,-1,Los Lagos
refcoo1,Red-fronted Coot,Fulica rufifrons,L904625,Río Loa--Desembocadura,2019-01-10 12:45,4.0,-21.4292013,-70.0585485,False,-1,Tarapacá
pattyr2,Patagonian Tyrant,Colorhamphus parvirostris,L7709012,Coliumo--Cerro,2019-01-10 11:02,1.0,-36.5500692,-72.9633272,False,-1,Bío-Bío
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1030742,PN Torres del Paine--Laguna Los Juncos,2019-01-10 10:08,6.0,-51.0273604,-72.7756906,False,-1,Magallanes
flistd1,Flightless Steamer-Duck,Tachyeres pteneres,L8510035,Ruta Y-530 Km 52 al 56,2019-01-11 18:15,28.0,-53.1234428,-71.3589513,True,-1,Magallanes
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2019-01-11 17:56,106.0,-53.4619671,-69.3105555,False,-1,Magallanes
hoogre1,Hooded Grebe,Podiceps gallardoi,L572342,Laguna Santa María,2019-01-11 16:02,1.0,-53.3861952,-70.3288937,False,-1,Magallanes
whfibi,White-faced Ibis,Plegadis chihi,L791057,Estero El Culebrón--Desembocadura,2019-01-11 13:38,18.0,-29.9617015,-71.3218206,False,-1,Coquimbo
osprey,Osprey,Pandion haliaetus,L11215728,Guala,2019-01-11 13:30,1.0,-22.8267745,-70.2986005,True,-1,Antofagasta
cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus,L3170387,Laguna verde,2019-01-11 11:40,6.0,-53.203618,-70.298955,True,-1,Magallanes
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2019-01-11 10:50,2.0,-32.6327613,-71.426518,False,1,Valparaíso
moupar2,Mountain Parakeet,Psilopsiagon aurifrons,L8441231,"Predio previo Andino Juncal, donde se están instalando sondajes",2019-01-12 18:20,15.0,-32.8767916,-70.1415497,True,-1,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L8441231,"Predio previo Andino Juncal, donde se están instalando sondajes",2019-01-12 18:20,17.0,-32.8767916,-70.1415497,True,-1,Valparaíso
andduc1,Andean Duck,Oxyura ferruginea,L774753,PN Tolhuaca--Laguna Malleco,2019-01-12 15:00,6.0,-38.2164017,-71.8207169,False,-1,Araucanía
banswa,Bank Swallow,Riparia riparia,L9154504,playa colcura,2019-01-12 13:00,30.0,-37.1150547,-73.1522083,True,-1,Bío-Bío
thbsis1,Thick-billed Siskin,Spinus crassirostris,L8415479,"(-32,918, -70,09)",2019-01-12 11:56,1.0,-32.9181364,-70.0899675,True,-1,Valparaíso
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L638139,Piedra Numerada,2019-01-12 11:00,4.0,-33.2972472,-70.2170563,False,-1,Región Metropolitana de Santiago
crrmin1,Creamy-rumped Miner,Geositta isabellina,L1062972,Parque Andino Juncal,2019-01-12 11:00,8.0,-32.915954,-70.0926232,False,-1,Valparaíso
comter,Common Tern,Sterna hirundo,L570174,Quintero--Pelágico,2019-01-12 07:15,1.0,-32.7693779,-71.5838242,False,-1,Valparaíso
manshe,Manx Shearwater,Puffinus puffinus,L570174,Quintero--Pelágico,2019-01-12 07:15,3.0,-32.7693779,-71.5838242,False,-1,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L726832,PN Río Clarillo,2019-01-13 19:16,2.0,-33.7303895,-70.4674459,False,-1,Región Metropolitana de Santiago
wilpha,Wilson's Phalarope,Phalaropus tricolor,L940213,PN Torres del Paine--Laguna de los Cisnes,2019-01-13 17:11,16.0,-51.0305723,-72.8702116,False,-1,Magallanes
brnboo,Brown Booby,Sula leucogaster,L3013157,Motu Nui / Motu Iti,2019-01-13 17:00,1.0,-27.2000032,-109.4542229,False,-1,Valparaíso
wepdov1,West Peruvian Dove,Zenaida meloda,L2790032,Estero Papudo--Desembocadura,2019-01-13 16:26,2.0,-32.5007408,-71.4379522,False,-1,Valparaíso
redpha1,Red Phalarope,Phalaropus fulicarius,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-13 13:31,215.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-13 13:31,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L8420572,"3070000, San Fernando CL-Libertador General Bernardo O'Higgins (-34,5149,-70,8797)",2019-01-13 13:02,6.0,-34.514919,-70.879712,True,-1,Libertador General Bernardo O'Higgins
btsfin1,Band-tailed Sierra Finch,Rhopospina alaudina,L3455585,"Los Llanos, El Convento, Santo Domingo",2019-01-13 13:00,1.0,-33.8085082,-71.6588026,True,-1,Valparaíso
wessan,Western Sandpiper,Calidris mauri,L1087750,Calderilla,2019-01-13 11:24,1.0,-27.0909184,-70.85289,False,-1,Atacama
barswa,Barn Swallow,Hirundo rustica,L5237180,Sendero Ecológico Cruz de Froward,2019-01-13 08:36,2.0,-53.1122724,-70.88844,False,-1,Magallanes
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L638139,Piedra Numerada,2019-01-13 07:00,9.0,-33.2972472,-70.2170563,False,-1,Región Metropolitana de Santiago
whshil1,White-sided Hillstar,Oreotrochilus leucopleurus,L8469125,"Predio previo Andino Juncal, donde se están instalando sondajes",2019-01-13 06:20,11.0,-32.8921594,-70.1367616,True,-1,Valparaíso
moupar2,Mountain Parakeet,Psilopsiagon aurifrons,L8469125,"Predio previo Andino Juncal, donde se están instalando sondajes",2019-01-13 06:20,12.0,-32.8921594,-70.1367616,True,-1,Valparaíso
rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,L8469125,"Predio previo Andino Juncal, donde se están instalando sondajes",2019-01-13 06:20,17.0,-32.8921594,-70.1367616,True,-1,Valparaíso
redjun,Red Junglefowl,Gallus gallus,L7227661,"Castro, Puente Tenten",2019-01-14 19:50,5.0,-42.4645307,-73.766201,True,1,Los Lagos
lesyel,Lesser Yellowlegs,Tringa flavipes,L7227661,"Castro, Puente Tenten",2019-01-14 19:50,4.0,-42.4645307,-73.766201,True,-1,Los Lagos
pasfin1,Patagonian Sierra Finch,Phrygilus patagonicus,L623206,SN Bahía Lomas--Sector oeste,2019-01-14 18:10,2.0,-52.5504711,-69.3086243,False,-1,Magallanes
spfgal1,Spot-flanked Gallinule,Porphyriops melanops,L4040405,Universidad de Talca--Jardín botánico,2019-01-14 15:00,20.0,-35.4049234,-71.6304785,False,-1,Maule
whcpin,White-cheeked Pintail,Anas bahamensis,L8252537,Laguna Kilómetro 90,2019-01-14 12:12,3.0,-52.479039,-71.323322,True,-1,Magallanes
ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,L8477057,RN Malalcahuello -- Mirador de Volacanes,2019-01-14 11:45,2.0,-38.3627202,-71.5294624,True,-1,Araucanía
pumstp1,Pincoya Storm-Petrel,Oceanites pincoyae,L1302004,Seno de Reloncavi,2019-01-14 07:15,40.0,-41.5671694,-72.8819275,False,-1,Los Lagos
perter2,Peruvian Tern,Sternula lorata,L12048173,Pampa1,2019-01-14 07:10,1.0,-23.0488109,-70.3598223,True,-1,Antofagasta
grygul,Gray Gull,Leucophaeus modestus,L8440931,"Maria Elena, Región de Antofagasta, CL (-21,465, -69,829)",2019-01-14 02:22,2.0,-21.4654063,-69.8292349,True,-1,Antofagasta
sander,Sanderling,Calidris alba,L504553,SN Humedal Río Maipo--Desembocadura,2019-01-15 18:00,150.0,-33.6198013,-71.6275442,False,-1,Valparaíso
barswa,Barn Swallow,Hirundo rustica,L606243,Humedal Tres Puentes,2019-01-15 10:30,2.0,-53.1162328,-70.8813,False,-1,Magallanes
rudduc,Ruddy Duck,Oxyura jamaicensis,L502857,Tranque La Cadellada,2019-01-15 10:00,1.0,-33.2049405,-70.7892036,False,1,Región Metropolitana de Santiago
hudgod,Hudsonian Godwit,Limosa haemastica,L629583,SN Península de Hualpén--Humedal Lenga,2019-01-16 23:00,20.0,-36.7694689,-73.1668103,False,-1,Bío-Bío
shicow,Shiny Cowbird,Molothrus bonariensis,L22074539,Plaza Pasaje Hadar,2019-01-16 19:35,600.0,-33.481673,-70.7309384,False,-1,Región Metropolitana de Santiago
dovpri1,Antarctic Prion,Pachyptila desolata,L1413869,Drake Passage--Chilean waters,2019-01-16 16:30,1.0,-58.6180174,-64.7815703,False,-1,Magallanes
whfibi,White-faced Ibis,Plegadis chihi,L791057,Estero El Culebrón--Desembocadura,2019-01-16 16:15,9.0,-29.9617015,-71.3218206,False,-1,Coquimbo
blupet1,Blue Petrel,Halobaena caerulea,L8543646,"Drake Passage—57.9922,-63.9131",2019-01-16 13:29,3.0,-57.992164,-63.913105,True,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L8439457,"Papudo, Región de Valparaíso, CL (-32.411, -71.415)",2019-01-16 12:32,1.0,-32.411053,-71.4149764,True,-1,Valparaíso
rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,L835069,Laguna del Maule,2019-01-16 11:00,1.0,-36.0565381,-70.4971291,False,-1,Maule
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3758370,"Valle Los Naranjos, Curacaví",2019-01-17 19:39,4.0,-33.376536,-71.187489,True,-1,Región Metropolitana de Santiago
refcoo1,Red-fronted Coot,Fulica rufifrons,L904625,Río Loa--Desembocadura,2019-01-17 18:53,6.0,-21.4292013,-70.0585485,False,-1,Tarapacá
corpip1,Correndera Pipit,Anthus correndera,L904625,Río Loa--Desembocadura,2019-01-17 18:53,1.0,-21.4292013,-70.0585485,False,-1,Tarapacá
cawfin1,White-bridled Finch,Melanodera melanodera,L4104480,Ruta Y-455--entre Gallegos Chico y Oazy Harbour,2019-01-17 15:15,32.0,-52.1950494,-70.6280838,False,-1,Magallanes
