speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L5622805,SN Humedal Los Batros y Laguna Grande--Humedal,2021-01-03 10:26,7.0,-36.8447698,-73.1229829,False,-1,Bío-Bío
hudgod,Hudsonian Godwit,Limosa haemastica,L636004,Estero Tongoy--Desembocadura,2021-01-03 09:53,9.0,-30.25497,-71.49359,False,-1,Coquimbo
hudgod,Hudsonian Godwit,Limosa haemastica,L668852,Río Lluta--Desembocadura,2021-01-04 18:00,6.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
gubter1,Gull-billed Tern,Gelochelidon nilotica,L668852,Río Lluta--Desembocadura,2021-01-04 18:00,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
buwtea,Blue-winged Teal,Spatula discors,L570658,SN Laguna Batuco,2021-01-04 16:28,1.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
cinhar1,Cinereous Harrier,Circus cinereus,L570658,SN Laguna Batuco,2021-01-04 16:28,7.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L3086280,Humedal Urbano Küla-Kura (O'Higgins),2021-01-04 14:55,4.0,-33.3388465,-70.7320833,False,-1,Región Metropolitana de Santiago
andduc1,Andean Duck,Oxyura ferruginea,L502857,Tranque La Cadellada,2021-01-04 10:53,1.0,-33.2049405,-70.7892036,False,-1,Región Metropolitana de Santiago
pecsan,Pectoral Sandpiper,Calidris melanotos,L570658,SN Laguna Batuco,2021-01-04 06:30,3.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
banswa,Bank Swallow,Riparia riparia,L570658,SN Laguna Batuco,2021-01-04 06:05,1.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
rulowl1,Rufous-legged Owl,Strix rufipes,L4461369,Lomas de El Manzano,2021-01-05 22:31,1.0,-33.5798597,-70.3935436,False,-1,Región Metropolitana de Santiago
gregre1,Great Grebe,Podiceps major,L6517732,"Huitag, Lago Calafquén",2021-01-05 20:49,30.0,-39.5169318,-72.2751638,True,-1,Los Ríos
regcoo1,Red-gartered Coot,Fulica armillata,L6517732,"Huitag, Lago Calafquén",2021-01-05 20:49,50.0,-39.5169318,-72.2751638,True,-1,Los Ríos
snoplo5,Snowy Plover,Charadrius nivosus,L604818,SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura,2021-01-05 19:48,7.0,-32.4101103,-71.4107895,False,-1,Valparaíso
sander,Sanderling,Calidris alba,L7567372,Llolleo--Playa,2021-01-05 18:56,1500.0,-33.6063364,-71.6271633,False,-1,Valparaíso
gubter1,Gull-billed Tern,Gelochelidon nilotica,L668852,Río Lluta--Desembocadura,2021-01-05 18:00,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
banswa,Bank Swallow,Riparia riparia,L606243,Humedal Tres Puentes,2021-01-05 15:13,1.0,-53.1162328,-70.8813,False,-1,Magallanes
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L606243,Humedal Tres Puentes,2021-01-05 15:13,1.0,-53.1162328,-70.8813,False,-1,Magallanes
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2021-01-05 14:36,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3029056,PN Gomez Carreño,2021-01-05 13:30,,-32.9874278,-71.5156746,False,-1,Valparaíso
amgplo,American Golden-Plover,Pluvialis dominica,L5082246,San Pedro de Atacama--Estanque,2021-01-05 13:00,1.0,-22.9316904,-68.1950462,False,-1,Antofagasta
pecsan,Pectoral Sandpiper,Calidris melanotos,L570658,SN Laguna Batuco,2021-01-05 10:09,4.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L570658,SN Laguna Batuco,2021-01-05 08:06,1.0,-33.2064427,-70.8279133,False,1,Región Metropolitana de Santiago
gregre1,Great Grebe,Podiceps major,L6517732,"Huitag, Lago Calafquén",2021-01-06 20:29,30.0,-39.5169318,-72.2751638,True,-1,Los Ríos
regcoo1,Red-gartered Coot,Fulica armillata,L6517732,"Huitag, Lago Calafquén",2021-01-06 20:29,220.0,-39.5169318,-72.2751638,True,-1,Los Ríos
mallar3,Mallard,Anas platyrhynchos,L12347686,"920 Aconcagua, Puerto Varas, Los Lagos, CL (-41,321, -72,978)",2021-01-06 20:19,3.0,-41.3209464,-72.9776954,True,1,Los Lagos
tuttyr1,Tufted Tit-Tyrant,Anairetes parulus,L3151116,Taltal,2021-01-06 19:47,1.0,-25.4009902,-70.4815865,False,-1,Antofagasta
ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,L13189088,"Araucanía, CL (-39.428, -71.981)",2021-01-06 16:42,1.0,-39.4282077,-71.9807566,True,-1,Araucanía
rayfin1,Raimondi's Yellow-Finch,Sicalis raimondii,L5878510,Valle del Río Camarones--Sector bajo,2021-01-06 16:00,9.0,-19.1212468,-70.1391649,False,-1,Arica y Parinacota
wbgtyr1,White-browed Ground-Tyrant,Muscisaxicola albilora,L13189074,"Panguipulli, Los Ríos, CL (-39.449, -71.97)",2021-01-06 13:54,4.0,-39.449442,-71.9699407,True,-1,Los Ríos
shbcan2,Sharp-billed Canastero,Asthenes pyrrholeuca,L13189064,"Panguipulli, Los Ríos, CL (-39.451, -71.978)",2021-01-06 12:36,3.0,-39.4506378,-71.9779936,True,-1,Los Ríos
snoplo5,Snowy Plover,Charadrius nivosus,L604818,SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura,2021-01-06 10:19,9.0,-32.4101103,-71.4107895,False,-1,Valparaíso
wilpha,Wilson's Phalarope,Phalaropus tricolor,L504548,Estero Mantagua,2021-01-06 09:23,1.0,-32.8844165,-71.5067482,False,-1,Valparaíso
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L3086280,Humedal Urbano Küla-Kura (O'Higgins),2021-01-06 07:01,2.0,-33.3388465,-70.7320833,False,-1,Región Metropolitana de Santiago
leasan,Least Sandpiper,Calidris minutilla,L673642,Río Elqui--Desembocadura,2021-01-07 19:30,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
chiwig1,Chiloe Wigeon,Mareca sibilatrix,L570658,SN Laguna Batuco,2021-01-07 19:19,476.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
uplgoo1,Upland Goose,Chloephaga picta,L594542,Embalse El Yeso--Vegas superiores,2021-01-07 18:31,10.0,-33.6250545,-70.0251281,False,-1,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L594542,Embalse El Yeso--Vegas superiores,2021-01-07 18:31,2.0,-33.6250545,-70.0251281,False,-1,Región Metropolitana de Santiago
semplo,Semipalmated Plover,Charadrius semipalmatus,L12642862,Caleta Bahía Salada,2021-01-07 17:00,6.0,-27.6272745,-70.905088,False,-1,Atacama
commin1,Common Miner,Geositta cunicularia,L9212935,Quintero--Potrero,2021-01-07 10:04,3.0,-32.8047357,-71.53865,False,-1,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504548,Estero Mantagua,2021-01-07 09:15,8.0,-32.8844165,-71.5067482,False,-1,Valparaíso
perter2,Peruvian Tern,Sternula lorata,L21623795,Gatico,2021-01-07 08:30,1.0,-22.4718423,-70.2501066,True,-1,Antofagasta
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L7041923,Parador Russfin,2021-01-08 19:12,1.0,-53.7576426,-69.1900063,False,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L5067776,Camino Valle Nevado--Plaza de los Pumas,2021-01-08 17:10,3.0,-33.3598718,-70.2904201,False,-1,Región Metropolitana de Santiago
demwir1,Des Murs's Wiretail,Sylviorthorhynchus desmursii,L13236188,Sendero Cascada Caicai Vilu,2021-01-08 15:30,6.0,-35.4057871,-72.4804121,True,-1,Maule
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L3086280,Humedal Urbano Küla-Kura (O'Higgins),2021-01-08 10:15,1.0,-33.3388465,-70.7320833,False,-1,Región Metropolitana de Santiago
hudgod,Hudsonian Godwit,Limosa haemastica,L4983038,Estero Tongoy,2021-01-08 08:00,9.0,-30.255271,-71.491095,True,-1,Coquimbo
margod,Marbled Godwit,Limosa fedoa,L4983038,Estero Tongoy,2021-01-08 08:00,1.0,-30.255271,-71.491095,True,-1,Coquimbo
semsan,Semipalmated Sandpiper,Calidris pusilla,L4983038,Estero Tongoy,2021-01-08 08:00,1.0,-30.255271,-71.491095,True,-1,Coquimbo
wilpha,Wilson's Phalarope,Phalaropus tricolor,L570658,SN Laguna Batuco,2021-01-08 07:00,120.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L13221242,"501 Avenida Tres Morros, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53.119, -70.879)",2021-01-09 20:57,1.0,-53.1194617,-70.8790621,True,-1,Magallanes
saffin,Saffron Finch,Sicalis flaveola,L13234489,"Q-34, Los Ángeles, Bío Bío, CL (-37,466, -72,571)",2021-01-09 19:30,1.0,-37.466422,-72.5707507,True,-1,Bío-Bío
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L10806239,"18 feb. 2020 8:24 p. m.
-32.592, -71.431",2021-01-09 19:22,8.0,-32.5920404,-71.4312281,True,-1,Valparaíso
bkfibi2,Andean Ibis,Theristicus branickii,L13221323,"Ruta 11 CH, Arica CL-XV Arica and Parinacota Region -18.45109, -70.07020",2021-01-09 18:42,1.0,-18.451094,-70.070203,True,-1,Arica y Parinacota
banswa,Bank Swallow,Riparia riparia,L606243,Humedal Tres Puentes,2021-01-09 18:12,1.0,-53.1162328,-70.8813,False,-1,Magallanes
willet1,Willet,Tringa semipalmata,L512176,Pichilemu--Laguna Petrel (Humedal Urbano),2021-01-09 13:10,2.0,-34.3824693,-71.9981289,False,-1,Libertador General Bernardo O'Higgins
yebfin1,Yellow-bridled Finch,Melanodera xanthogramma,L13224975,Sendero Pichillancahue - Escorial,2021-01-09 13:02,7.0,-39.4440911,-71.860035,True,-1,Chile
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L16457546,"CASONA PATACON, Molina",2021-01-09 12:30,1.0,-35.0770186,-71.2610099,True,-1,Maule
seacin1,Seaside Cinclodes,Cinclodes nigrofumosus,L758789,El Apolillado,2021-01-10 19:00,40.0,-29.2091888,-71.4837456,False,-1,Coquimbo
flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L6097603,Playa Coique,2021-01-10 15:55,9.0,-40.1816931,-72.5353003,False,-1,Los Ríos
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L13604022,"9460000, San José de Maipo CL-Metropolitana de Santiago (-33.8184,-69.9652)",2021-01-10 13:30,1.0,-33.818421,-69.965247,True,-1,Región Metropolitana de Santiago
torduc1,Torrent Duck,Merganetta armata,L11393110,Malalcahuello--Cruce La Paloma,2021-01-10 13:00,8.0,-38.4783945,-71.5366438,False,-1,Araucanía
hudgod,Hudsonian Godwit,Limosa haemastica,L570658,SN Laguna Batuco,2021-01-10 07:00,2.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
pecsan,Pectoral Sandpiper,Calidris melanotos,L570658,SN Laguna Batuco,2021-01-10 07:00,2.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
whimbr,Whimbrel,Numenius phaeopus,L5054215,Villarrica--Humedal Urbano Mallolafken,2021-01-11 20:55,200.0,-39.278091,-72.2206329,False,-1,Araucanía
gregre1,Great Grebe,Podiceps major,L6517732,"Huitag, Lago Calafquén",2021-01-11 20:43,26.0,-39.5169318,-72.2751638,True,-1,Los Ríos
andgul1,Andean Gull,Chroicocephalus serranus,L9638804,Embarcadero Villarrica,2021-01-11 18:54,,-39.2804381,-72.2211737,False,-1,Araucanía
rubmin1,Rufous-banded Miner,Geositta rufipennis,L13246742,Sendero El Puma (Desde kilómetro 3) - RN Mocho Choshuenco,2021-01-11 10:56,2.0,-39.944287,-72.0694207,True,-1,Los Ríos
burowl,Burrowing Owl,Athene cunicularia,L9212935,Quintero--Potrero,2021-01-11 08:15,5.0,-32.8047357,-71.53865,False,-1,Valparaíso
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L7192269,Casa suegros,2021-01-12 20:03,1.0,-33.349611,-70.521316,True,-1,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L570653,Baños Morales,2021-01-12 12:30,2.0,-33.822913,-70.0613058,False,-1,Región Metropolitana de Santiago
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2021-01-12 09:30,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
rulowl1,Rufous-legged Owl,Strix rufipes,L4461369,Lomas de El Manzano,2021-01-13 23:26,1.0,-33.5798597,-70.3935436,False,-1,Región Metropolitana de Santiago
gregre1,Great Grebe,Podiceps major,L6517732,"Huitag, Lago Calafquén",2021-01-13 19:05,45.0,-39.5169318,-72.2751638,True,-1,Los Ríos
chitin1,Chilean Tinamou,Nothoprocta perdicaria,L13266979,"Los Lagos, Los Ríos, CL (-39.89, -72.819)",2021-01-13 15:32,2.0,-39.8903203,-72.8190926,True,-1,Los Ríos
banswa,Bank Swallow,Riparia riparia,L606243,Humedal Tres Puentes,2021-01-13 15:32,2.0,-53.1162328,-70.8813,False,-1,Magallanes
torduc1,Torrent Duck,Merganetta armata,L12904612,Sector La Guardia,2021-01-13 11:05,1.0,-27.7290328,-69.5230944,True,-1,Atacama
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L7192269,Casa suegros,2021-01-13 08:00,1.0,-33.349611,-70.521316,True,-1,Región Metropolitana de Santiago
soasni3,Magellanic Snipe,Gallinago magellanica,L5054215,Villarrica--Humedal Urbano Mallolafken,2021-01-14 20:06,20.0,-39.278091,-72.2206329,False,-1,Araucanía
elctin1,Elegant Crested-Tinamou,Eudromia elegans,L13270938,"San Gregorio, Magallanes y la Antártica Chilena, CL (-52.372, -69.497)",2021-01-14 16:26,2.0,-52.3720026,-69.4971613,True,-1,Magallanes
wilpha,Wilson's Phalarope,Phalaropus tricolor,L570658,SN Laguna Batuco,2021-01-14 07:40,72.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago
pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L504548,Estero Mantagua,2021-01-14 07:30,1.0,-32.8844165,-71.5067482,False,-1,Valparaíso
cosswa1,Coscoroba Swan,Coscoroba coscoroba,L9676483,Lagunas en humedal Coyhaique Alto en la comuna de Coyhaique,2021-01-15 16:15,16.0,-45.4895437,-71.6281318,True,-1,Aisén del General Carlos Ibáñez del Campo
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1147111,Farellones,2021-01-15 16:00,4.0,-33.3520394,-70.3129292,False,-1,Región Metropolitana de Santiago
willet1,Willet,Tringa semipalmata,L7860838,Coliumo--Los Caletones,2021-01-15 11:50,1.0,-36.5493084,-72.9548756,False,-1,Bío-Bío
shbcan2,Sharp-billed Canastero,Asthenes pyrrholeuca,L13385456,Río Achibueno--Vega,2021-01-16 10:00,15.0,-36.2129416,-71.0628696,False,-1,Maule
musduc,Muscovy Duck,Cairina moschata,L11085405,Río Elqui - Pelícana,2021-01-17 18:40,14.0,-29.9868268,-71.0000876,True,1,Coquimbo
stbbit1,Stripe-backed Bittern,Ixobrychus involucris,L13300636,"Callejon El Alamo, Quillón, Bío Bío, CL (-36,745, -72,453)",2021-01-17 18:30,1.0,-36.7447293,-72.4532612,True,-1,Ñuble
burpar,Burrowing Parakeet,Cyanoliseus patagonus,L13311999,Ruta 5 Norte Km. 640,2021-01-17 16:40,80.0,-28.7148661,-70.7612658,True,-1,Atacama
helpip1,Hellmayr's Pipit,Anthus hellmayri,L13303714,Sendero Botanico,2021-01-17 12:52,4.0,-39.8555248,-71.9429341,True,-1,Los Ríos
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L2834895,Río Mapocho--Puente San Francisco,2021-01-17 11:40,2.0,-33.6862106,-70.9825802,False,-1,Región Metropolitana de Santiago
semsan,Semipalmated Sandpiper,Calidris pusilla,L604466,Río Choapa--Desembocadura,2021-01-17 09:43,2.0,-31.6204244,-71.5592766,False,-1,Coquimbo
hudgod,Hudsonian Godwit,Limosa haemastica,L13323584,"Punta Ester, Calderilla",2021-01-17 08:15,6.0,-27.0861181,-70.8544612,True,-1,Atacama
flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L12178768,Sendero Pisada del Diablo,2021-01-17 08:01,22.0,-40.3130245,-72.4639496,False,-1,Los Ríos
rulowl1,Rufous-legged Owl,Strix rufipes,L4461369,Lomas de El Manzano,2021-01-18 23:16,1.0,-33.5798597,-70.3935436,False,-1,Región Metropolitana de Santiago
whtkit,White-tailed Kite,Elanus leucurus,L976634,Cabo Blanco,2021-01-18 19:00,4.0,-39.7884884,-73.2486405,False,-1,Los Ríos
mallar3,Mallard,Anas platyrhynchos,L5054215,Villarrica--Humedal Urbano Mallolafken,2021-01-18 18:51,1.0,-39.278091,-72.2206329,False,1,Araucanía
soasni3,Magellanic Snipe,Gallinago magellanica,L5054215,Villarrica--Humedal Urbano Mallolafken,2021-01-18 18:51,17.0,-39.278091,-72.2206329,False,-1,Araucanía
banswa,Bank Swallow,Riparia riparia,L2855594,Río Elqui--Camino Maky Payi,2021-01-18 18:33,1.0,-29.8891309,-71.2670452,False,-1,Coquimbo
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L9910443,Pirque--El Cruceral,2021-01-18 15:30,3.0,-33.6460941,-70.6023717,False,-1,Región Metropolitana de Santiago
tatdot1,Tawny-throated Dotterel,Oreopholus ruficollis,L3309508,bahuales,2021-01-18 09:00,2.0,-50.6790568,-72.3326111,True,-1,Magallanes
andduc1,Andean Duck,Oxyura ferruginea,L13352063,"358, Colbún CL-Maule (-36.4539,-70.9993)",2021-01-18 08:00,10.0,-36.453889,-70.999253,True,-1,Maule
whfibi,White-faced Ibis,Plegadis chihi,L791057,Estero El Culebrón--Desembocadura,2021-01-18 08:00,19.0,-29.9617015,-71.3218206,False,-1,Coquimbo
ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L502857,Tranque La Cadellada,2021-01-18 06:14,1.0,-33.2049405,-70.7892036,False,1,Región Metropolitana de Santiago
andduc1,Andean Duck,Oxyura ferruginea,L13385645,Lagunas Cuellar--Vegas,2021-01-19 17:00,2.0,-36.1398206,-71.0085837,False,-1,Maule
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L7192269,Casa suegros,2021-01-19 16:35,1.0,-33.349611,-70.521316,True,-1,Región Metropolitana de Santiago
burpar,Burrowing Parakeet,Cyanoliseus patagonus,L13332641,"D-165, La Serena, Coquimbo, CL (-29,768, -71,257)",2021-01-19 15:14,15.0,-29.7678422,-71.2573498,True,-1,Coquimbo
willet1,Willet,Tringa semipalmata,L7860838,Coliumo--Los Caletones,2021-01-19 12:38,1.0,-36.5493084,-72.9548756,False,-1,Bío-Bío
rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,L3869226,PN Pan de Azúcar--Playa el Soldado,2021-01-19 09:30,1.0,-26.1500449,-70.6674528,False,-1,Atacama
ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,L997298,PN Villarrica,2021-01-19 08:30,2.0,-39.3761915,-71.9534218,False,-1,Araucanía
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L13293092,"Las Palmas 145, El Quisco CL-Valparaíso -33.39252, -71.69195",2021-01-20 20:39,2.0,-33.392521,-71.691952,True,-1,Valparaíso
shicow,Shiny Cowbird,Molothrus bonariensis,L22074539,Plaza Pasaje Hadar,2021-01-20 20:29,150.0,-33.481673,-70.7309384,False,-1,Región Metropolitana de Santiago
cinhar1,Cinereous Harrier,Circus cinereus,L976634,Cabo Blanco,2021-01-20 19:29,1.0,-39.7884884,-73.2486405,False,-1,Los Ríos
helpip1,Hellmayr's Pipit,Anthus hellmayri,L4546608,Lago Frio,2021-01-20 16:10,1.0,-45.6640264,-71.9381332,False,-1,Aisén del General Carlos Ibáñez del Campo
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L2834895,Río Mapocho--Puente San Francisco,2021-01-20 07:41,1.0,-33.6862106,-70.9825802,False,-1,Región Metropolitana de Santiago
cinhar1,Cinereous Harrier,Circus cinereus,L976634,Cabo Blanco,2021-01-21 19:00,1.0,-39.7884884,-73.2486405,False,-1,Los Ríos
soasni3,Magellanic Snipe,Gallinago magellanica,L5054215,Villarrica--Humedal Urbano Mallolafken,2021-01-21 18:51,39.0,-39.278091,-72.2206329,False,-1,Araucanía
saffin,Saffron Finch,Sicalis flaveola,L5054215,Villarrica--Humedal Urbano Mallolafken,2021-01-21 18:51,7.0,-39.278091,-72.2206329,False,-1,Araucanía
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L5902374,"Fundo Los Cóndores, San Bernardo",2021-01-21 18:39,2.0,-33.6318265,-70.6777384,True,-1,Región Metropolitana de Santiago
bkbplo,Black-bellied Plover,Pluvialis squatarola,L668852,Río Lluta--Desembocadura,2021-01-21 18:08,68.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
leasan,Least Sandpiper,Calidris minutilla,L668852,Río Lluta--Desembocadura,2021-01-21 18:08,4.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
banswa,Bank Swallow,Riparia riparia,L673642,Río Elqui--Desembocadura,2021-01-21 17:29,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1066188,Farellones--Acantilados,2021-01-21 17:10,4.0,-33.365983,-70.3065964,False,-1,Región Metropolitana de Santiago
crrmin1,Creamy-rumped Miner,Geositta isabellina,L802007,Valle de las Termas del Plomo,2021-01-21 12:25,20.0,-33.6314865,-69.9248886,False,-1,Región Metropolitana de Santiago
pumstp1,Pincoya Storm-Petrel,Oceanites pincoyae,L13343283,"CL (-43.42, -73.479)",2021-01-21 10:19,50.0,-43.4200386,-73.4792416,True,-1,Los Lagos
gramin1,Grayish Miner,Geositta maritima,L3151126,Quebrada Paposo--Sector alto,2021-01-21 08:00,8.0,-24.9606362,-70.3740406,False,-1,Antofagasta
