speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region
whwcoo1,White-winged Coot,Fulica leucoptera,L904625,Río Loa--Desembocadura,2020-01-02 19:15,3.0,-21.4292013,-70.0585485,False,-1,Tarapacá
cocher1,Cocoi Heron,Ardea cocoi,L904625,Río Loa--Desembocadura,2020-01-02 19:15,1.0,-21.4292013,-70.0585485,False,-1,Tarapacá
chiwig1,Chiloe Wigeon,Mareca sibilatrix,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-02 19:05,125.0,-30.584681,-71.4056203,False,-1,Coquimbo
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-02 19:05,1.0,-30.584681,-71.4056203,False,-1,Coquimbo
saffin,Saffron Finch,Sicalis flaveola,L10417413,Zenteno con Diego de Almagro,2020-01-02 16:12,1.0,-40.5899255,-73.1166828,True,-1,Los Lagos
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L7023645,Camino al Volcán--entre El Volcán y Baños Morales,2020-01-02 14:45,1.0,-33.8293213,-70.111227,False,-1,Región Metropolitana de Santiago
strher,Striated Heron,Butorides striata,L10403080,"Agua Dulce, Caleta Puerto Manso",2020-01-02 12:33,1.0,-31.512939,-71.5722343,True,-1,Coquimbo
bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L10405391,"5768 Avenida Salvador Allende, Los Cerrillos, Región Metropolitana, CL (-33,486, -70,713)",2020-01-02 11:45,0.0,-33.4856086,-70.712528,True,-1,Región Metropolitana de Santiago
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L762620,Parque Padre Hurtado,2020-01-02 09:25,1.0,-33.431692,-70.5450153,False,-1,Región Metropolitana de Santiago
leasan,Least Sandpiper,Calidris minutilla,L604818,SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura,2020-01-02 09:12,1.0,-32.4101103,-71.4107895,False,-1,Valparaíso
wrspet,Wedge-rumped Storm-Petrel,Hydrobates tethys,L10424053,CENTRO DE ARICA,2020-01-03 21:00,1.0,-18.4800603,-70.3209485,True,-1,Arica y Parinacota
bkbalb,Black-browed Albatross,Thalassarche melanophris,L10415257,"CL (-41.131, -74.883)",2020-01-03 20:23,1.0,-41.1310872,-74.8826594,True,-1,Los Lagos
jufpet,Juan Fernandez Petrel,Pterodroma externa,L10415257,"CL (-41.131, -74.883)",2020-01-03 20:23,50.0,-41.1310872,-74.8826594,True,-1,Los Lagos
stepet,Stejneger's Petrel,Pterodroma longirostris,L10415257,"CL (-41.131, -74.883)",2020-01-03 20:23,4.0,-41.1310872,-74.8826594,True,-1,Los Lagos
bulalb2,Buller's Albatross,Thalassarche bulleri,L10415254,"CL (-41.443, -74.942)",2020-01-03 19:17,3.0,-41.4427997,-74.9418871,True,-1,Los Lagos
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-03 19:00,1.0,-30.584681,-71.4056203,False,-1,Coquimbo
whfibi,White-faced Ibis,Plegadis chihi,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-03 19:00,18.0,-30.584681,-71.4056203,False,-1,Coquimbo
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L762620,Parque Padre Hurtado,2020-01-03 17:13,1.0,-33.431692,-70.5450153,False,-1,Región Metropolitana de Santiago
comter,Common Tern,Sterna hirundo,L668852,Río Lluta--Desembocadura,2020-01-03 17:12,13.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
wilpha,Wilson's Phalarope,Phalaropus tricolor,L9502372,RN Los Flamencos--Laguna Chaxa (Parque Laguna),2020-01-03 16:00,90.0,-23.2878293,-68.1775689,False,-1,Antofagasta
saffin,Saffron Finch,Sicalis flaveola,L10397332,"Puerto Varas, Lago Llanquihue",2020-01-03 12:50,1.0,-41.3221846,-72.9755719,True,-1,Los Lagos
dowcra1,Dot-winged Crake,Porzana spiloptera,L17423390,Miraflores (monitoreo acústico),2020-01-03 02:00,2.0,-39.83966,-73.25208,True,-1,Los Ríos
blkrai,Black Rail,Laterallus jamaicensis,L17423390,Miraflores (monitoreo acústico),2020-01-03 02:00,1.0,-39.83966,-73.25208,True,-1,Los Ríos
robpoc1,Rosy-billed Pochard,Netta peposaca,L10437533,"Aeródromo, Hualaihué, Los Lagos, CL (-41,963, -72,457)",2020-01-04 21:09,1.0,-41.9629034,-72.4568319,True,-1,Los Lagos
sander,Sanderling,Calidris alba,L10485259,Cachagua,2020-01-04 18:00,100.0,-32.5882198,-71.4450796,True,-1,Valparaíso
masboo,Masked Booby,Sula dactylatra,L13858471,S. Pacific off coast of Chile,2020-01-04 17:30,1.0,-35.9199612,-73.2020726,True,-1,Maule
humpen1,Humboldt Penguin,Spheniscus humboldti,L9209738,Bahía Maiquillahue,2020-01-04 16:58,150.0,-39.4587474,-73.2619246,False,-1,Los Ríos
relcor1,Red-legged Cormorant,Poikilocarbo gaimardi,L9209738,Bahía Maiquillahue,2020-01-04 16:58,157.0,-39.4587474,-73.2619246,False,-1,Los Ríos
bkbalb,Black-browed Albatross,Thalassarche melanophris,L10422021,"CL (-35.887, -73.311)",2020-01-04 16:43,30.0,-35.8869818,-73.311416,True,-1,Maule
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2020-01-04 16:37,20.0,-32.6327613,-71.426518,False,1,Valparaíso
whshil1,White-sided Hillstar,Oreotrochilus leucopleurus,L622303,Chicauma--tranque,2020-01-04 16:21,3.0,-33.1787956,-70.9763145,False,-1,Región Metropolitana de Santiago
comgal1,Common Gallinule,Gallinula galeata,L10424707,Tour Bote Río Maullín(Primer tramo - Dos piernas),2020-01-04 15:58,1.0,-41.2624623,-73.0031541,True,-1,Los Lagos
puntin1,Puna Tinamou,Tinamotis pentlandii,L7253627,Quebrada Blanca,2020-01-04 13:23,18.0,-21.0309676,-68.8432503,False,-1,Tarapacá
speduc2,Spectacled Duck,Speculanas specularis,L10430791,Río Biobío -- desde Icalma hasta puente Tucapel,2020-01-04 11:40,16.0,-38.72254,-71.1456674,True,-1,Araucanía
rinkin1,Ringed Kingfisher,Megaceryle torquata,L10430791,Río Biobío -- desde Icalma hasta puente Tucapel,2020-01-04 11:40,6.0,-38.72254,-71.1456674,True,-1,Araucanía
whfibi,White-faced Ibis,Plegadis chihi,L6194884,Estero El Culebrón o Humedales de Playa Changa,2020-01-04 10:45,17.0,-29.9674271,-71.3136721,True,-1,Coquimbo
stbbit1,Stripe-backed Bittern,Ixobrychus involucris,L781263,Huasco,2020-01-04 10:00,1.0,-28.4671822,-71.2262535,False,-1,Atacama
whtcar1,White-throated Caracara,Daptrius albogularis,L10558155,parque nacional Cerro castillo - sector palavichini,2020-01-04 10:00,1.0,-46.2308,-71.7785,True,-1,Aisén del General Carlos Ibáñez del Campo
angpet1,Southern Giant-Petrel,Macronectes giganteus,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2020-01-04 09:14,200.0,-53.233989,-70.6777954,False,-1,Magallanes
stepet,Stejneger's Petrel,Pterodroma longirostris,L10416950,"CL (-38.089, -74.299)",2020-01-04 07:22,1.0,-38.0893397,-74.2990507,True,-1,Bío-Bío
codpet1,Common Diving-Petrel,Pelecanoides urinatrix,L2698543,Golfo de Penas,2020-01-04,8.0,-47.15984,-76.4208984,False,-1,Aisén del General Carlos Ibáñez del Campo
comgal1,Common Gallinule,Gallinula galeata,L3016701,Llanquihue--Humedal Las Ranas,2020-01-05 19:33,1.0,-41.262477,-73.0065,False,-1,Los Lagos
cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus,L10463265,"San Gregorio, Magallanes y la Antártica Chilena, CL (-52,114, -69,734)",2020-01-05 15:41,50.0,-52.1140044,-69.7339519,True,-1,Magallanes
redkno,Red Knot,Calidris canutus,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-05 13:32,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-05 13:32,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
chiswi,Chimney Swift,Chaetura pelagica,L684533,Valle del Río Lluta--Curso inferior,2020-01-05 12:51,1.0,-18.4107674,-70.2204037,False,-1,Arica y Parinacota
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2020-01-05 11:48,2.0,-33.5350454,-71.6022348,False,-1,Valparaíso
wvspet1,Elliot's Storm-Petrel,Oceanites gracilis,L9108113,Isla Chungungo,2020-01-05 10:30,2.0,-29.4121311,-71.3568181,False,-1,Coquimbo
gramin1,Grayish Miner,Geositta maritima,L10439770,"La Quebrada de la Chimba, Antofagasta, Antofagasta, CL (-23,544, -70,379)",2020-01-05 10:13,12.0,-23.5438204,-70.3788265,True,-1,Antofagasta
permar1,Peruvian Martin,Progne murphyi,L5834554,Valle del Río Lluta--km 23,2020-01-05 10:13,1.0,-18.4490387,-70.0731397,False,-1,Arica y Parinacota
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L10426546,"K-15, San Clemente, Maule, CL (-35,495, -71,313)",2020-01-05 10:05,1.0,-35.4952187,-71.3132067,True,-1,Maule
sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,L1048923,Molinos,2020-01-05 09:31,1.0,-18.3821935,-69.9457765,False,-1,Arica y Parinacota
rocpen1,Southern Rockhopper Penguin,Eudyptes chrysocome,L5590043,Isla Hornos--Monumento Cabo de Hornos,2020-01-05 08:00,300.0,-55.9647678,-67.2250414,False,-1,Magallanes
leasan,Least Sandpiper,Calidris minutilla,L636004,Estero Tongoy--Desembocadura,2020-01-05 07:29,1.0,-30.25497,-71.49359,False,-1,Coquimbo
perter2,Peruvian Tern,Sternula lorata,L12024826,Hornitos,2020-01-05 07:20,1.0,-22.9094415,-70.2814244,True,-1,Antofagasta
semsan,Semipalmated Sandpiper,Calidris pusilla,L798344,SN Humedal La Boca,2020-01-06 19:54,2.0,-29.3064969,-71.3631535,False,-1,Coquimbo
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-06 19:20,1.0,-30.584681,-71.4056203,False,-1,Coquimbo
whfibi,White-faced Ibis,Plegadis chihi,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-06 19:20,18.0,-30.584681,-71.4056203,False,-1,Coquimbo
saffin,Saffron Finch,Sicalis flaveola,L6339160,Llanquihue--Laguna Loto,2020-01-06 18:34,1.0,-41.2549682,-73.0089998,False,-1,Los Lagos
strher,Striated Heron,Butorides striata,L10403080,"Agua Dulce, Caleta Puerto Manso",2020-01-06 18:30,1.0,-31.512939,-71.5722343,True,-1,Coquimbo
comgal1,Common Gallinule,Gallinula galeata,L3016701,Llanquihue--Humedal Las Ranas,2020-01-06 17:50,1.0,-41.262477,-73.0065,False,-1,Los Lagos
brnboo,Brown Booby,Sula leucogaster,L10487977,Islote Pájaros 1,2020-01-06 11:30,1.0,-29.5870366,-71.5359145,True,-1,Coquimbo
perter2,Peruvian Tern,Sternula lorata,L10441415,"Ruta S/R Puerta Itata, Hornitos, Antofagasta, CL (-22,94, -70,303)",2020-01-06 10:39,40.0,-22.9401916,-70.3032625,True,-1,Antofagasta
wvspet1,Elliot's Storm-Petrel,Oceanites gracilis,L9108113,Isla Chungungo,2020-01-06 08:00,1.0,-29.4121311,-71.3568181,False,-1,Coquimbo
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-06 08:00,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L1087750,Calderilla,2020-01-07 19:50,27.0,-27.0909184,-70.85289,False,-1,Atacama
y00678,Crested Caracara,Caracara plancus,L10488429,"Bahía Inglesa, Camino a Caldera",2020-01-07 19:40,2.0,-27.1027731,-70.8493683,True,-1,Atacama
helpip1,Hellmayr's Pipit,Anthus hellmayri,L10302361,"Queuque, Los Sauces",2020-01-07 18:00,10.0,-37.9524456,-72.8207362,True,-1,Araucanía
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L504548,Estero Mantagua,2020-01-07 18:00,1.0,-32.8844165,-71.5067482,False,-1,Valparaíso
whwcoo1,White-winged Coot,Fulica leucoptera,L793367,SN Humedal Río Copiapó--Desembocadura,2020-01-07 17:44,71.0,-27.3177895,-70.9263611,False,-1,Atacama
ausneg1,Austral Negrito,Lessonia rufa,L793367,SN Humedal Río Copiapó--Desembocadura,2020-01-07 17:44,3.0,-27.3177895,-70.9263611,False,-1,Atacama
osprey,Osprey,Pandion haliaetus,L769300,Playa Chipana,2020-01-07 16:30,1.0,-21.2976914,-70.0639343,False,-1,Tarapacá
litshe4,Subantarctic Shearwater,Puffinus elegans,L10447375,"Coral Princess 16 07 Jan (-37.293, -74.052)",2020-01-07 15:43,1.0,-37.2929862,-74.0521074,True,-1,Bío-Bío
soasni3,Magellanic Snipe,Gallinago magellanica,L2379081,Camino al Volcán--Vegas,2020-01-07 15:00,2.0,-33.8297003,-70.0905633,False,-1,Región Metropolitana de Santiago
commin1,Common Miner,Geositta cunicularia,L10445722,"3F-30-E, Quintero, Valparaíso, CL (-32,882, -71,497)",2020-01-07 14:30,8.0,-32.8820783,-71.4967966,True,-1,Valparaíso
gryfin3,Greenish Yellow-Finch,Sicalis olivascens,L4092515,Infiernillo,2020-01-07 14:30,2.0,-30.2240916,-69.9202015,False,-1,Coquimbo
whwcin1,White-winged Cinclodes,Cinclodes atacamensis,L3401210,La Colorada,2020-01-07 12:10,3.0,-30.2612148,-69.9948286,False,-1,Coquimbo
burpar,Burrowing Parakeet,Cyanoliseus patagonus,L10442859,"230 Longitudinal Norte, Sector: Punta Colorada - Portezuelo Las Bombas, Freirina, Atacama, CL (-29.328, -71.036)",2020-01-07 10:53,25.0,-29.3282668,-71.0357351,True,-1,Atacama
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L6146259,SN Humedal Río Maipo--Matorral dunario,2020-01-07 10:35,1.0,-33.6245899,-71.6299688,False,-1,Valparaíso
redsho1,Red Shoveler,Spatula platalea,L4842355,"Quebrada de Camarones, Tranque riego y Camino Acceso",2020-01-07 10:30,32.0,-30.3845681,-71.3895548,False,-1,Coquimbo
whbmoc1,White-banded Mockingbird,Mimus triurus,L919221,Baños Colina,2020-01-07 09:30,1.0,-33.8534795,-69.9808234,False,-1,Región Metropolitana de Santiago
perter2,Peruvian Tern,Sternula lorata,L10442377,"Área de Servicios, Iquique, Tarapacá, CL (-20,451, -70,156)",2020-01-07 09:17,2.0,-20.45085,-70.1560227,True,-1,Tarapacá
yelpip3,Peruvian Pipit,Anthus peruvianus,L668852,Río Lluta--Desembocadura,2020-01-07 08:00,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
whcpin,White-cheeked Pintail,Anas bahamensis,L10461870,"Ruta 9, Punta Arenas, Punta Arenas, 40228 (-52.867, -70.947)",2020-01-07 01:51,4.0,-52.8671554,-70.9469501,True,-1,Magallanes
bawnig1,Band-winged Nightjar,Systellura longirostris,L5638115,Agua Dulce,2020-01-08 22:50,7.0,-31.5204483,-71.5658064,False,-1,Coquimbo
chiwig1,Chiloe Wigeon,Mareca sibilatrix,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-08 19:30,125.0,-30.584681,-71.4056203,False,-1,Coquimbo
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2020-01-08 19:30,1.0,-30.584681,-71.4056203,False,-1,Coquimbo
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L10457459,"Calafquén, Viña del Mar CL-Valparaíso (-32,9605,-71,5319)",2020-01-08 18:50,2.0,-32.960497,-71.531949,True,-1,Valparaíso
blknod,Black Noddy,Anous minutus,L16483225,Sector Boya Esmeralda,2020-01-08 17:30,1.0,-20.183,-70.146,True,-1,Tarapacá
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L762620,Parque Padre Hurtado,2020-01-08 17:00,1.0,-33.431692,-70.5450153,False,-1,Región Metropolitana de Santiago
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2020-01-08 15:25,2.0,-33.5350454,-71.6022348,False,-1,Valparaíso
rispet1,Ringed Storm-Petrel,Hydrobates hornbyi,L6791266,"Pampa Indio Muerto, norte Diego de Almagro",2020-01-08 15:00,3.0,-26.2091237,-69.9275064,True,-1,Atacama
helpip1,Hellmayr's Pipit,Anthus hellmayri,L10460515,Fundo Mansun,2020-01-08 15:00,2.0,-38.686297,-72.3490262,True,-1,Araucanía
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L10457896,Kilometro 43,2020-01-08 12:16,12.0,-53.528959,-70.945045,True,-1,Magallanes
soasni3,Magellanic Snipe,Gallinago magellanica,L594542,Embalse El Yeso--Vegas superiores,2020-01-08 11:39,3.0,-33.6250545,-70.0251281,False,-1,Región Metropolitana de Santiago
rayfin1,Raimondi's Yellow-Finch,Sicalis raimondii,L9172477,Campos de Alfalfa - Camarones bajo,2020-01-08 10:50,18.0,-19.098567,-70.1086016,True,-1,Arica y Parinacota
maspet3,Masatierra Petrel,Pterodroma defilippiana,L10484240,"Coral Princess 03 08 Jan (-39.9330,-74.3359)",2020-01-08 08:00,1.0,-39.932979,-74.335904,True,-1,Los Ríos
bulshe,Buller's Shearwater,Ardenna bulleri,L10484240,"Coral Princess 03 08 Jan (-39.9330,-74.3359)",2020-01-08 08:00,1.0,-39.932979,-74.335904,True,-1,Los Ríos
codpet1,Common Diving-Petrel,Pelecanoides urinatrix,L3438732,MN Los Pingüinos--Isla Magdalena,2020-01-08 07:51,1.0,-52.9202367,-70.5759573,False,-1,Magallanes
perter2,Peruvian Tern,Sternula lorata,L11992038,Playa Brava,2020-01-08 07:30,1.0,-22.9395225,-70.3041929,True,-1,Tarapacá
semplo,Semipalmated Plover,Charadrius semipalmatus,L1087750,Calderilla,2020-01-08 07:00,16.0,-27.0909184,-70.85289,False,-1,Atacama
semsan,Semipalmated Sandpiper,Calidris pusilla,L1087750,Calderilla,2020-01-08 07:00,25.0,-27.0909184,-70.85289,False,-1,Atacama
wessan,Western Sandpiper,Calidris mauri,L1087750,Calderilla,2020-01-08 07:00,1.0,-27.0909184,-70.85289,False,-1,Atacama
osprey,Osprey,Pandion haliaetus,L1087750,Calderilla,2020-01-08 07:00,1.0,-27.0909184,-70.85289,False,-1,Atacama
rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,L1087750,Calderilla,2020-01-08 07:00,1.0,-27.0909184,-70.85289,False,-1,Atacama
brnowl,Barn Owl,Tyto alba,L774555,Campus Sur -  Universidad de Chile,2020-01-09 20:14,1.0,-33.5708994,-70.6356955,False,-1,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L5009661,Camino a Valle Nevado--Mirador de Cóndores,2020-01-09 14:11,4.0,-33.3670506,-70.2552004,False,-1,Región Metropolitana de Santiago
sander,Sanderling,Calidris alba,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-09 10:15,1500.0,-33.6198013,-71.6275442,False,-1,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-09 10:15,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2020-01-09 10:05,2.0,-33.5350454,-71.6022348,False,-1,Valparaíso
rispet1,Ringed Storm-Petrel,Hydrobates hornbyi,L6791266,"Pampa Indio Muerto, norte Diego de Almagro",2020-01-09 01:40,3.0,-26.2091237,-69.9275064,True,-1,Atacama
dowcra1,Dot-winged Crake,Porzana spiloptera,L17423390,Miraflores (monitoreo acústico),2020-01-10 23:00,2.0,-39.83966,-73.25208,True,-1,Los Ríos
wbgtyr1,White-browed Ground-Tyrant,Muscisaxicola albilora,L10469309,"Torres de Paine, Magallanes y la Antártica Chilena, CL (-51,115, -73,116)",2020-01-10 21:18,4.0,-51.1154999,-73.1162932,True,-1,Magallanes
slbpar1,Slender-billed Parakeet,Enicognathus leptorhynchus,L10486497,Contulmo,2020-01-10 20:00,7.0,-38.0150138,-73.2290586,True,-1,Bío-Bío
perter2,Peruvian Tern,Sternula lorata,L8453036,Estacionamiento Ruta 1,2020-01-10 17:59,4.0,-20.4511329,-70.1556059,True,-1,Tarapacá
saffin,Saffron Finch,Sicalis flaveola,L10486490,Plaza de armas,2020-01-10 12:30,4.0,-37.8014983,-73.3949078,True,-1,Bío-Bío
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2020-01-11 19:00,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
eleter1,Elegant Tern,Thalasseus elegans,L668852,Río Lluta--Desembocadura,2020-01-11 19:00,2500.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
whcswi,White-collared Swift,Streptoprocne zonaris,L8655156,Valle de los Cóndores--Cascada Invertida,2020-01-11 18:29,6.0,-35.9547615,-70.5736841,False,-1,Maule
dowcra1,Dot-winged Crake,Porzana spiloptera,L629583,SN Península de Hualpén--Humedal Lenga,2020-01-11 18:00,1.0,-36.7694689,-73.1668103,False,-1,Bío-Bío
bkbplo,Black-bellied Plover,Pluvialis squatarola,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-11 17:16,26.0,-33.6198013,-71.6275442,False,-1,Valparaíso
redkno,Red Knot,Calidris canutus,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-11 17:16,7.0,-33.6198013,-71.6275442,False,-1,Valparaíso
sander,Sanderling,Calidris alba,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-11 17:16,250.0,-33.6198013,-71.6275442,False,-1,Valparaíso
arcter,Arctic Tern,Sterna paradisaea,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-11 17:16,4.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-11 17:16,2.0,-33.6198013,-71.6275442,False,-1,Valparaíso
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2020-01-11 16:00,1.0,-33.5350454,-71.6022348,False,-1,Valparaíso
chithr1,Chiguanco Thrush,Turdus chiguanco,L4014920,Ojos de Agua,2020-01-11 16:00,1.0,-32.8629708,-70.1745379,False,-1,Valparaíso
strwoo6,Striped Woodpecker,Dryobates lignarius,L10474977,PN Puyehue--Ex-pista de aterrizaje,2020-01-11 15:19,6.0,-40.783147,-72.216066,False,-1,Los Lagos
saffin,Saffron Finch,Sicalis flaveola,L10470531,"2429 Julio Buschman, Osorno, Los Lagos, CL (-40,578, -73,107)",2020-01-11 13:06,1.0,-40.5779427,-73.1065838,True,-1,Los Lagos
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2020-01-11 12:55,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
soppet1,Soft-plumaged Petrel,Pterodroma mollis,L10472058,"Coral Princess 04 11 Jan (-53.55, -72.556)",2020-01-11 12:45,1.0,-53.550041,-72.5558738,True,-1,Magallanes
margod,Marbled Godwit,Limosa fedoa,L636004,Estero Tongoy--Desembocadura,2020-01-11 11:33,1.0,-30.25497,-71.49359,False,-1,Coquimbo
oashum1,Oasis Hummingbird,Rhodopis vesper,L7402077,"Calle Isluga, Huechuraba CL-Metropolitana de Santiago (-33,3542,-70,6842)",2020-01-11 10:15,1.0,-33.354203,-70.684158,True,-1,Región Metropolitana de Santiago
whcalb1,White-capped Albatross,Thalassarche cauta,L570161,Valparaíso--Pelágico,2020-01-11 08:11,1.0,-33.0008897,-71.9479179,False,-1,Valparaíso
souful1,Southern Fulmar,Fulmarus glacialoides,L570161,Valparaíso--Pelágico,2020-01-11 08:11,1.0,-33.0008897,-71.9479179,False,-1,Valparaíso
masboo,Masked Booby,Sula dactylatra,L570161,Valparaíso--Pelágico,2020-01-11 08:11,1.0,-33.0008897,-71.9479179,False,-1,Valparaíso
slbpri1,Slender-billed Prion,Pachyptila belcheri,L10469642,"Coral Princess 02 11 Jan (-52.605, -74.877)",2020-01-11 07:52,140.0,-52.6048425,-74.8774438,True,-1,Magallanes
moucar1,Mountain Caracara,Daptrius megalopterus,L10486880,Nevados de Sollipulli,2020-01-11 07:30,1.0,-38.9667011,-71.5177047,True,-1,Araucanía
corcan1,Cordilleran Canastero,Asthenes modesta,L8655156,Valle de los Cóndores--Cascada Invertida,2020-01-11 07:28,1.0,-35.9547615,-70.5736841,False,-1,Maule
commin1,Common Miner,Geositta cunicularia,L10468925,"C-390, Guias Cerro de las, Atacama, CL (-27,669, -70,494)",2020-01-11 06:56,2.0,-27.6692592,-70.4939922,True,-1,Atacama
comgal1,Common Gallinule,Gallinula galeata,L3016701,Llanquihue--Humedal Las Ranas,2020-01-12 19:46,1.0,-41.262477,-73.0065,False,-1,Los Lagos
grygul,Gray Gull,Leucophaeus modestus,L6593051,Calfuco,2020-01-12 19:04,12.0,-39.790138,-73.3908391,False,-1,Los Ríos
