speciesCode,comName,sciName,locId,locName,obsDt,lat,lng,locationPrivate,exoticCategory,howMany,region
libher,Little Blue Heron,Egretta caerulea,L668852,Río Lluta--Desembocadura,2016-10-25,-18.4165392,-70.3224081,False,-1,15.0,Arica y Parinacota
bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L5056252,Tierra Vid,2016-10-25,-34.6670075,-71.405035,False,-1,6.0,Libertador General Bernardo O'Higgins
pcttyr1,Pied-crested Tit-Tyrant,Anairetes reguloides,L777355,Valle del Río Camarones--Cuya,2016-10-25,-19.1457358,-70.17869,False,-1,12.0,Arica y Parinacota
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L2473211,Desembocadura Río Santa Maria,2016-10-25,-53.6779,-70.9741259,True,-1,30.0,Magallanes
andduc1,Andean Duck,Oxyura ferruginea,L3638924,Laguna San Pedro,2016-10-26,-38.439279,-71.333663,False,-1,8.0,Araucanía
purgal2,Purple Gallinule,Porphyrio martinica,L668852,Río Lluta--Desembocadura,2016-10-26,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
leater1,Least Tern,Sternula antillarum,L668852,Río Lluta--Desembocadura,2016-10-26,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
perter2,Peruvian Tern,Sternula lorata,L5224457,N111,2016-10-26,-23.0527778,-69.6355556,True,-1,1.0,Antofagasta
pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L3445411,Parcela Santa Julia - Maipú,2016-10-27,-33.526475,-70.769328,True,-1,1.0,Región Metropolitana de Santiago
whcpin,White-cheeked Pintail,Anas bahamensis,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,6.0,Arica y Parinacota
comgal1,Common Gallinule,Gallinula galeata,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,60.0,Arica y Parinacota
ameoys,American Oystercatcher,Haematopus palliatus,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,150.0,Arica y Parinacota
semsan,Semipalmated Sandpiper,Calidris pusilla,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,15.0,Arica y Parinacota
wessan,Western Sandpiper,Calidris mauri,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
leater1,Least Tern,Sternula antillarum,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
purgal2,Purple Gallinule,Porphyrio martinica,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
redkno,Red Knot,Calidris canutus,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,4.0,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2016-10-27,-18.4165392,-70.3224081,False,-1,2.0,Arica y Parinacota
easkin,Eastern Kingbird,Tyrannus tyrannus,L570515,Valle del Río Lluta,2016-10-27,-18.4079577,-70.1490784,False,-1,1.0,Arica y Parinacota
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L516158,Embalse El Yeso,2016-10-27,-33.6474929,-70.0670242,False,-1,20.0,Región Metropolitana de Santiago
brnpel,Brown Pelican,Pelecanus occidentalis,L1048910,Arica--Puerto,2016-10-27,-18.4724046,-70.3238511,False,-1,1.0,Arica y Parinacota
perter2,Peruvian Tern,Sternula lorata,L5215437,H52,2016-10-27,-22.9061111,-69.7222222,True,-1,1.0,Antofagasta
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L5044106,Valle Río Camarones,2016-10-27,-19.1087983,-70.1255608,False,-1,1.0,Arica y Parinacota
rayfin1,Raimondi's Yellow-Finch,Sicalis raimondii,L5044106,Valle Río Camarones,2016-10-27,-19.1087983,-70.1255608,False,-1,150.0,Arica y Parinacota
arcter,Arctic Tern,Sterna paradisaea,L571139,Arica--Pelágico,2016-10-27,-18.4952381,-70.3791046,False,-1,1.0,Arica y Parinacota
magpen1,Magellanic Penguin,Spheniscus magellanicus,L571139,Arica--Pelágico,2016-10-27,-18.4952381,-70.3791046,False,-1,2.0,Arica y Parinacota
bulalb2,Buller's Albatross,Thalassarche bulleri,L571139,Arica--Pelágico,2016-10-27,-18.4952381,-70.3791046,False,-1,1.0,Arica y Parinacota
norgip1,Northern Giant-Petrel,Macronectes halli,L571139,Arica--Pelágico,2016-10-27,-18.4952381,-70.3791046,False,-1,2.0,Arica y Parinacota
burpar,Burrowing Parakeet,Cyanoliseus patagonus,L6295264,Incahuasi,2016-10-28,-29.2259313,-71.0119772,False,-1,100.0,Atacama
perter2,Peruvian Tern,Sternula lorata,L5146317,Michilla20,2016-10-28,-22.7013889,-70.2783333,True,-1,1.0,Antofagasta
whcpin,White-cheeked Pintail,Anas bahamensis,L5053334,fundo Sn Francisco,2016-10-28,-33.515545,-70.84451,True,-1,14.0,Región Metropolitana de Santiago
snoplo5,Snowy Plover,Charadrius nivosus,L504846,RN Isla Mocha,,-38.357811,-73.9098358,False,-1,5.0,Bío-Bío
cocher1,Cocoi Heron,Ardea cocoi,L5046473,Club de Yates (Antofagasta),2016-10-29,-23.6438854,-70.3991117,True,-1,1.0,Antofagasta
stbbit1,Stripe-backed Bittern,Ixobrychus involucris,L516540,Río Huasco--Desembocadura,2016-10-29,-28.4481664,-71.2002039,False,-1,2.0,Atacama
spwpig3,Spot-winged Pigeon,Patagioenas maculosa,L570508,Putre,2016-10-29,-18.1964537,-69.5565677,False,-1,24.0,Arica y Parinacota
whthaw1,White-throated Hawk,Buteo albigula,L570508,Putre,2016-10-29,-18.1964537,-69.5565677,False,-1,1.0,Arica y Parinacota
mallar3,Mallard,Anas platyrhynchos,L815484,Sausalito,2016-10-29,-33.0131979,-71.5365314,False,1,3.0,Valparaíso
whshil1,White-sided Hillstar,Oreotrochilus leucopleurus,L5094147,Las Mellizas,2016-10-29,-38.3649449,-71.4800978,False,-1,1.0,Araucanía
bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L572759,PN La Campana--Ocoa,2016-10-29,-32.9273735,-71.0856199,False,-1,8.0,Valparaíso
rulowl1,Rufous-legged Owl,Strix rufipes,L572759,PN La Campana--Ocoa,2016-10-29,-32.9273735,-71.0856199,False,-1,1.0,Valparaíso
whttre2,White-throated Treerunner,Pygarrhichas albogularis,L572759,PN La Campana--Ocoa,2016-10-29,-32.9273735,-71.0856199,False,-1,2.0,Valparaíso
andduc1,Andean Duck,Oxyura ferruginea,L3638924,Laguna San Pedro,2016-10-29,-38.439279,-71.333663,False,-1,40.0,Araucanía
guacor1,Guanay Cormorant,Leucocarbo bougainvillii,L635302,Constitución--Piedra de la Iglesia,2016-10-29,-35.3289912,-72.4337196,False,-1,1056.0,Maule
snoplo5,Snowy Plover,Charadrius nivosus,L504846,RN Isla Mocha,2016-10-29,-38.357811,-73.9098358,False,-1,53.0,Bío-Bío
hudgod,Hudsonian Godwit,Limosa haemastica,L504846,RN Isla Mocha,2016-10-29,-38.357811,-73.9098358,False,-1,8.0,Bío-Bío
redkno,Red Knot,Calidris canutus,L504846,RN Isla Mocha,2016-10-29,-38.357811,-73.9098358,False,-1,1.0,Bío-Bío
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L5055408,Bofedal Antes Cuesta La Zorra,2016-10-30,-36.0061663,-70.4722738,True,-1,1.0,Maule
cosswa1,Coscoroba Swan,Coscoroba coscoroba,L504551,Carrizal Bajo--Humedal,2016-10-30,-28.0840212,-71.1426115,False,-1,8.0,Atacama
regcoo1,Red-gartered Coot,Fulica armillata,L504551,Carrizal Bajo--Humedal,2016-10-30,-28.0840212,-71.1426115,False,-1,96.0,Atacama
rempar,Red-masked Parakeet,Psittacara erythrogenys,L5049713,Azapa 1,2016-10-30,-18.4917922,-70.287838,True,1,4.0,Arica y Parinacota
kinpen1,King Penguin,Aptenodytes patagonicus,L5047434,Colonia Pinguino Rey,2016-10-30,-53.4607,-69.306917,True,-1,33.0,Magallanes
bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L4841230,sendero hacia punta de damas,2016-10-30,-33.5075502,-70.4956627,True,-1,0.0,Región Metropolitana de Santiago
whshil1,White-sided Hillstar,Oreotrochilus leucopleurus,L4841230,sendero hacia punta de damas,2016-10-30,-33.5075502,-70.4956627,True,-1,0.0,Región Metropolitana de Santiago
leasee1,Least Seedsnipe,Thinocorus rumicivorus,L570658,SN Laguna Batuco,,-33.2064427,-70.8279133,False,-1,2.0,Región Metropolitana de Santiago
whfibi,White-faced Ibis,Plegadis chihi,L570658,SN Laguna Batuco,,-33.2064427,-70.8279133,False,-1,9.0,Región Metropolitana de Santiago
whimbr,Whimbrel,Numenius phaeopus,L5054282,CL-O'Higgins Region-Navidad - -33.9x-71.829 -,2016-10-31,-33.8997139,-71.8288916,True,-1,397.0,Valparaíso
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L3226509,PN Pali Aike,2016-10-31,-52.124923,-69.7727967,False,-1,240.0,Magallanes
shbcan2,Sharp-billed Canastero,Asthenes pyrrholeuca,L4065625,"Humedal Ánima y Estero Poleo, Ruta D-115 Km 72",2016-10-31,-29.4971273,-70.5171204,False,-1,1.0,Coquimbo
yersis1,Yellow-rumped Siskin,Spinus uropygialis,L4065625,"Humedal Ánima y Estero Poleo, Ruta D-115 Km 72",2016-10-31,-29.4971273,-70.5171204,False,-1,24.0,Coquimbo
whcpin,White-cheeked Pintail,Anas bahamensis,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,18.0,Arica y Parinacota
purgal2,Purple Gallinule,Porphyrio martinica,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
leasan,Least Sandpiper,Calidris minutilla,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,10.0,Arica y Parinacota
wessan,Western Sandpiper,Calidris mauri,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
leater1,Least Tern,Sternula antillarum,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
lesrhe2,Lesser Rhea,Rhea pennata,L5050904,Baño Nuevo,2016-10-31,-45.2655841,-71.4904618,False,-1,6.0,Aisén del General Carlos Ibáñez del Campo
magoys1,Magellanic Oystercatcher,Haematopus leucopodus,L5050904,Baño Nuevo,2016-10-31,-45.2655841,-71.4904618,False,-1,3.0,Aisén del General Carlos Ibáñez del Campo
moucar1,Mountain Caracara,Daptrius megalopterus,L5405447,Quebrada Calvarito--Lagunas y Estero,2016-10-31,-29.4531797,-70.511882,False,-1,5.0,Coquimbo
andduc1,Andean Duck,Oxyura ferruginea,L570658,SN Laguna Batuco,2016-10-31,-33.2064427,-70.8279133,False,-1,1.0,Región Metropolitana de Santiago
bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus,L2764167,SN Altos de Cantillana,2016-10-31,-33.9211413,-70.9658432,False,-1,4.0,Región Metropolitana de Santiago
rulowl1,Rufous-legged Owl,Strix rufipes,L572759,PN La Campana--Ocoa,2016-10-31,-32.9273735,-71.0856199,False,-1,1.0,Valparaíso
redkno,Red Knot,Calidris canutus,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,6.0,Arica y Parinacota
stisan,Stilt Sandpiper,Calidris himantopus,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,3.0,Arica y Parinacota
sposan,Spotted Sandpiper,Actitis macularius,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,3.0,Arica y Parinacota
perter2,Peruvian Tern,Sternula lorata,L668852,Río Lluta--Desembocadura,2016-10-31,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
whbmoc1,White-banded Mockingbird,Mimus triurus,L504548,Estero Mantagua,2016-10-31,-32.8844165,-71.5067482,False,-1,1.0,Valparaíso
auspar1,Austral Parakeet,Enicognathus ferrugineus,L2764167,SN Altos de Cantillana,2016-10-31,-33.9211413,-70.9658432,False,-1,1.0,Región Metropolitana de Santiago
comgal1,Common Gallinule,Gallinula galeata,L673642,Río Elqui--Desembocadura,2016-11-01,-29.8933968,-71.2727094,False,-1,1.0,Coquimbo
redkno,Red Knot,Calidris canutus,L673642,Río Elqui--Desembocadura,2016-11-01,-29.8933968,-71.2727094,False,-1,2.0,Coquimbo
semsan,Semipalmated Sandpiper,Calidris pusilla,L673642,Río Elqui--Desembocadura,2016-11-01,-29.8933968,-71.2727094,False,-1,2.0,Coquimbo
andduc1,Andean Duck,Oxyura ferruginea,L502857,Tranque La Cadellada,2016-11-01,-33.2049405,-70.7892036,False,-1,3.0,Región Metropolitana de Santiago
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L604811,SN Humedales de Tongoy--Estero Pachingo Desembocadura,2016-11-01,-30.3052065,-71.5723658,False,-1,1.0,Coquimbo
hudgod,Hudsonian Godwit,Limosa haemastica,L636004,Estero Tongoy--Desembocadura,2016-11-01,-30.25497,-71.49359,False,-1,10.0,Coquimbo
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L725714,Laguna de Aculeo,2016-11-01,-33.8476076,-70.916748,False,-1,2.0,Región Metropolitana de Santiago
semplo,Semipalmated Plover,Charadrius semipalmatus,L668852,Río Lluta--Desembocadura,2016-11-01,-18.4165392,-70.3224081,False,-1,24.0,Arica y Parinacota
perter2,Peruvian Tern,Sternula lorata,L668852,Río Lluta--Desembocadura,2016-11-01,-18.4165392,-70.3224081,False,-1,4.0,Arica y Parinacota
stisan,Stilt Sandpiper,Calidris himantopus,L668852,Río Lluta--Desembocadura,2016-11-01,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
rayfin1,Raimondi's Yellow-Finch,Sicalis raimondii,L4902772,Cuya--Camino viejo a Camarones,2016-11-01,-18.9102653,-70.0018358,False,-1,200.0,Arica y Parinacota
swtgul1,Swallow-tailed Gull,Creagrus furcatus,L571139,Arica--Pelágico,2016-11-01,-18.4952381,-70.3791046,False,-1,1.0,Arica y Parinacota
sabgul,Sabine's Gull,Xema sabini,L571139,Arica--Pelágico,2016-11-01,-18.4952381,-70.3791046,False,-1,1.0,Arica y Parinacota
norgip1,Northern Giant-Petrel,Macronectes halli,L571139,Arica--Pelágico,2016-11-01,-18.4952381,-70.3791046,False,-1,1.0,Arica y Parinacota
helpip1,Hellmayr's Pipit,Anthus hellmayri,L1309603,Victoria,,-38.233444,-72.3322892,False,-1,3.0,Araucanía
auspar1,Austral Parakeet,Enicognathus ferrugineus,L1033519,Ruta CH-9--Norte de Puerto del Hambre,2016-11-02,-53.5704919,-70.9380341,False,-1,60.0,Magallanes
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-11-02,-53.4619671,-69.3105555,False,-1,74.0,Magallanes
perter2,Peruvian Tern,Sternula lorata,L5224484,N114,2016-11-02,-23.0369444,-69.6536111,True,-1,1.0,Antofagasta
sabgul,Sabine's Gull,Xema sabini,L5084848,"-18.5104x-70.4549 - Nov 2, 2016, 8:10 AM",2016-11-02,-18.510369,-70.454862,True,-1,1.0,Arica y Parinacota
bfoboo,Blue-footed Booby,Sula nebouxii,L5084848,"-18.5104x-70.4549 - Nov 2, 2016, 8:10 AM",2016-11-02,-18.510369,-70.454862,True,-1,1.0,Arica y Parinacota
soasni3,Magellanic Snipe,Gallinago magellanica,L606243,Humedal Tres Puentes,2016-11-02,-53.1162328,-70.8813,False,-1,3.0,Magallanes
speduc2,Spectacled Duck,Speculanas specularis,L3219145,Chepu,2016-11-02,-42.0441936,-74.002533,True,-1,4.0,Los Lagos
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-11-03,-53.4619671,-69.3105555,False,-1,107.0,Magallanes
whcpet1,White-chinned Petrel,Procellaria aequinoctialis,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-11-03,-53.4619671,-69.3105555,False,-1,30.0,Magallanes
pmtspi1,Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides,L981686,MN Laguna de los Cisnes--Laguna Verde,2016-11-03,-53.1879333,-70.3413391,False,-1,2.0,Magallanes
ameoys,American Oystercatcher,Haematopus palliatus,L516551,Río Mataquito--Desembocadura,2016-11-03,-34.9909099,-72.182579,False,-1,581.0,Maule
whimbr,Whimbrel,Numenius phaeopus,L516551,Río Mataquito--Desembocadura,2016-11-03,-34.9909099,-72.182579,False,-1,403.0,Maule
semsan,Semipalmated Sandpiper,Calidris pusilla,L516551,Río Mataquito--Desembocadura,2016-11-03,-34.9909099,-72.182579,False,-1,1.0,Maule
brnpel,Brown Pelican,Pelecanus occidentalis,L668852,Río Lluta--Desembocadura,2016-11-03,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
leasan,Least Sandpiper,Calidris minutilla,L668852,Río Lluta--Desembocadura,2016-11-03,-18.4165392,-70.3224081,False,-1,3.0,Arica y Parinacota
wispet,Wilson's Storm-Petrel,Oceanites oceanicus,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-11-03,-53.233989,-70.6777954,False,-1,10.0,Magallanes
wespet1,Westland Petrel,Procellaria westlandica,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-11-03,-53.233989,-70.6777954,False,-1,1.0,Magallanes
whwcoo1,White-winged Coot,Fulica leucoptera,L668852,Río Lluta--Desembocadura,2016-11-03,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
purgal2,Purple Gallinule,Porphyrio martinica,L668852,Río Lluta--Desembocadura,2016-11-03,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
stisan,Stilt Sandpiper,Calidris himantopus,L668852,Río Lluta--Desembocadura,2016-11-03,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2016-11-03,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
perter2,Peruvian Tern,Sternula lorata,L5147105,"G37, Guala",2016-11-03,-22.8169444,-70.3008333,True,-1,1.0,Antofagasta
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L10612772,Parque Naciional Laguna del Laja,,-37.3854,-71.3782,True,-1,0.0,Bío-Bío
leater1,Least Tern,Sternula antillarum,L668852,Río Lluta--Desembocadura,2016-11-04,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
houwre,House Wren,Troglodytes aedon,L668852,Río Lluta--Desembocadura,2016-11-04,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
silgre1,Silvery Grebe,Podiceps occipitalis,L3438685,Laguna Inia,2016-11-04,-52.6850529,-70.9469175,False,-1,100.0,Magallanes
commin1,Common Miner,Geositta cunicularia,L1030752,Pampa Larga,2016-11-04,-52.2679473,-69.7321129,False,-1,4.0,Magallanes
cawfin1,White-bridled Finch,Melanodera melanodera,L1030752,Pampa Larga,2016-11-04,-52.2679473,-69.7321129,False,-1,4.0,Magallanes
whthaw1,White-throated Hawk,Buteo albigula,L2988068,SN Península de Hualpén,2016-11-04,-36.7796965,-73.1821542,False,-1,1.0,Bío-Bío
cthhue1,Chestnut-throated Huet-huet,Pteroptochos castaneus,L2988068,SN Península de Hualpén,2016-11-04,-36.7796965,-73.1821542,False,-1,2.0,Bío-Bío
pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L2988068,SN Península de Hualpén,2016-11-04,-36.7796965,-73.1821542,False,-1,3.0,Bío-Bío
mosfin1,Mourning Sierra Finch,Rhopospina fruticeti,L8216468,Embalse Convento Viejo,2016-11-05,-34.755848,-71.130379,True,-1,1.0,Libertador General Bernardo O'Higgins
yebfin1,Yellow-bridled Finch,Melanodera xanthogramma,L4150581,Sendero Lagos Andinos,2016-11-05,-39.5949084,-71.5448999,False,-1,14.0,Araucanía
rulowl1,Rufous-legged Owl,Strix rufipes,L3063578,Estero El Manzano,2016-11-06,-33.556488,-70.3978586,False,-1,2.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L5063650,"CL-Valparaíso-Algarrobo-Calle San Jose del Peumal - -33,3558x-71,6449",2016-11-06,-33.35579,-71.644876,True,-1,1.0,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-11-06,-33.6198013,-71.6275442,False,-1,4.0,Valparaíso
bucpar,Blue-crowned Parakeet,Thectocercus acuticaudatus,L3091258,Rotonda Saucache,2016-11-06,-18.492552,-70.2865791,True,1,1.0,Arica y Parinacota
scfpar1,Scarlet-fronted Parakeet,Psittacara wagleri,L3091258,Rotonda Saucache,2016-11-06,-18.492552,-70.2865791,True,1,2.0,Arica y Parinacota
redkno,Red Knot,Calidris canutus,L504553,SN Humedal Río Maipo--Desembocadura,2016-11-06,-33.6198013,-71.6275442,False,-1,9.0,Valparaíso
soulap1,Southern Lapwing,Vanellus chilensis,L570165,Reñaca--Montemar,2016-11-07,-32.9576713,-71.5500712,False,-1,2.0,Valparaíso
bawswa1,Blue-and-white Swallow,Pygochelidon cyanoleuca,L570165,Reñaca--Montemar,2016-11-07,-32.9576713,-71.5500712,False,-1,1.0,Valparaíso
saffin,Saffron Finch,Sicalis flaveola,L5066563,"-40,6966x-72,6088 - 7 nov. 2016 à 11:55",2016-11-07,-40.696641,-72.608791,True,-1,2.0,Los Lagos
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L5066224,Camino al Yeso - veguita,2016-11-07,-33.6810289,-70.0891508,True,-1,3.0,Región Metropolitana de Santiago
ruthaw1,Rufous-tailed Hawk,Buteo ventralis,L3146468,Puente Gol-Gol,2016-11-07,-40.662315,-72.249982,True,-1,2.0,Los Ríos
flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L8180877,Route U55V,,-40.775,-72.958,True,-1,0.0,Los Lagos
whcalb1,White-capped Albatross,Thalassarche cauta,L570161,Valparaíso--Pelágico,,-33.0008897,-71.9479179,False,-1,1.0,Valparaíso
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-11-08,-53.4619671,-69.3105555,False,-1,112.0,Magallanes
blkrai,Black Rail,Laterallus jamaicensis,L5071709,Santa Ines stop 2,2016-11-08,-33.265313,-70.828273,True,-1,1.0,Región Metropolitana de Santiago
perter2,Peruvian Tern,Sternula lorata,L5224498,N120,2016-11-08,-23.0475,-69.6608333,True,-1,1.0,Antofagasta
bkbplo,Black-bellied Plover,Pluvialis squatarola,L504553,SN Humedal Río Maipo--Desembocadura,2016-11-08,-33.6198013,-71.6275442,False,-1,35.0,Valparaíso
redkno,Red Knot,Calidris canutus,L504553,SN Humedal Río Maipo--Desembocadura,2016-11-08,-33.6198013,-71.6275442,False,-1,8.0,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-11-08,-33.6198013,-71.6275442,False,-1,5.0,Valparaíso
blkski,Black Skimmer,Rynchops niger,L504553,SN Humedal Río Maipo--Desembocadura,2016-11-08,-33.6198013,-71.6275442,False,-1,800.0,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2016-11-08,-33.6198013,-71.6275442,False,-1,2.0,Valparaíso
wepdov1,West Peruvian Dove,Zenaida meloda,L4902983,CGB,2016-11-09,-33.251966,-70.672046,True,-1,3.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L5084817,Sitio canasteros,2016-11-09,-33.648657,-70.050098,True,-1,2.0,Región Metropolitana de Santiago
soasni3,Magellanic Snipe,Gallinago magellanica,L5069965,"-33,6156x-69,9995 - 09-11-2016 10:47",2016-11-09,-33.615556,-69.999536,True,-1,2.0,Región Metropolitana de Santiago
blkrai,Black Rail,Laterallus jamaicensis,L613221,Lampa--Santa Inés,2016-11-09,-33.2627333,-70.8044386,False,-1,1.0,Región Metropolitana de Santiago
perter2,Peruvian Tern,Sternula lorata,L5146941,"B11, El bote",2016-11-09,-23.3505556,-70.5813889,True,-1,1.0,Antofagasta
redpha1,Red Phalarope,Phalaropus fulicarius,L3457736,"-32.9461x-71.6220 - Feb 14, 2015, 19:28",2016-11-09,-32.946095,-71.622025,True,-1,350.0,Valparaíso
salalb1,Salvin's Albatross,Thalassarche salvini,L3457736,"-32.9461x-71.6220 - Feb 14, 2015, 19:28",2016-11-09,-32.946095,-71.622025,True,-1,150.0,Valparaíso
shyalb2,Chatham Albatross,Thalassarche eremita,L3457736,"-32.9461x-71.6220 - Feb 14, 2015, 19:28",2016-11-09,-32.946095,-71.622025,True,-1,2.0,Valparaíso
cappet,Cape Petrel,Daption capense,L3457736,"-32.9461x-71.6220 - Feb 14, 2015, 19:28",2016-11-09,-32.946095,-71.622025,True,-1,5.0,Valparaíso
gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus,L3255029,RN Los Flamencos--Bosque de Tambillo,2016-11-10,-23.1200457,-68.0791426,False,-1,3.0,Antofagasta
tamcon1,Tamarugo Conebill,Conirostrum tamarugense,L3255029,RN Los Flamencos--Bosque de Tambillo,2016-11-10,-23.1200457,-68.0791426,False,-1,7.0,Antofagasta
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L5084717,"-33,3444x-70,3156 - 10-11-2016 16:10",2016-11-10,-33.344394,-70.315571,True,-1,1.0,Región Metropolitana de Santiago
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L638139,Piedra Numerada,2016-11-10,-33.2972472,-70.2170563,False,-1,6.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4246794,SN Islote Pájaros Niños,2016-11-11,-33.35961,-71.687204,False,-1,1.0,Valparaíso
whcpin,White-cheeked Pintail,Anas bahamensis,L5082246,San Pedro de Atacama--Estanque,2016-11-11,-22.9316904,-68.1950462,False,-1,4.0,Antofagasta
perter2,Peruvian Tern,Sternula lorata,L5223278,H59,2016-11-11,-22.8719444,-69.7116667,True,-1,1.0,Antofagasta
mallar3,Mallard,Anas platyrhynchos,L5087650,"Codelco, Molyb, Mejillones",2016-11-11,-23.0764943,-70.3761113,True,1,1.0,Antofagasta
thbsis1,Thick-billed Siskin,Spinus crassirostris,L516505,Farellones,2016-11-11,-33.3516093,-70.3107834,True,-1,1.0,Región Metropolitana de Santiago
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L3255061,Valle de Jere,2016-11-11,-23.1891124,-67.9932046,False,-1,1.0,Antofagasta
flistd1,Flightless Steamer-Duck,Tachyeres pteneres,L1033571,Transbordador Pargua-Chacao,2016-11-11,-41.8143142,-73.4916687,False,-1,25.0,Los Lagos
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L638139,Piedra Numerada,2016-11-11,-33.2972472,-70.2170563,False,-1,2.0,Región Metropolitana de Santiago
bkbplo,Black-bellied Plover,Pluvialis squatarola,L504553,SN Humedal Río Maipo--Desembocadura,,-33.6198013,-71.6275442,False,-1,30.0,Valparaíso
