speciesCode,comName,sciName,locId,locName,obsDt,lat,lng,locationPrivate,exoticCategory,howMany,region
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L594542,Embalse El Yeso--Vegas superiores,2016-01-01,-33.6250545,-70.0251281,False,-1,3.0,Región Metropolitana de Santiago
musduc,Muscovy Duck,Cairina moschata,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2016-01-01,-32.6327613,-71.426518,False,1,4.0,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2016-01-01,-32.6327613,-71.426518,False,1,15.0,Valparaíso
cthhue1,Chestnut-throated Huet-huet,Pteroptochos castaneus,L3822091,Florida,2016-01-01,-36.799483,-72.7992404,True,-1,2.0,Bío-Bío
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L2867775,La Paloma,2016-01-02,-34.5576149,-70.952239,False,-1,1.0,Libertador General Bernardo O'Higgins
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3154749,PN La Campana,2016-01-02,-32.9843608,-71.111927,False,-1,0.0,Valparaíso
siltea1,Silver Teal,Spatula versicolor,L1033151,Laguna Los Palos,2016-01-02,-52.7358759,-71.0616302,False,-1,15.0,Magallanes
blkrai,Black Rail,Laterallus jamaicensis,L613221,Lampa--Santa Inés,2016-01-02,-33.2627333,-70.8044386,False,-1,2.0,Región Metropolitana de Santiago
libher,Little Blue Heron,Egretta caerulea,L3309920,Río Elqui (Espejo de Agua),2016-01-02,-29.8941968,-71.2670445,True,-1,2.0,Coquimbo
wtstyr1,White-tailed Shrike-Tyrant,Agriornis albicauda,L570508,Putre,2016-01-02,-18.1964537,-69.5565677,False,-1,1.0,Arica y Parinacota
comgal1,Common Gallinule,Gallinula galeata,L504549,Punta Teatinos--Laguna Saladita,2016-01-02,-29.8220854,-71.2886524,False,-1,2.0,Coquimbo
robpoc1,Rosy-billed Pochard,Netta peposaca,L2625384,Punta Teatinos--Humedal,2016-01-03,-29.8299224,-71.2782669,False,-1,1.0,Coquimbo
comgal1,Common Gallinule,Gallinula galeata,L2625384,Punta Teatinos--Humedal,2016-01-03,-29.8299224,-71.2782669,False,-1,2.0,Coquimbo
snoplo5,Snowy Plover,Charadrius nivosus,L4128443,Serena Golf costa,2016-01-03,-29.8323795,-71.2826282,True,-1,5.0,Coquimbo
whcpin,White-cheeked Pintail,Anas bahamensis,L668852,Río Lluta--Desembocadura,2016-01-03,-18.4165392,-70.3224081,False,-1,7.0,Arica y Parinacota
semplo,Semipalmated Plover,Charadrius semipalmatus,L668852,Río Lluta--Desembocadura,2016-01-03,-18.4165392,-70.3224081,False,-1,47.0,Arica y Parinacota
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1030674,Camino Valle Nevado,2016-01-03,-33.3700689,-70.2803028,False,-1,10.0,Región Metropolitana de Santiago
cawfin1,White-bridled Finch,Melanodera melanodera,L1030752,Pampa Larga,2016-01-03,-52.2679473,-69.7321129,False,-1,4.0,Magallanes
margod,Marbled Godwit,Limosa fedoa,L673642,Río Elqui--Desembocadura,2016-01-03,-29.8933968,-71.2727094,False,-1,1.0,Coquimbo
truter,Snowy-crowned Tern,Sterna trudeaui,L798863,RN Laguna Torca,2016-01-03,-34.7716527,-72.0419025,False,-1,30.0,Maule
patmoc1,Patagonian Mockingbird,Mimus patagonicus,L4100708,Fox Den,2016-01-03,-52.58857,-70.300389,True,-1,2.0,Magallanes
fuesni1,Fuegian Snipe,Gallinago stricklandii,L814311,Isla Hornos--Faro,2016-01-03,-55.9749509,-67.2789001,False,-1,2.0,Magallanes
strcar1,Striated Caracara,Daptrius australis,L814311,Isla Hornos--Faro,2016-01-03,-55.9749509,-67.2789001,False,-1,1.0,Magallanes
robpoc1,Rosy-billed Pochard,Netta peposaca,L1847800,Punta Teatinos,2016-01-04,-29.8212611,-71.2963338,True,-1,1.0,Coquimbo
comgal1,Common Gallinule,Gallinula galeata,L1847800,Punta Teatinos,2016-01-04,-29.8212611,-71.2963338,True,-1,1.0,Coquimbo
eleter1,Elegant Tern,Thalasseus elegans,L5223836,CL-Región de Arica y Parinacota-Arica-764 Avenida Comandante San Martín - -18.492x-70.328,2016-01-04,-18.4919577,-70.3282999,True,-1,3000.0,Arica y Parinacota
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1090512,"Quebrada San Gerónimo, Algarrobo",2016-01-04,-33.3483471,-71.6321039,False,-1,5.0,Valparaíso
hoogre1,Hooded Grebe,Podiceps gallardoi,L4176409,laguna,2016-01-04,-52.6391052,-70.9776449,True,-1,1.0,Magallanes
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-04,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
mcrtyr1,Many-colored Rush Tyrant,Tachuris rubrigastra,L904625,Río Loa--Desembocadura,2016-01-04,-21.4292013,-70.0585485,False,-1,1.0,Tarapacá
royalb1,Royal Albatross,Diomedea epomophora,L3225756,Drake Passage_1,,-56.3043486,-65.0500488,True,-1,1.0,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L3225756,Drake Passage_1,,-56.3043486,-65.0500488,True,-1,2.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L3225756,Drake Passage_1,,-56.3043486,-65.0500488,True,-1,2.0,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L752313,Humedal de Mantagua,2016-01-05,-32.8853535,-71.5031433,True,-1,4.0,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2016-01-05,-32.6327613,-71.426518,False,1,0.0,Valparaíso
uplgoo1,Upland Goose,Chloephaga picta,L594542,Embalse El Yeso--Vegas superiores,2016-01-05,-33.6250545,-70.0251281,False,-1,13.0,Región Metropolitana de Santiago
punsni1,Puna Snipe,Gallinago andina,L693463,Machuca,2016-01-05,-22.5996494,-68.0657423,False,-1,1.0,Antofagasta
blkrai,Black Rail,Laterallus jamaicensis,L613221,Lampa--Santa Inés,2016-01-05,-33.2627333,-70.8044386,False,-1,1.0,Región Metropolitana de Santiago
cthhue1,Chestnut-throated Huet-huet,Pteroptochos castaneus,L1186273,RN Altos de Lircay,2016-01-05,-35.6035094,-70.9881592,False,-1,12.0,Maule
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2016-01-06,-32.6327613,-71.426518,False,1,0.0,Valparaíso
osprey,Osprey,Pandion haliaetus,L3340409,SN Carlos Andwandter,2016-01-06,-39.7042812,-73.1981277,False,-1,2.0,Los Ríos
moupar2,Mountain Parakeet,Psilopsiagon aurifrons,L4321049,Cerro Pabellón,2016-01-06,-21.9190005,-68.2508039,True,-1,15.0,Antofagasta
easkin,Eastern Kingbird,Tyrannus tyrannus,L3180870,Baquedano,2016-01-06,-23.3341885,-69.8401308,False,-1,2.0,Antofagasta
bkbalb,Black-browed Albatross,Thalassarche melanophris,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-07,-53.233989,-70.6777954,False,-1,250.0,Magallanes
whcpet1,White-chinned Petrel,Procellaria aequinoctialis,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-07,-53.233989,-70.6777954,False,-1,30.0,Magallanes
whcpin,White-cheeked Pintail,Anas bahamensis,L516540,Río Huasco--Desembocadura,2016-01-07,-28.4481664,-71.2002039,False,-1,2.0,Atacama
soasni3,Magellanic Snipe,Gallinago magellanica,L516540,Río Huasco--Desembocadura,2016-01-07,-28.4481664,-71.2002039,False,-1,1.0,Atacama
whfibi,White-faced Ibis,Plegadis chihi,L516540,Río Huasco--Desembocadura,2016-01-07,-28.4481664,-71.2002039,False,-1,1.0,Atacama
leasan,Least Sandpiper,Calidris minutilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-07,-33.6198013,-71.6275442,False,-1,2.0,Valparaíso
pecsan,Pectoral Sandpiper,Calidris melanotos,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-07,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-07,-33.6198013,-71.6275442,False,-1,33.0,Valparaíso
santer1,Sandwich Tern,Thalasseus sandvicensis,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-07,-33.6198013,-71.6275442,False,-1,3.0,Valparaíso
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L4139919,Duao--Pelágico,2016-01-07,-34.8907771,-72.200346,False,-1,40.0,Maule
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L2834895,Río Mapocho--Puente San Francisco,2016-01-07,-33.6862106,-70.9825802,False,-1,1.0,Región Metropolitana de Santiago
bkbplo,Black-bellied Plover,Pluvialis squatarola,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-08,-33.6198013,-71.6275442,False,-1,30.0,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-08,-33.6198013,-71.6275442,False,-1,4.0,Valparaíso
lotjae,Long-tailed Jaeger,Stercorarius longicaudus,L862580,Isla Santa María,2016-01-08,-37.0348991,-73.5074615,False,-1,1.0,Bío-Bío
incter1,Inca Tern,Larosterna inca,L862580,Isla Santa María,2016-01-08,-37.0348991,-73.5074615,False,-1,10.0,Bío-Bío
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-01-08,-53.4619671,-69.3105555,False,-1,120.0,Magallanes
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L862580,Isla Santa María,2016-01-08,-37.0348991,-73.5074615,False,-1,50.0,Bío-Bío
whcpin,White-cheeked Pintail,Anas bahamensis,L516540,Río Huasco--Desembocadura,2016-01-08,-28.4481664,-71.2002039,False,-1,2.0,Atacama
whfibi,White-faced Ibis,Plegadis chihi,L516540,Río Huasco--Desembocadura,2016-01-08,-28.4481664,-71.2002039,False,-1,1.0,Atacama
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-08,-33.6198013,-71.6275442,False,-1,3.0,Valparaíso
whttap1,White-throated Tapaculo,Scelorchilus albicollis,L571160,PN La Campana--Granizo,2016-01-09,-32.9818661,-71.1320758,False,-1,12.0,Valparaíso
dutcan1,Dusky-tailed Canastero,Pseudasthenes humicola,L571160,PN La Campana--Granizo,2016-01-09,-32.9818661,-71.1320758,False,-1,15.0,Valparaíso
bbspet1,Black-bellied Storm-Petrel,Fregetta tropica,L4211281,Drake Passage arrival day 1 checklist 11,2016-01-09,-57.861192,-63.971757,True,-1,1.0,Magallanes
wepdov1,West Peruvian Dove,Zenaida meloda,L1086828,Batuco--Pueblo,2016-01-09,-33.2325697,-70.8091164,False,-1,1.0,Región Metropolitana de Santiago
wanalb,Wandering Albatross,Diomedea exulans,L4211273,Drake Passage arrival day 1 checklist 9,2016-01-09,-56.963471,-64.781089,True,-1,1.0,Magallanes
wespet1,Westland Petrel,Procellaria westlandica,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-09,-53.233989,-70.6777954,False,-1,2.0,Magallanes
royalb1,Royal Albatross,Diomedea epomophora,L4211222,Drake Passage Arrival Day 1 checklist 5,2016-01-09,-56.4679,-65.2207,True,-1,1.0,Magallanes
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L604469,Río Limarí--Desembocadura,2016-01-09,-30.7277447,-71.6954041,False,-1,1.0,Coquimbo
blkrai,Black Rail,Laterallus jamaicensis,L604469,Río Limarí--Desembocadura,2016-01-09,-30.7277447,-71.6954041,False,-1,4.0,Coquimbo
rocpen1,Southern Rockhopper Penguin,Eudyptes chrysocome,L4211189,Drake Passage Arrival Day 1 checklist 2,2016-01-09,-56.0058,-65.6377,True,-1,2.0,Magallanes
juffir1,Juan Fernandez Firecrown,Sephanoides fernandensis,L4205341,CL Robinson Crusoe Island,,-33.6460377,-78.8901615,True,-1,1.0,Valparaíso
wbspet1,White-bellied Storm-Petrel,Fregetta grallaria,L4205341,CL Robinson Crusoe Island,,-33.6460377,-78.8901615,True,-1,0.0,Valparaíso
kerpet,Kermadec Petrel,Pterodroma neglecta,L4205341,CL Robinson Crusoe Island,,-33.6460377,-78.8901615,True,-1,0.0,Valparaíso
jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus,L4205341,CL Robinson Crusoe Island,,-33.6460377,-78.8901615,True,-1,1.0,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1147111,Farellones,2016-01-10,-33.3520394,-70.3129292,False,-1,50.0,Región Metropolitana de Santiago
saffin,Saffron Finch,Sicalis flaveola,L6518789,Amador Barrientos,2016-01-10,-40.5772356,-73.1131554,True,-1,2.0,Los Lagos
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-01-10,-53.4619671,-69.3105555,False,-1,129.0,Magallanes
thbsis1,Thick-billed Siskin,Spinus crassirostris,L1062972,Parque Andino Juncal,2016-01-10,-32.915954,-70.0926232,False,-1,3.0,Valparaíso
musduc,Muscovy Duck,Cairina moschata,L861844,Humedal Urbano Cartagena,2016-01-10,-33.5350454,-71.6022348,False,1,2.0,Valparaíso
semplo,Semipalmated Plover,Charadrius semipalmatus,L3527120,HUMEDAL DE LLUTA,2016-01-10,-18.4166817,-70.3260425,True,-1,63.0,Arica y Parinacota
robpoc1,Rosy-billed Pochard,Netta peposaca,L504549,Punta Teatinos--Laguna Saladita,2016-01-11,-29.8220854,-71.2886524,False,-1,1.0,Coquimbo
comgal1,Common Gallinule,Gallinula galeata,L504549,Punta Teatinos--Laguna Saladita,2016-01-11,-29.8220854,-71.2886524,False,-1,1.0,Coquimbo
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L4204071,Volcán Quizapu,2016-01-11,-33.5841196,-70.5820164,True,-1,1.0,Región Metropolitana de Santiago
burpar,Burrowing Parakeet,Cyanoliseus patagonus,L4150611,"Río Maule, sector Paso Nevado",2016-01-11,-35.7211564,-71.1766544,True,-1,20.0,Maule
twbplo1,Two-banded Plover,Charadrius falklandicus,L910283,"Bahia Lomas Oeste, Campamento",2016-01-11,-52.5537916,-69.3113065,True,-1,100.0,Magallanes
redkno,Red Knot,Calidris canutus,L910283,"Bahia Lomas Oeste, Campamento",2016-01-11,-52.5537916,-69.3113065,True,-1,3000.0,Magallanes
helpip1,Hellmayr's Pipit,Anthus hellmayri,L2990335,Parque Tumbes,2016-01-11,-36.7142171,-73.1500626,False,-1,1.0,Bío-Bío
gybsee1,Gray-breasted Seedsnipe,Thinocorus orbignyianus,L516158,Embalse El Yeso,2016-01-11,-33.6474929,-70.0670242,False,-1,30.0,Región Metropolitana de Santiago
soasni3,Magellanic Snipe,Gallinago magellanica,L516158,Embalse El Yeso,2016-01-11,-33.6474929,-70.0670242,False,-1,1.0,Región Metropolitana de Santiago
gryfin2,Greater Yellow-Finch,Sicalis auriventris,L516158,Embalse El Yeso,2016-01-11,-33.6474929,-70.0670242,False,-1,200.0,Región Metropolitana de Santiago
lotjae,Long-tailed Jaeger,Stercorarius longicaudus,L862580,Isla Santa María,2016-01-11,-37.0348991,-73.5074615,False,-1,2.0,Bío-Bío
incter1,Inca Tern,Larosterna inca,L862580,Isla Santa María,2016-01-11,-37.0348991,-73.5074615,False,-1,10.0,Bío-Bío
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L862580,Isla Santa María,2016-01-11,-37.0348991,-73.5074615,False,-1,300.0,Bío-Bío
royalb1,Royal Albatross,Diomedea epomophora,L3225756,Drake Passage_1,,-56.3043486,-65.0500488,True,-1,2.0,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L3225756,Drake Passage_1,,-56.3043486,-65.0500488,True,-1,2.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L3225756,Drake Passage_1,,-56.3043486,-65.0500488,True,-1,3.0,Magallanes
flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L492288,Pullao,2016-01-12,-42.4734897,-73.6786079,False,-1,1.0,Los Lagos
flistd1,Flightless Steamer-Duck,Tachyeres pteneres,L492288,Pullao,2016-01-12,-42.4734897,-73.6786079,False,-1,28.0,Los Lagos
rulowl1,Rufous-legged Owl,Strix rufipes,L4160509,Santuario Las Torcazas,2016-01-13,-33.7176023,-70.5001312,True,-1,2.0,Región Metropolitana de Santiago
speduc2,Spectacled Duck,Speculanas specularis,L571417,Lago Colbún,2016-01-13,-35.718643,-71.209259,False,-1,6.0,Maule
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L677238,Valle Nevado,2016-01-13,-33.3564128,-70.2490819,False,-1,10.0,Región Metropolitana de Santiago
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L1087903,MN Canquén Colorado,2016-01-13,-53.6514552,-70.9430552,False,-1,12.0,Magallanes
mallar3,Mallard,Anas platyrhynchos,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-13,-33.6198013,-71.6275442,False,1,1.0,Valparaíso
bkbplo,Black-bellied Plover,Pluvialis squatarola,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-13,-33.6198013,-71.6275442,False,-1,30.0,Valparaíso
semplo,Semipalmated Plover,Charadrius semipalmatus,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-13,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
soapas1,South American Painted-Snipe,Nycticryphes semicollaris,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-13,-33.6198013,-71.6275442,False,-1,4.0,Valparaíso
redkno,Red Knot,Calidris canutus,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-13,-33.6198013,-71.6275442,False,-1,5.0,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-13,-33.6198013,-71.6275442,False,-1,20.0,Valparaíso
soasni3,Magellanic Snipe,Gallinago magellanica,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-13,-33.6198013,-71.6275442,False,-1,8.0,Valparaíso
royalb1,Royal Albatross,Diomedea epomophora,L3225878,Drake Passage_1,,-57.1958079,-64.3688965,True,-1,5.0,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L3225878,Drake Passage_1,,-57.1958079,-64.3688965,True,-1,1.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L3225878,Drake Passage_1,,-57.1958079,-64.3688965,True,-1,16.0,Magallanes
soater1,South American Tern,Sterna hirundinacea,L1033571,Transbordador Pargua-Chacao,2016-01-14,-41.8143142,-73.4916687,False,-1,5000.0,Los Lagos
brnnod,Brown Noddy,Anous stolidus,L3013157,Motu Nui / Motu Iti,2016-01-14,-27.2000032,-109.4542229,False,-1,1.0,Valparaíso
whttro,White-tailed Tropicbird,Phaethon lepturus,L3013157,Motu Nui / Motu Iti,2016-01-14,-27.2000032,-109.4542229,False,-1,1.0,Valparaíso
kerpet,Kermadec Petrel,Pterodroma neglecta,L3013157,Motu Nui / Motu Iti,2016-01-14,-27.2000032,-109.4542229,False,-1,0.0,Valparaíso
henpet1,Henderson Petrel,Pterodroma atrata,L3013157,Motu Nui / Motu Iti,2016-01-14,-27.2000032,-109.4542229,False,-1,0.0,Valparaíso
phopet1,Phoenix Petrel,Pterodroma alba,L3013157,Motu Nui / Motu Iti,2016-01-14,-27.2000032,-109.4542229,False,-1,4.0,Valparaíso
grefri,Great Frigatebird,Fregata minor,L3013157,Motu Nui / Motu Iti,2016-01-14,-27.2000032,-109.4542229,False,-1,1.0,Valparaíso
masboo,Masked Booby,Sula dactylatra,L3013157,Motu Nui / Motu Iti,2016-01-14,-27.2000032,-109.4542229,False,-1,0.0,Valparaíso
commin1,Common Miner,Geositta cunicularia,L981686,MN Laguna de los Cisnes--Laguna Verde,2016-01-14,-53.1879333,-70.3413391,False,-1,5.0,Magallanes
chitin1,Chilean Tinamou,Nothoprocta perdicaria,L774555,Campus Sur -  Universidad de Chile,2016-01-14,-33.5708994,-70.6356955,False,-1,1.0,Región Metropolitana de Santiago
calqua,California Quail,Callipepla californica,L774555,Campus Sur -  Universidad de Chile,2016-01-14,-33.5708994,-70.6356955,False,0,8.0,Región Metropolitana de Santiago
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2016-01-14,-33.5350454,-71.6022348,False,-1,2.0,Valparaíso
sabgul,Sabine's Gull,Xema sabini,L862580,Isla Santa María,2016-01-14,-37.0348991,-73.5074615,False,-1,6.0,Bío-Bío
incter1,Inca Tern,Larosterna inca,L862580,Isla Santa María,2016-01-14,-37.0348991,-73.5074615,False,-1,20.0,Bío-Bío
norgip1,Northern Giant-Petrel,Macronectes halli,L862580,Isla Santa María,2016-01-14,-37.0348991,-73.5074615,False,-1,60.0,Bío-Bío
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L862580,Isla Santa María,2016-01-14,-37.0348991,-73.5074615,False,-1,500.0,Bío-Bío
wispet,Wilson's Storm-Petrel,Oceanites oceanicus,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-14,-53.233989,-70.6777954,False,-1,400.0,Magallanes
redkno,Red Knot,Calidris canutus,L774638,Curaco de Vélez,2016-01-14,-42.4351708,-73.606533,False,-1,58.0,Los Lagos
soapas1,South American Painted-Snipe,Nycticryphes semicollaris,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-14,-33.6198013,-71.6275442,False,-1,2.0,Valparaíso
mcrtyr1,Many-colored Rush Tyrant,Tachuris rubrigastra,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-14,-33.6198013,-71.6275442,False,-1,30.0,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4612317,SN Islote Peña Blanca y Punta Peña Blanca,2016-01-15,-33.3652841,-71.6935855,False,-1,4.0,Valparaíso
musduc,Muscovy Duck,Cairina moschata,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2016-01-15,-32.6327613,-71.426518,False,1,1.0,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2016-01-15,-32.6327613,-71.426518,False,1,0.0,Valparaíso
comter,Common Tern,Sterna hirundo,L861844,Humedal Urbano Cartagena,2016-01-15,-33.5350454,-71.6022348,False,-1,3.0,Valparaíso
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2016-01-15,-33.5350454,-71.6022348,False,-1,2.0,Valparaíso
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L2473211,Desembocadura Río Santa Maria,2016-01-15,-53.6779,-70.9741259,True,-1,18.0,Magallanes
uplgoo1,Upland Goose,Chloephaga picta,L2379037,"Parque Valle del Yeso, sector portería",2016-01-15,-33.6306873,-69.953835,True,-1,6.0,Región Metropolitana de Santiago
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-01-15,-53.4619671,-69.3105555,False,-1,124.0,Magallanes
thbsis1,Thick-billed Siskin,Spinus crassirostris,L819912,Camino Embalse El Yeso--Vega al costado del camino,2016-01-15,-33.6900671,-70.1072252,False,-1,4.0,Región Metropolitana de Santiago
semplo,Semipalmated Plover,Charadrius semipalmatus,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-15,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
soapas1,South American Painted-Snipe,Nycticryphes semicollaris,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-15,-33.6198013,-71.6275442,False,-1,2.0,Valparaíso
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-15,-33.6198013,-71.6275442,False,-1,25.0,Valparaíso
soapas1,South American Painted-Snipe,Nycticryphes semicollaris,L3086280,Humedal Urbano Küla-Kura (O'Higgins),2016-01-16,-33.3388465,-70.7320833,False,-1,2.0,Región Metropolitana de Santiago
rinkin1,Ringed Kingfisher,Megaceryle torquata,L5778648,Santa Adriana,2016-01-16,-37.7583657,-72.0488977,True,-1,1.0,Bío-Bío
soater1,South American Tern,Sterna hirundinacea,L1033571,Transbordador Pargua-Chacao,2016-01-16,-41.8143142,-73.4916687,False,-1,600.0,Los Lagos
cawfin1,White-bridled Finch,Melanodera melanodera,L4165311,"Pampa Larga, -52.1x-70.683",2016-01-16,-52.1002314,-70.6833398,True,-1,10.0,Magallanes
semplo,Semipalmated Plover,Charadrius semipalmatus,L3498432,desembocadura rio lluta,2016-01-16,-18.4165901,-70.3252459,True,-1,47.0,Arica y Parinacota
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1030742,PN Torres del Paine--Laguna Los Juncos,2016-01-17,-51.0273604,-72.7756906,False,-1,2.0,Magallanes
whcpet1,White-chinned Petrel,Procellaria aequinoctialis,L4175080,"Drake Passage Return-55.1781x-66.3560 - Jan 17, 2016, 2:44 PM",2016-01-17,-55.178146,-66.355968,True,-1,1.0,Magallanes
sooshe,Sooty Shearwater,Ardenna grisea,L4175080,"Drake Passage Return-55.1781x-66.3560 - Jan 17, 2016, 2:44 PM",2016-01-17,-55.178146,-66.355968,True,-1,82.0,Magallanes
greshe,Great Shearwater,Ardenna gravis,L4175079,"Drake Strait-55.4885x-66.4178 - Jan 17, 2016, 1:27 PM",2016-01-17,-55.488483,-66.41776,True,-1,3.0,Magallanes
thbsis1,Thick-billed Siskin,Spinus crassirostris,L571425,Belén--Bosque Queñua (Polylepis),2016-01-17,-18.4130883,-69.5071507,False,-1,1.0,Arica y Parinacota
rocpen1,Southern Rockhopper Penguin,Eudyptes chrysocome,L4175075,"Drake Passage Return-55.9179x-66.8268 - Jan 17, 2016, 11:37 AM",2016-01-17,-55.917853,-66.826793,True,-1,37.0,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L4175068,"Drake Passage Return-55.9950x-67.2397 - Jan 17, 2016, 10:40 AM",2016-01-17,-55.994978,-67.239722,True,-1,1.0,Magallanes
helpip1,Hellmayr's Pipit,Anthus hellmayri,L3042491,Parque Tumbes,2016-01-17,-36.7119179,-73.1552982,True,-1,2.0,Bío-Bío
wespet1,Westland Petrel,Procellaria westlandica,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-17,-53.233989,-70.6777954,False,-1,2.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L4175054,"Drake Passage Return-56.5006x-67.1712 - Jan 17, 2016, 8:26 AM",2016-01-17,-56.500572,-67.171209,True,-1,5.0,Magallanes
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L690096,SN Yerba Loca [usar hotspots específicos],2016-01-17,-33.303847,-70.3186798,False,-1,2.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L690096,SN Yerba Loca [usar hotspots específicos],2016-01-17,-33.303847,-70.3186798,False,-1,8.0,Región Metropolitana de Santiago
whfibi,White-faced Ibis,Plegadis chihi,L570658,SN Laguna Batuco,2016-01-17,-33.2064427,-70.8279133,False,-1,8.0,Región Metropolitana de Santiago
bkfibi1,Black-faced Ibis,Theristicus melanopis,L570515,Valle del Río Lluta,2016-01-18,-18.4079577,-70.1490784,False,-1,3.0,Arica y Parinacota
rubmin1,Rufous-banded Miner,Geositta rufipennis,L824302,Sierra Baguales,2016-01-18,-50.7894427,-72.4143219,False,-1,3.0,Magallanes
gryfin2,Greater Yellow-Finch,Sicalis auriventris,L824302,Sierra Baguales,2016-01-18,-50.7894427,-72.4143219,False,-1,6.0,Magallanes
