speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region
greshe,Great Shearwater,Ardenna gravis,L3705789,At Sea - Drake Passage north,2015-01-05,3.0,-56.8191383,-65.8665991,True,-1,Magallanes
whcpin,White-cheeked Pintail,Anas bahamensis,L668852,Río Lluta--Desembocadura,2015-01-05,19.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
semplo,Semipalmated Plover,Charadrius semipalmatus,L668852,Río Lluta--Desembocadura,2015-01-05,23.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
leasan,Least Sandpiper,Calidris minutilla,L668852,Río Lluta--Desembocadura,2015-01-05,4.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2015-01-05,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
comter,Common Tern,Sterna hirundo,L668852,Río Lluta--Desembocadura,2015-01-05,137.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
osprey,Osprey,Pandion haliaetus,L668852,Río Lluta--Desembocadura,2015-01-05,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus,L3307277,Campo de Margoni,2015-01-05,1.0,-51.5855028,-72.5992909,True,-1,Magallanes
bkfibi2,Andean Ibis,Theristicus branickii,L1048923,Molinos,2015-01-06,2.0,-18.3821935,-69.9457765,False,-1,Arica y Parinacota
cawfin1,White-bridled Finch,Melanodera melanodera,L3278917,Cordón Baquedano,2015-01-06,4.0,-53.3001074,-70.127449,False,-1,Magallanes
manshe,Manx Shearwater,Puffinus puffinus,L751332,Cabo de Hornos--Mar (Cape Horn at sea),2015-01-06,1.0,-56.078167,-66.6870117,False,-1,Magallanes
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2015-01-06,0.0,-32.6327613,-71.426518,False,1,Valparaíso
royalb1,Royal Albatross,Diomedea epomophora,L3194975,"Mar Argentino, Drake Passage",2015-01-06,1.0,-56.707634,-66.242935,True,-1,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L3194975,"Mar Argentino, Drake Passage",2015-01-06,3.0,-56.707634,-66.242935,True,-1,Magallanes
greshe,Great Shearwater,Ardenna gravis,L3194975,"Mar Argentino, Drake Passage",2015-01-06,2.0,-56.707634,-66.242935,True,-1,Magallanes
permar1,Peruvian Martin,Progne murphyi,L4313484,Valle del Río Lluta--Poconchile,2015-01-06,1.0,-18.4518884,-70.0663054,False,-1,Arica y Parinacota
blupet1,Blue Petrel,Halobaena caerulea,L3705847,At Sea - Drake Passage north,2015-01-06,2.0,-57.2345054,-66.1961889,True,-1,Magallanes
whcpin,White-cheeked Pintail,Anas bahamensis,L668852,Río Lluta--Desembocadura,2015-01-06,9.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
leasan,Least Sandpiper,Calidris minutilla,L668852,Río Lluta--Desembocadura,2015-01-06,6.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2015-01-06,1.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2015-01-07,92.0,-53.4619671,-69.3105555,False,-1,Magallanes
commin1,Common Miner,Geositta cunicularia,L3274427,Ruta Y-71,2015-01-07,2.0,-53.367559,-70.396102,True,-1,Magallanes
semplo,Semipalmated Plover,Charadrius semipalmatus,L673642,Río Elqui--Desembocadura,2015-01-08,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
banswa,Bank Swallow,Riparia riparia,L2297155,Humedal el Membrillo,2015-01-08,1.0,-33.3443051,-71.6503978,False,-1,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L1003469,Estero San Jerónimo--Desembocadura,2015-01-08,2.0,-33.3553642,-71.6547096,False,1,Valparaíso
spwpig3,Spot-winged Pigeon,Patagioenas maculosa,L570508,Putre,2015-01-08,73.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota
chithr1,Chiguanco Thrush,Turdus chiguanco,L570508,Putre,2015-01-08,31.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota
blupet1,Blue Petrel,Halobaena caerulea,L3336914,Drakes Passage - Ortelius/Cheesemans Ecology Safaris,2015-01-08,8.0,-56.9785,-64.652,True,-1,Magallanes
greshe,Great Shearwater,Ardenna gravis,L3336914,Drakes Passage - Ortelius/Cheesemans Ecology Safaris,2015-01-08,30.0,-56.9785,-64.652,True,-1,Magallanes
semplo,Semipalmated Plover,Charadrius semipalmatus,L3008464,Río Elqui,2015-01-09,2.0,-29.894113,-71.2601513,True,-1,Coquimbo
margod,Marbled Godwit,Limosa fedoa,L3008464,Río Elqui,2015-01-09,1.0,-29.894113,-71.2601513,True,-1,Coquimbo
helpip1,Hellmayr's Pipit,Anthus hellmayri,L1020637,Brisas del Sol,2015-01-09,2.0,-36.7704412,-73.0698287,False,-1,Bío-Bío
strwoo6,Striped Woodpecker,Dryobates lignarius,L3235679,MN Cueva del Milodón,2015-01-09,4.0,-51.5709587,-72.6113892,False,-1,Magallanes
impcor1,Imperial Cormorant,Leucocarbo atriceps,L492288,Pullao,2015-01-09,160.0,-42.4734897,-73.6786079,False,-1,Los Lagos
bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L3278624,PCH,2015-01-09,60.0,-31.8258855,-70.5816114,True,-1,Coquimbo
semsan,Semipalmated Sandpiper,Calidris pusilla,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-10,12.0,-33.6198013,-71.6275442,False,-1,Valparaíso
fragul,Franklin's Gull,Leucophaeus pipixcan,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-10,8000.0,-33.6198013,-71.6275442,False,-1,Valparaíso
whshil1,White-sided Hillstar,Oreotrochilus leucopleurus,L820514,Quebrada de Macul,2015-01-10,3.0,-33.5007511,-70.508945,False,-1,Región Metropolitana de Santiago
chisku1,Chilean Skua,Stercorarius chilensis,L3663102,"Ferry from Puerto Williams to Punta Arenas, day I",2015-01-10,30.0,-54.848301,-69.7433138,True,-1,Magallanes
bkbalb,Black-browed Albatross,Thalassarche melanophris,L3663102,"Ferry from Puerto Williams to Punta Arenas, day I",2015-01-10,158.0,-54.848301,-69.7433138,True,-1,Magallanes
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L3329407,San José de Los Lingues,2015-01-10,3.0,-34.5602762,-70.9139371,False,-1,Libertador General Bernardo O'Higgins
magwoo1,Magellanic Woodpecker,Campephilus magellanicus,L3287604,Reserva Nacional Llanquihue,2015-01-10,5.0,-41.3557098,-72.6372242,True,-1,Los Lagos
turvul,Turkey Vulture,Cathartes aura,L1583951,Bryn Coed,2015-01-11,1.0,-38.9413502,-72.9209523,True,-1,Araucanía
mallar3,Mallard,Anas platyrhynchos,L756355,Embalse Collahue,2015-01-11,2.0,-32.6516249,-71.216619,False,1,Valparaíso
strwoo6,Striped Woodpecker,Dryobates lignarius,L3286797,Melipeuco County,2015-01-11,8.0,-38.8568201,-71.3397217,True,-1,Araucanía
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L572759,PN La Campana--Ocoa,2015-01-11,3.0,-32.9273735,-71.0856199,False,-1,Valparaíso
pomjae,Pomarine Jaeger,Stercorarius pomarinus,L1033571,Transbordador Pargua-Chacao,2015-01-11,1.0,-41.8143142,-73.4916687,False,-1,Los Lagos
magplo1,Magellanic Plover,Pluvianellus socialis,L1033151,Laguna Los Palos,2015-01-11,8.0,-52.7358759,-71.0616302,False,-1,Magallanes
sooshe,Sooty Shearwater,Ardenna grisea,L3300654,Tenaún,2015-01-12,6000.0,-42.3369761,-73.3593178,True,-1,Los Lagos
colplo1,Collared Plover,Charadrius collaris,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-12,22.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-12,3.0,-33.6198013,-71.6275442,False,-1,Valparaíso
comter,Common Tern,Sterna hirundo,L861844,Humedal Urbano Cartagena,2015-01-12,15.0,-33.5350454,-71.6022348,False,-1,Valparaíso
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2015-01-12,2.0,-33.5350454,-71.6022348,False,-1,Valparaíso
wanalb,Wandering Albatross,Diomedea exulans,L3461299,Sailing close to Cap Horn,2015-01-12,2.0,-56.0740539,-67.3894501,True,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4246794,SN Islote Pájaros Niños,2015-01-12,3.0,-33.35961,-71.687204,False,-1,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L1003469,Estero San Jerónimo--Desembocadura,2015-01-12,4.0,-33.3553642,-71.6547096,False,1,Valparaíso
hudgod,Hudsonian Godwit,Limosa haemastica,L1066157,Putemún,2015-01-13,4500.0,-42.419148,-73.7371015,False,-1,Los Lagos
punsni1,Puna Snipe,Gallinago andina,L904474,Volcán Aucanquilcha--Ladera oriente,2015-01-13,1.0,-21.2278219,-68.4001708,False,-1,Antofagasta
mallar3,Mallard,Anas platyrhynchos,L492313,Chullec,2015-01-13,1.0,-42.4678867,-73.5394174,False,1,Los Lagos
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L1775408,Río Santa María,2015-01-13,15.0,-53.6652763,-70.9582577,True,-1,Magallanes
stbbit1,Stripe-backed Bittern,Ixobrychus involucris,L607130,Lampa--Puente Negro Sur †,2015-01-13,3.0,-33.2853016,-70.8043528,False,-1,Región Metropolitana de Santiago
wepdov1,West Peruvian Dove,Zenaida meloda,L572339,Quintero,2015-01-13,2.0,-32.7744297,-71.5318537,False,-1,Valparaíso
whthaw1,White-throated Hawk,Buteo albigula,L3296572,Atacalco,2015-01-13,3.0,-36.8807191,-71.6289711,True,-1,Ñuble
bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L677236,Parque Mahuida,2015-01-14,3.0,-33.458343,-70.5095994,False,-1,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L677236,Parque Mahuida,2015-01-14,2.0,-33.458343,-70.5095994,False,-1,Región Metropolitana de Santiago
sooshe,Sooty Shearwater,Ardenna grisea,L1033571,Transbordador Pargua-Chacao,2015-01-14,10000.0,-41.8143142,-73.4916687,False,-1,Los Lagos
andduc1,Andean Duck,Oxyura ferruginea,L3219160,Maullin navigation to Quenuir,2015-01-14,1.0,-41.6144156,-73.5809326,True,-1,Los Lagos
wanalb,Wandering Albatross,Diomedea exulans,L3442710,Vavilov 2015-01-14 0647,2015-01-14,1.0,-56.18587,-65.00192,True,-1,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L3442710,Vavilov 2015-01-14 0647,2015-01-14,1.0,-56.18587,-65.00192,True,-1,Magallanes
royalb1,Royal Albatross,Diomedea epomophora,L3298937,Drake Passage--east of Cape Horn,2015-01-14,12.0,-55.966,-66.583,True,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1147111,Farellones,2015-01-15,4.0,-33.3520394,-70.3129292,False,-1,Región Metropolitana de Santiago
redkno,Red Knot,Calidris canutus,L516521,Caulín,2015-01-15,63.0,-41.8259378,-73.6275078,False,-1,Los Lagos
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L1087903,MN Canquén Colorado,2015-01-16,107.0,-53.6514552,-70.9430552,False,-1,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L3883602,Vavilov 2015-01-16 1649,2015-01-16,1.0,-57.0040987,-66.5383918,True,-1,Magallanes
cappet,Cape Petrel,Daption capense,L3883602,Vavilov 2015-01-16 1649,2015-01-16,30.0,-57.0040987,-66.5383918,True,-1,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L3883602,Vavilov 2015-01-16 1649,2015-01-16,13.0,-57.0040987,-66.5383918,True,-1,Magallanes
batgod,Bar-tailed Godwit,Limosa lapponica,L3270845,Quetalmahue--oeste,2015-01-16,1.0,-41.8454962,-73.9995852,False,-1,Los Lagos
limalb1,Light-mantled Albatross,Phoebetria palpebrata,L3883601,Vavilov 2015-01-16 0856,2015-01-16,1.0,-55.9433542,-66.427366,True,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L688163,Camino a Farellones--entre Yerba Loca y Farellones,2015-01-16,0.0,-33.3495121,-70.3262329,False,-1,Región Metropolitana de Santiago
blkski,Black Skimmer,Rynchops niger,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-17,1000.0,-33.6198013,-71.6275442,False,-1,Valparaíso
cthhue1,Chestnut-throated Huet-huet,Pteroptochos castaneus,L3077650,Bosque Nativo en Penco,2015-01-17,7.0,-36.7465873,-72.975322,True,-1,Bío-Bío
sooter1,Sooty Tern,Onychoprion fuscatus,L884715,Antofagasta--playa frente a Universidad,2015-01-17,1.0,-23.7022519,-70.4241979,False,-1,Antofagasta
macpen1,Macaroni Penguin,Eudyptes chrysolophus,L3454254,Vavilov 2015-01-17 IO 0723,2015-01-17,3.0,-59.25948,-66.77931,True,-1,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L3883603,Vavilov 2015-01-17 0644,2015-01-17,2.0,-59.1270589,-66.7655697,True,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1103148,MN Isla Cachagua,2015-01-18,1.0,-32.585585,-71.4562798,False,-1,Valparaíso
leasan,Least Sandpiper,Calidris minutilla,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-18,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso
semplo,Semipalmated Plover,Charadrius semipalmatus,L673642,Río Elqui--Desembocadura,2015-01-18,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
margod,Marbled Godwit,Limosa fedoa,L673642,Río Elqui--Desembocadura,2015-01-18,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
leasan,Least Sandpiper,Calidris minutilla,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-19,2.0,-33.6198013,-71.6275442,False,-1,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2015-01-19,2.0,-33.6198013,-71.6275442,False,-1,Valparaíso
osprey,Osprey,Pandion haliaetus,L3305164,"Playa Chacaya, Antofagasta",2015-01-19,1.0,-22.965506,-70.3110516,True,-1,Antofagasta
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L752313,Humedal de Mantagua,2015-01-19,2.0,-32.8853535,-71.5031433,True,-1,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2015-01-19,0.0,-32.6327613,-71.426518,False,1,Valparaíso
humpen1,Humboldt Penguin,Spheniscus humboldti,L572712,Cachagua,2015-01-19,200.0,-32.583777,-71.4558506,False,-1,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1030674,Camino Valle Nevado,2015-01-20,2.0,-33.3700689,-70.2803028,False,-1,Región Metropolitana de Santiago
soater1,South American Tern,Sterna hirundinacea,L3105956,Ruta 9 Km. 16 sur,2015-01-20,1200.0,-53.3058216,-70.9348905,True,-1,Magallanes
margod,Marbled Godwit,Limosa fedoa,L673642,Río Elqui--Desembocadura,2015-01-20,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
gramin1,Grayish Miner,Geositta maritima,L3309699,Reserva Narural La Chimba,2015-01-20,8.0,-23.5420649,-70.3619653,True,-1,Antofagasta
y00678,Crested Caracara,Caracara plancus,L3168237,Caleta Totoral (Bahia protegida),2015-01-21,1.0,-27.810076,-71.088179,True,-1,Atacama
stbbit1,Stripe-backed Bittern,Ixobrychus involucris,L512176,Pichilemu--Laguna Petrel (Humedal Urbano),2015-01-21,2.0,-34.3824693,-71.9981289,False,-1,Libertador General Bernardo O'Higgins
whcpin,White-cheeked Pintail,Anas bahamensis,L516540,Río Huasco--Desembocadura,2015-01-21,4.0,-28.4481664,-71.2002039,False,-1,Atacama
rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L638139,Piedra Numerada,2015-01-21,4.0,-33.2972472,-70.2170563,False,-1,Región Metropolitana de Santiago
margod,Marbled Godwit,Limosa fedoa,L673642,Río Elqui--Desembocadura,2015-01-21,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2015-01-24,5.0,-32.6327613,-71.426518,False,1,Valparaíso
sander,Sanderling,Calidris alba,L593521,RN El Yali--Laguna Albufera,2015-01-24,500.0,-33.7592408,-71.7343712,False,-1,Valparaíso
burpar,Burrowing Parakeet,Cyanoliseus patagonus,L3029858,Mi casa,2015-01-24,70.0,-29.8862066,-71.2381947,True,-1,Coquimbo
amgplo,American Golden-Plover,Pluvialis dominica,L668852,Río Lluta--Desembocadura,2015-01-24,14.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
semplo,Semipalmated Plover,Charadrius semipalmatus,L668852,Río Lluta--Desembocadura,2015-01-24,35.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota
rebtro,Red-billed Tropicbird,Phaethon aethereus,L1108905,RN Pingüino de Humboldt--Isla Chañaral,2015-01-24,1.0,-29.0360601,-71.5790176,False,-1,Atacama
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L690096,SN Yerba Loca [usar hotspots específicos],2015-01-25,22.0,-33.303847,-70.3186798,False,-1,Región Metropolitana de Santiago
whtcar1,White-throated Caracara,Daptrius albogularis,L2418503,PN Torres del Paine--Sendero entre porterías,2015-01-25,2.0,-51.000361,-72.7882004,False,-1,Magallanes
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L2418503,PN Torres del Paine--Sendero entre porterías,2015-01-25,3.0,-51.000361,-72.7882004,False,-1,Magallanes
semplo,Semipalmated Plover,Charadrius semipalmatus,L604818,SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura,2015-01-25,3.0,-32.4101103,-71.4107895,False,-1,Valparaíso
commin1,Common Miner,Geositta cunicularia,L604818,SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura,2015-01-25,3.0,-32.4101103,-71.4107895,False,-1,Valparaíso
snoshe2,Snowy Sheathbill,Chionis albus,L3239168,MN Los Pingüinos--Isla Marta,2015-01-25,3.0,-52.8471046,-70.5799913,False,-1,Magallanes
whcalb1,White-capped Albatross,Thalassarche cauta,L504840,Caleta Chañaral,2015-01-25,1.0,-29.0776256,-71.4902687,False,-1,Atacama
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4606505,Humedal Córdova,2015-01-26,2.0,-33.4453317,-71.6785508,False,-1,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2015-01-26,25.0,-32.6327613,-71.426518,False,1,Valparaíso
royalb1,Royal Albatross,Diomedea epomophora,L3883609,Vavilov 2015-01-26 0648,2015-01-26,2.0,-56.7523101,-66.9826073,True,-1,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L3883609,Vavilov 2015-01-26 0648,2015-01-26,5.0,-56.7523101,-66.9826073,True,-1,Magallanes
greshe,Great Shearwater,Ardenna gravis,L3883609,Vavilov 2015-01-26 0648,2015-01-26,2.0,-56.7523101,-66.9826073,True,-1,Magallanes
bkbalb,Black-browed Albatross,Thalassarche melanophris,L3486520,Vavilov 2015-01-27 2104,2015-01-27,165.0,-54.91502,-67.27734,True,-1,Magallanes
impcor1,Imperial Cormorant,Leucocarbo atriceps,L3486520,Vavilov 2015-01-27 2104,2015-01-27,2070.0,-54.91502,-67.27734,True,-1,Magallanes
magtap1,Magellanic Tapaculo,Scytalopus magellanicus,L3335964,"Quirihue, N-160",2015-01-27,4.0,-36.28702,-72.53099,True,-1,Ñuble
shbmin1,Short-billed Miner,Geositta antarctica,L682344,PN Torres del Paine,2015-01-27,1.0,-50.9791824,-72.5008392,True,-1,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4026975,Loma Linda,2015-01-27,3.0,-33.4357636,-71.6771027,False,-1,Valparaíso
osprey,Osprey,Pandion haliaetus,L604811,SN Humedales de Tongoy--Estero Pachingo Desembocadura,2015-01-28,1.0,-30.3052065,-71.5723658,False,-1,Coquimbo
blupet1,Blue Petrel,Halobaena caerulea,L3492149,Vavilov 2015-01-28 1432,2015-01-28,1.0,-58.01958,-65.44122,True,-1,Magallanes
elctin1,Elegant Crested-Tinamou,Eudromia elegans,L3340351,Chile Chico--aeródromo,2015-01-28,3.0,-46.5824997,-71.69034,False,-1,Aisén del General Carlos Ibáñez del Campo
wanalb,Wandering Albatross,Diomedea exulans,L3194975,"Mar Argentino, Drake Passage",2015-01-28,1.0,-56.707634,-66.242935,True,-1,Magallanes
whcpin,White-cheeked Pintail,Anas bahamensis,L516540,Río Huasco--Desembocadura,2015-01-29,7.0,-28.4481664,-71.2002039,False,-1,Atacama
stbbit1,Stripe-backed Bittern,Ixobrychus involucris,L516540,Río Huasco--Desembocadura,2015-01-29,1.0,-28.4481664,-71.2002039,False,-1,Atacama
y00678,Crested Caracara,Caracara plancus,L516540,Río Huasco--Desembocadura,2015-01-29,2.0,-28.4481664,-71.2002039,False,-1,Atacama
chisku1,Chilean Skua,Stercorarius chilensis,L3307012,Camino a perales,2015-01-29,2.0,-51.556612,-72.7883203,True,-1,Magallanes
limalb1,Light-mantled Albatross,Phoebetria palpebrata,L3194975,"Mar Argentino, Drake Passage",2015-01-29,2.0,-56.707634,-66.242935,True,-1,Magallanes
bbspet1,Black-bellied Storm-Petrel,Fregetta tropica,L3194975,"Mar Argentino, Drake Passage",2015-01-29,5.0,-56.707634,-66.242935,True,-1,Magallanes
gragoo,Graylag Goose,Anser anser,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2015-01-30,0.0,-32.6327613,-71.426518,False,1,Valparaíso
musduc,Muscovy Duck,Cairina moschata,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2015-01-30,1.0,-32.6327613,-71.426518,False,1,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2015-01-30,0.0,-32.6327613,-71.426518,False,1,Valparaíso
surfbi,Surfbird,Calidris virgata,L572712,Cachagua,2015-01-30,62.0,-32.583777,-71.4558506,False,-1,Valparaíso
semplo,Semipalmated Plover,Charadrius semipalmatus,L636004,Estero Tongoy--Desembocadura,2015-01-30,4.0,-30.25497,-71.49359,False,-1,Coquimbo
santer1,Sandwich Tern,Thalasseus sandvicensis,L636004,Estero Tongoy--Desembocadura,2015-01-30,1.0,-30.25497,-71.49359,False,-1,Coquimbo
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L2867775,La Paloma,2015-01-31,1.0,-34.5576149,-70.952239,False,-1,Libertador General Bernardo O'Higgins
