REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
X,PURRANQUE,,,,,,,,,,,,,,,,,
X,SAN JUAN DE LA COSTA,4,"0,00","0,00","0,00","0,00","0,90","0,00","0,90","0,10","0,45","0,05","0,60","1,50","0,00","0,00","0,00","1,50"
X,PUERTO MONTT,49,"0,00","0,00","0,00","0,00","0,00","0,10","0,10","0,84","24,94","0,45","26,23","26,33","0,00","0,00","0,00","26,33"
X,COCHAMO,,,,,,,,,,,,,,,,,
X,CALBUCO,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,10","0,00","0,30","0,30","0,00","1,80","1,80","2,10"
X,MAULLIN,1,"0,00","0,00","0,00","0,00","0,80","0,00","0,80","0,01","0,00","0,00","0,01","0,81","0,00","0,20","0,20","1,01"
X,LOS MUERMOS,,,,,,,,,,,,,,,,,
X,FRESIA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,20","0,00","0,00","12,20","12,20","0,00","0,00","0,00","12,20"
X,FRUTILLAR,,,,,,,,,,,,,,,,,
X,LLANQUIHUE,,,,,,,,,,,,,,,,,
X,PUERTO VARAS,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,51","0,00","1,51","1,51","0,00","0,00","0,00","1,51"
X,CASTRO,12,"0,00","0,10","0,00","0,10","0,00","0,00","0,10","0,30","5,41","0,32","6,03","6,13","0,00","0,06","0,06","6,18"
X,ANCUD,2,"0,00","0,00","0,00","0,00","16,00","0,00","16,00","0,00","3,10","1,00","4,10","20,10","0,00","0,20","0,20","20,30"
X,QUEMCHI,,,,,,,,,,,,,,,,,
X,CURACO DE VELEZ,,,,,,,,,,,,,,,,,
X,DALCAHUE,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,25","0,20","0,45","0,45","0,00","0,40","0,40","0,85"
X,QUINCHAO,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,30","5,20","0,00","5,50","5,50","0,00","0,00","0,00","5,50"
X,PUQUELDON,,,,,,,,,,,,,,,,,
X,CHONCHI,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","1,61","0,00","1,71","1,71","0,00","0,00","0,00","1,71"
X,QUEILEN,,,,,,,,,,,,,,,,,
X,QUELLON,,,,,,,,,,,,,,,,,
X,CHAITEN,,,,,,,,,,,,,,,,,
X,PALENA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,21","0,00","0,00","0,21","0,21","0,00","0,00","0,00","0,21"
X,FUTALEUFU,,,,,,,,,,,,,,,,,
X,HUALAIHUE,,,,,,,,,,,,,,,,,
XI,COYHAIQUE,16,"0,00","0,00","0,01","0,01","0,00","0,00","0,01","0,97","0,50","0,64","2,11","2,12","0,00","0,05","0,05","2,17"
XI,LAGO VERDE,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,20","0,00","0,30","0,30","0,00","0,00","0,00","0,30"
XI,AYSEN,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","2,01","0,03","3,04","3,04","0,00","1,01","1,01","4,06"
XI,CISNES,,,,,,,,,,,,,,,,,
XI,GUAYTECAS,,,,,,,,,,,,,,,,,
XI,CHILE CHICO,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,40","0,40","1,00","1,00","0,00","0,00","0,00","1,00"
XI,RIO IBAÑEZ,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,01"
XI,COCHRANE,,,,,,,,,,,,,,,,,
XI,OHIGGINS,,,,,,,,,,,,,,,,,
XI,TORTEL,,,,,,,,,,,,,,,,,
XII,PUNTA ARENAS,14,"0,00","0,00","0,00","0,00","0,00","19,74","19,74","8,28","3,49","1,75","13,51","33,25","0,00","0,00","0,00","33,25"
XII,LAGUNA BLANCA,,,,,,,,,,,,,,,,,
XII,RIO VERDE,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,01"
XII,SAN GREGORIO,,,,,,,,,,,,,,,,,
XII,PUERTO NATALES,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,40","5,11","7,69","16,19","16,19","0,00","0,01","0,01","16,20"
XII,TORRES DEL PAINE,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","8,01","8,02","8,02","0,00","0,00","0,00","8,02"
XII,PORVENIR,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,13","0,38","1,51","1,51","0,00","0,00","0,00","1,51"
XII,TIMAUKEL,1,"0,00","0,00","0,00","0,00","0,00","1,50","1,50","1,00","0,00","0,00","1,00","2,50","0,00","0,00","0,00","2,50"
XII,PRIMAVERA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,50","0,00","0,00","0,00","0,50"
XII,NAVARINO,,,,,,,,,,,,,,,,,
RM,COLINA,17,"0,00","0,00","0,00","0,00","17,20","0,00","17,20","247,70","520,63","1.057,77","1.826,10","1.843,30","0,00","0,00","0,00","1.843,30"
RM,LAMPA,49,"0,00","0,00","0,00","0,00","1,40","3,50","4,90","472,86","1.018,84","2.698,63","4.190,33","4.195,23","0,00","0,01","0,01","4.195,24"
RM,TILTIL,18,"0,00","0,00","0,00","0,00","2,20","4,40","6,60","108,15","644,00","3.254,21","4.006,36","4.012,96","0,00","0,00","0,00","4.012,96"
RM,PUENTE ALTO,10,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,00","2,30","9,60","11,90","12,10","0,00","0,00","0,00","12,10"
RM,PIRQUE,10,"0,25","0,00","0,00","0,25","0,05","0,00","0,30","1.294,43","697,87","2.508,70","4.501,00","4.501,30","0,00","0,00","0,00","4.501,30"
RM,SAN JOSE DE MAIPO,13,"0,00","0,00","0,00","0,00","0,00","4,00","4,00","153,84","407,30","600,47","1.161,61","1.165,61","0,00","0,00","0,00","1.165,61"
RM,SAN BERNARDO,11,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,00","61,60","199,72","261,32","261,52","0,00","0,00","0,00","261,52"
RM,BUIN,3,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","15,50","10,90","21,50","47,90","48,00","2,00","0,00","2,00","50,00"
RM,PAINE,11,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","54,30","94,50","137,50","286,30","286,30","0,00","0,00","0,00","286,30"
RM,CALERA DE TANGO,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","4,00","4,00","0,00","0,00","0,00","4,00"
RM,TALAGANTE,5,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","17,00","164,80","397,40","579,20","579,40","0,00","0,00","0,00","579,40"
RM,PENAFLOR,7,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","55,32","147,26","249,14","451,72","452,72","0,00","0,00","0,00","452,72"
RM,EL MONTE,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","4,10","6,21","12,31","12,31","0,00","0,00","0,00","12,31"
RM,ISLA DE MAIPO,4,"0,00","0,00","0,00","0,00","4,50","0,00","4,50","0,00","2,00","2,30","4,30","8,80","0,00","0,00","0,00","8,80"
RM,PADRE HURTADO,7,"0,00","0,00","0,00","0,00","0,00","0,30","0,30","173,83","391,57","621,20","1.186,60","1.186,90","0,00","0,00","0,00","1.186,90"
RM,MELIPILLA,50,"0,00","0,00","0,00","0,00","5,66","3,00","8,66","212,90","615,16","740,64","1.568,70","1.577,36","0,00","0,00","0,00","1.577,36"
RM,MARIA PINTO,10,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","374,60","202,00","302,53","879,13","879,13","0,00","0,00","0,00","879,13"
RM,SAN PEDRO,35,"0,00","0,00","0,00","0,00","53,81","145,30","199,11","3.786,86","3.774,35","4.952,52","12.513,73","12.712,84","2,50","0,00","2,50","12.715,34"
RM,CURACAVI,34,"0,00","0,00","0,00","0,00","3,10","1,10","4,20","5.070,80","645,47","311,10","6.027,36","6.031,56","0,20","0,00","0,20","6.031,76"
RM,ALHUE,14,"0,00","0,00","0,00","0,00","1,50","8,00","9,50","3.327,02","4.478,51","1.668,50","9.474,03","9.483,53","0,00","0,00","0,00","9.483,53"
RM,SANTIAGO,,,,,,,,,,,,,,,,,
RM,INDEPENDENCIA,,,,,,,,,,,,,,,,,
RM,RECOLETA,6,"0,00","0,00","0,00","0,00","0,10","1,65","1,75","0,55","0,55","2,15","3,25","5,00","0,00","0,00","0,00","5,00"
RM,ESTACION CENTRAL,,,,,,,,,,,,,,,,,
RM,CONCHALI,,,,,,,,,,,,,,,,,
RM,HUECHURABA,10,"0,00","0,00","0,00","0,00","1,20","0,50","1,70","2,70","39,00","152,00","193,70","195,40","0,00","0,00","0,00","195,40"
RM,QUILICURA,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","28,91","28,91","28,91","0,00","0,00","0,00","28,91"
RM,RENCA,10,"0,00","0,00","0,00","0,00","0,30","0,10","0,40","0,10","2,40","15,11","17,61","18,01","0,00","0,00","0,00","18,01"
RM,QUINTA NORMAL,,,,,,,,,,,,,,,,,
RM,PUDAHUEL,13,"0,00","0,00","0,00","0,00","4,50","0,00","4,50","672,00","1.943,81","932,79","3.548,60","3.553,10","0,00","0,60","0,60","3.553,70"
RM,CERRO NAVIA,,,,,,,,,,,,,,,,,
RM,LO PRADO,,,,,,,,,,,,,,,,,
RM,MAIPU,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","12,20","31,71","48,91","48,91","0,00","0,00","0,00","48,91"
RM,PEDRO AGUIRRE CERDA,,,,,,,,,,,,,,,,,
RM,CERRILLOS,,,,,,,,,,,,,,,,,
RM,LO ESPEJO,,,,,,,,,,,,,,,,,
RM,LA PINTANA,,,,,,,,,,,,,,,,,
RM,EL BOSQUE,,,,,,,,,,,,,,,,,
RM,LA FLORIDA,6,"0,00","0,00","0,00","0,00","0,50","0,10","0,60","0,00","6,22","8,88","15,10","15,70","0,00","0,00","0,00","15,70"
RM,LA GRANJA,,,,,,,,,,,,,,,,,
RM,MACUL,,,,,,,,,,,,,,,,,
RM,PENALOLEN,9,"0,00","0,00","0,00","0,00","0,60","0,00","0,60","9,33","30,74","63,13","103,20","103,80","0,00","0,00","0,00","103,80"
RM,LA REINA,,,,,,,,,,,,,,,,,
RM,PROVIDENCIA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,06","0,15","0,05","0,26","0,26","0,00","0,05","0,05","0,31"
RM,ÑUÑOA,,,,,,,,,,,,,,,,,
RM,LAS CONDES,5,"0,00","0,00","0,00","0,00","0,00","0,30","0,30","0,00","1,00","1,81","2,81","3,11","0,00","0,00","0,00","3,11"
RM,VITACURA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,40","0,40","1,20","2,00","2,00","0,00","0,00","0,00","2,00"
RM,LO BARNECHEA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,80","1,30","1,30","0,00","0,00","0,00","1,30"
RM,SAN MIGUEL,,,,,,,,,,,,,,,,,
RM,LA CISTERNA,,,,,,,,,,,,,,,,,
RM,SAN JOAQUIN,,,,,,,,,,,,,,,,,
RM,SAN RAMON,,,,,,,,,,,,,,,,,
