REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
VI,REQUINOA,6,"0,00","0,00","0,00","0,00","0,40","0,00","0,40","125,60","30,70","16,35","172,65","173,05","1,00","0,00","1,00","174,05"
VI,OLIVAR,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","2,50","3,50","3,50","0,00","0,00","0,00","3,50"
VI,RENGO,11,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","2,50","6,20","9,60","18,30","18,40","0,20","0,00","0,20","18,60"
VI,QUINTA DE TILCOCO,1,"0,00","0,00","0,00","0,00","0,50","0,00","0,50","0,00","0,50","1,00","1,50","2,00","0,00","0,00","0,00","2,00"
VI,MALLOA,7,"0,00","0,00","0,00","0,00","4,20","0,00","4,20","0,00","4,10","6,50","10,60","14,80","0,10","0,40","0,50","15,30"
VI,SAN VICENTE TAGUA TAGUA,10,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,50","5,80","7,50","13,80","14,00","0,00","0,00","0,00","14,00"
VI,DONIHUE,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,80","0,10","0,10","1,00","1,00","0,00","0,00","0,00","1,00"
VI,COINCO,1,"0,00","0,00","0,00","0,00","0,00","0,10","0,10","0,00","0,55","3,00","3,55","3,65","0,00","0,00","0,00","3,65"
VI,COLTAUCO,22,"0,00","0,00","0,00","0,00","0,00","0,20","0,20","18,41","6,63","6,81","31,85","32,05","0,00","0,00","0,00","32,05"
VI,PICHIDEGUA,11,"0,00","0,00","0,00","0,00","7,00","0,50","7,50","55,05","766,15","552,70","1.373,90","1.381,40","3,00","0,00","3,00","1.384,40"
VI,PEUMO,1,"0,00","0,00","0,00","0,00","0,05","0,00","0,05","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,05"
VI,LAS CABRAS,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,60","80,50","34,41","115,51","115,51","10,00","0,00","10,00","125,51"
VI,SAN FERNANDO,15,"0,00","0,00","0,00","0,00","3,78","0,00","3,78","2,00","8,28","5,54","15,82","19,60","0,00","0,05","0,05","19,65"
VI,CHIMBARONGO,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","4,00","0,00","4,50","4,50","0,00","0,00","0,00","4,50"
VI,NANCAGUA,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,10","3,00","0,70","5,80","5,80","0,00","1,00","1,00","6,80"
VI,PLACILLA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,05","0,05","0,30","0,30","0,00","0,00","0,00","0,30"
VI,CHEPICA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,40","0,00","1,40","1,40","0,10","0,00","0,10","1,50"
VI,SANTA CRUZ,6,"0,20","1,40","0,00","1,60","0,50","0,00","2,10","1,20","4,10","5,50","10,80","12,90","0,50","0,00","0,50","13,40"
VI,PALMILLA,,,,,,,,,,,,,,,,,
VI,LOLOL,3,"0,00","1,50","2,60","4,10","0,00","0,00","4,10","0,00","0,40","1,00","1,40","5,50","0,00","0,00","0,00","5,50"
VI,PUMANQUE,2,"0,00","0,00","0,00","0,00","3,50","0,00","3,50","0,00","0,10","0,65","0,75","4,25","0,00","0,00","0,00","4,25"
VI,PERALILLO,4,"0,00","0,00","0,00","0,00","0,00","3,00","3,00","0,00","2,80","3,20","6,00","9,00","0,00","10,00","10,00","19,00"
VI,PICHILEMU,22,"19,09","10,16","2,10","31,35","4,50","0,00","35,85","0,00","16,18","0,63","16,81","52,66","0,20","0,34","0,54","53,20"
VI,PAREDONES,10,"1,65","0,00","1,72","3,37","6,10","0,00","9,47","0,40","6,08","3,63","10,11","19,58","0,00","1,40","1,40","20,98"
VI,MARCHIHUE,17,"1,20","0,00","0,00","1,20","0,30","0,00","1,50","43,50","40,15","159,50","243,15","244,65","10,40","0,10","10,50","255,15"
VI,LITUECHE,15,"0,00","0,00","0,00","0,00","19,00","0,00","19,00","366,05","187,39","358,56","912,00","931,00","3,00","12,05","15,05","946,05"
VI,LA ESTRELLA,10,"0,00","0,00","5,60","5,60","0,60","1,00","7,20","3,50","86,37","260,99","350,86","358,06","60,50","2,00","62,50","420,56"
VI,NAVIDAD,2,"0,00","0,00","0,10","0,10","0,00","0,00","0,10","0,00","0,20","0,30","0,50","0,60","0,00","0,00","0,00","0,60"
VII,CURICO,23,"0,30","0,00","0,00","0,30","0,40","0,00","0,70","1,00","7,58","24,34","32,92","33,62","0,00","1,40","1,40","35,02"
VII,RAUCO,12,"0,00","0,50","0,00","0,50","0,50","0,00","1,00","16,30","18,51","19,02","53,83","54,83","0,00","0,00","0,00","54,83"
VII,ROMERAL,22,"0,00","0,00","0,00","0,00","2,00","0,00","2,00","6,30","20,99","11,80","39,09","41,09","0,00","4,00","4,00","45,09"
VII,TENO,6,"0,00","0,00","0,00","0,00","0,80","0,00","0,80","0,00","6,70","30,10","36,80","37,60","0,00","0,50","0,50","38,10"
VII,VICHUQUEN,19,"11,21","20,60","3,20","35,01","5,00","0,00","40,01","0,00","18,35","6,00","24,35","64,36","0,00","8,70","8,70","73,06"
VII,LICANTEN,10,"1,30","0,00","0,00","1,30","0,00","0,00","1,30","0,00","1,00","0,00","1,00","2,30","0,00","0,00","0,00","2,30"
VII,HUALANE,8,"107,50","0,00","0,10","107,60","0,01","0,00","107,61","0,00","84,60","91,30","175,90","283,51","0,00","0,00","0,00","283,51"
VII,MOLINA,26,"0,00","0,10","5,20","5,30","8,25","0,00","13,55","2,00","14,81","16,95","33,76","47,31","0,70","4,41","5,11","52,42"
VII,SAGRADA FAMILIA,9,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,30","17,30","10,60","28,20","28,20","0,00","3,00","3,00","31,20"
VII,TALCA,97,"0,00","0,00","0,10","0,10","2,00","2,00","4,10","2,61","15,36","46,98","64,95","69,05","2,15","24,92","27,07","96,12"
VII,SAN CLEMENTE,29,"0,00","1,25","0,00","1,25","0,20","0,00","1,45","6,20","29,47","50,31","85,98","87,43","10,00","7,25","17,25","104,68"
VII,PELARCO,9,"0,00","0,00","0,00","0,00","1,10","0,00","1,10","0,00","2,39","5,46","7,85","8,95","0,00","0,00","0,00","8,95"
VII,RIO CLARO,27,"1,05","2,30","0,00","3,35","22,30","0,00","25,65","4,10","44,51","125,60","174,21","199,86","0,00","30,05","30,05","229,91"
VII,PENCAHUE,18,"22,40","0,00","0,20","22,60","0,00","0,00","22,60","0,00","9,48","5,04","14,52","37,12","0,00","0,00","0,00","37,12"
VII,MAULE,74,"12,00","0,00","0,00","12,00","6,20","0,00","18,20","0,90","26,71","82,99","110,60","128,80","6,55","9,31","15,86","144,66"
VII,CUREPTO,17,"0,00","0,00","60,00","60,00","1,00","0,00","61,00","0,00","7,44","0,80","8,24","69,24","0,00","15,00","15,00","84,24"
VII,CONSTITUCION,43,"0,00","2,50","10,00","12,50","1,25","0,00","13,75","0,00","13,09","1,60","14,69","28,44","0,00","0,27","0,27","28,71"
VII,EMPEDRADO,23,"12,11","4,01","3,60","19,72","0,00","0,00","19,72","0,88","9,77","0,37","11,02","30,74","0,00","1,24","1,24","31,98"
VII,SAN RAFAEL,21,"0,00","0,00","0,00","0,00","2,40","0,00","2,40","0,10","12,01","23,40","35,51","37,91","1,50","2,00","3,50","41,41"
VII,LINARES,30,"0,00","0,00","0,10","0,10","1,80","0,00","1,90","1,35","8,83","12,53","22,70","24,60","7,00","0,00","7,00","31,60"
VII,YERBAS BUENAS,9,"0,00","0,00","0,00","0,00","1,20","0,00","1,20","6,20","12,20","8,60","27,00","28,20","2,00","0,00","2,00","30,20"
VII,COLBUN,12,"0,00","0,00","36,90","36,90","0,30","0,00","37,20","17,25","4,57","8,60","30,42","67,62","0,00","13,00","13,00","80,62"
VII,LONGAVI,38,"3,00","24,00","0,00","27,00","0,00","0,00","27,00","9,40","48,57","43,56","101,53","128,53","13,00","30,50","43,50","172,03"
VII,PARRAL,20,"0,00","0,00","0,00","0,00","3,60","0,00","3,60","0,00","63,41","43,46","106,87","110,47","1,40","18,00","19,40","129,87"
VII,RETIRO,17,"0,00","4,50","0,00","4,50","0,10","1,50","6,10","4,01","16,14","22,70","42,85","48,95","1,00","10,50","11,50","60,45"
VII,SAN JAVIER,75,"4,73","7,20","0,48","12,41","4,56","0,30","17,27","0,65","33,01","37,74","71,40","88,67","1,50","6,00","7,50","96,17"
VII,VILLA ALEGRE,18,"0,00","0,00","0,00","0,00","1,00","0,50","1,50","1,51","3,51","12,70","17,72","19,22","2,20","18,00","20,20","39,42"
VII,CAUQUENES,66,"2,10","0,50","2,95","5,55","0,80","0,00","6,35","3,70","91,82","161,60","257,11","263,46","17,00","12,62","29,62","293,08"
VII,CHANCO,14,"1,15","0,20","0,20","1,55","3,90","0,00","5,45","0,00","4,65","3,40","8,05","13,50","0,00","0,60","0,60","14,10"
VII,PELLUHUE,4,"0,00","0,00","1,50","1,50","1,60","0,00","3,10","0,00","0,90","4,60","5,50","8,60","0,00","2,00","2,00","10,60"
VIII,CHILLAN,83,"4,77","0,00","0,00","4,77","0,12","0,00","4,89","2,83","35,56","68,97","107,36","112,25","1,30","5,95","7,25","119,50"
VIII,PINTO,3,"0,00","0,00","0,00","0,00","0,70","0,00","0,70","15,35","0,30","0,00","15,65","16,35","0,00","0,00","0,00","16,35"
VIII,PORTEZUELO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","52,06","5,00","57,06","57,06","0,00","0,00","0,00","57,06"
VIII,SAN CARLOS,51,"0,00","1,43","1,17","2,60","2,32","0,00","4,92","0,10","29,87","98,24","128,21","133,13","12,30","8,84","21,14","154,27"
VIII,NIQUEN,24,"0,60","2,18","0,42","3,20","0,05","0,01","3,26","1,02","4,73","4,91","10,66","13,92","0,50","2,59","3,09","17,01"
VIII,SAN FABIAN,37,"21,50","25,00","0,00","46,50","1,40","6,00","53,90","7,72","37,61","10,01","55,34","109,23","4,00","0,24","4,24","113,47"
VIII,COIHUECO,92,"33,62","3,05","0,31","36,98","2,35","0,00","39,33","21,81","177,59","18,95","218,35","257,68","14,50","41,51","56,01","313,69"
VIII,SAN IGNACIO,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,97","1,23","2,20","2,20","0,00","4,70","4,70","6,90"
VIII,EL CARMEN,3,"2,00","0,20","0,00","2,20","0,02","0,00","2,22","0,00","0,08","0,00","0,08","2,30","0,00","7,90","7,90","10,20"
VIII,YUNGAY,18,"1,10","0,29","0,00","1,39","0,00","0,00","1,39","0,02","14,98","0,16","15,16","16,55","3,50","1,63","5,13","21,68"
VIII,PEMUCO,19,"5,87","0,00","0,00","5,87","0,00","0,00","5,87","0,14","86,70","0,64","87,48","93,35","0,00","0,01","0,01","93,36"
VIII,BULNES,15,"0,00","0,00","0,00","0,00","0,60","0,00","0,60","0,00","1,28","5,33","6,61","7,21","0,20","0,00","0,20","7,41"
VIII,QUILLON,56,"9,35","8,00","1,90","19,25","8,46","0,00","27,71","1,28","28,15","22,07","51,50","79,21","0,71","1,00","1,71","80,92"
VIII,COELEMU,21,"0,00","0,44","0,00","0,44","0,60","0,00","1,04","0,00","3,78","0,00","3,78","4,82","0,00","0,00","0,00","4,82"
VIII,TREGUACO,2,"15,00","0,00","10,00","25,00","23,32","0,00","48,32","0,00","5,02","35,00","40,02","88,34","0,00","60,00","60,00","148,34"
VIII,RANQUIL,21,"9,00","0,00","0,00","9,00","0,00","0,00","9,00","1,00","40,91","1,01","42,92","51,92","0,00","2,00","2,00","53,92"
VIII,COBQUECURA,2,"0,00","0,00","4,30","4,30","6,17","0,00","10,47","2,30","5,24","6,00","13,54","24,01","0,00","41,76","41,76","65,77"
VIII,QUIRIHUE,16,"0,23","0,00","5,24","5,47","0,71","0,00","6,18","0,00","2,31","2,01","4,32","10,50","0,10","0,13","0,23","10,73"
VIII,NINHUE,5,"0,00","0,00","0,00","0,00","1,28","0,00","1,28","0,00","3,01","2,81","5,82","7,10","0,00","0,32","0,32","7,42"
VIII,SAN NICOLAS,23,"0,01","0,23","0,01","0,25","2,90","0,00","3,15","4,00","29,26","43,15","76,41","79,56","7,05","16,20","23,25","102,81"
VIII,CHILLAN VIEJO,26,"0,00","0,00","0,00","0,00","14,01","0,02","14,03","0,27","18,60","40,66","59,53","73,56","0,98","31,06","32,04","105,60"
VIII,LOS ANGELES,205,"4,92","8,23","13,07","26,22","32,26","0,00","58,48","17,05","76,83","204,25","298,13","356,60","4,50","74,49","78,99","435,59"
VIII,LAJA,71,"4,07","0,00","35,54","39,61","0,83","0,00","40,44","1,80","82,51","71,53","155,84","196,28","0,30","30,22","30,52","226,80"
VIII,SAN ROSENDO,23,"85,29","0,00","4,21","89,50","0,00","0,00","89,50","2,21","52,94","9,08","64,23","153,73","0,00","6,98","6,98","160,71"
VIII,YUMBEL,53,"7,61","1,02","1,61","10,24","0,46","0,00","10,70","0,00","14,78","8,98","23,76","34,46","0,00","1,72","1,72","36,18"
VIII,CABRERO,52,"15,80","0,16","0,45","16,41","1,25","6,00","23,66","0,00","9,55","11,52","21,07","44,73","0,00","1,26","1,26","45,99"
VIII,TUCAPEL,39,"8,34","1,04","25,01","34,39","20,00","0,00","54,39","11,80","37,17","23,00","71,97","126,36","11,95","86,73","98,68","225,04"
VIII,QUILLECO,33,"0,72","0,23","0,00","0,95","0,26","0,00","1,21","0,00","46,13","5,85","51,98","53,19","21,32","0,22","21,54","74,73"
VIII,SANTA BARBARA,17,"10,59","59,14","6,49","76,22","3,45","0,00","79,67","4,24","34,04","2,01","40,29","119,96","4,70","31,26","35,96","155,92"
VIII,ALTO BIO BIO,10,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","197,51","154,17","34,00","385,68","385,68","0,00","0,00","0,00","385,68"
VIII,QUILACO,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,71","0,10","1,01","1,01","0,00","1,44","1,44","2,45"
VIII,MULCHEN,125,"40,35","0,91","0,71","41,97","119,84","0,00","161,81","2,54","136,16","105,48","244,18","405,99","142,18","533,57","675,75","1.081,74"
VIII,NACIMIENTO,21,"0,40","0,00","0,57","0,97","1,03","0,00","2,00","0,00","10,42","4,25","14,67","16,67","0,00","1,17","1,17","17,84"
VIII,NEGRETE,18,"0,00","0,77","1,00","1,77","1,15","0,00","2,92","0,00","5,65","22,21","27,86","30,78","4,49","0,01","4,50","35,28"
VIII,ANTUCO,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","174,00","280,00","65,00","519,00","519,00","0,00","0,00","0,00","519,00"
VIII,CONCEPCION,25,"0,00","0,01","0,00","0,01","0,26","0,02","0,29","0,00","10,27","0,69","10,96","11,25","0,00","0,00","0,00","11,25"
VIII,TALCAHUANO,55,"0,00","1,60","1,20","2,80","2,40","0,00","5,20","1,10","12,25","32,36","45,71","50,91","0,00","0,19","0,19","51,10"
VIII,HUALPEN,7,"0,00","0,00","0,60","0,60","1,00","0,00","1,60","0,00","1,10","3,33","4,43","6,03","0,00","0,00","0,00","6,03"
VIII,PENCO,102,"0,04","1,65","1,87","3,56","10,47","0,00","14,03","0,39","21,64","2,38","24,41","38,44","0,00","0,56","0,56","39,00"
VIII,TOME,205,"0,03","0,89","1,44","2,36","9,29","0,00","11,65","0,02","38,28","2,42","40,72","52,37","0,00","1,24","1,24","53,61"
VIII,FLORIDA,34,"0,16","100,00","1,51","101,67","102,48","0,00","204,15","20,00","108,81","51,66","180,47","384,62","0,08","2,80","2,88","387,50"
VIII,HUALQUI,41,"0,01","49,06","94,13","143,20","334,48","1,64","479,32","59,88","47,66","8,35","115,89","595,21","0,00","5,40","5,40","600,61"
VIII,SANTA JUANA,20,"1,08","0,00","9,20","10,28","1,00","0,30","11,58","0,50","11,13","3,10","14,73","26,31","0,00","0,00","0,00","26,31"
VIII,LOTA,71,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,40","1,00","9,40","9,40","0,00","0,38","0,38","9,77"
VIII,CORONEL,76,"0,10","0,00","0,41","0,51","0,40","0,00","0,91","0,95","25,34","57,63","83,92","84,83","0,00","0,10","0,10","84,93"
VIII,SAN PEDRO DE LA PAZ,24,"6,15","0,05","0,55","6,75","6,69","0,00","13,44","1,30","12,49","16,50","30,29","43,73","0,00","0,08","0,08","43,81"
VIII,CHIGUAYANTE,14,"0,00","0,30","0,04","0,34","1,08","0,00","1,42","0,00","4,21","1,44","5,65","7,07","0,00","0,00","0,00","7,07"
VIII,LEBU,143,"26,45","0,60","3,66","30,71","70,00","0,00","100,71","0,60","85,18","55,92","141,70","242,41","0,00","2,84","2,84","245,25"
VIII,CURANILAHUE,170,"0,00","0,00","0,00","0,00","0,78","0,00","0,78","0,00","28,12","0,00","28,12","28,90","0,00","0,07","0,07","28,96"
VIII,ARAUCO,64,"0,00","16,35","14,00","30,35","2,39","0,00","32,74","0,19","89,12","2,24","91,55","124,29","0,00","130,05","130,05","254,34"
VIII,LOS ALAMOS,164,"6,56","0,01","0,10","6,67","15,02","0,00","21,69","0,87","23,13","3,16","27,16","48,84","1,00","0,75","1,75","50,59"
VIII,CANETE,139,"95,56","53,52","69,29","218,37","67,84","0,00","286,21","3,34","100,18","103,89","207,41","493,62","3,90","51,93","55,83","549,45"
VIII,CONTULMO,40,"54,65","55,04","3,93","113,62","31,36","2,41","147,39","0,45","10,44","2,62","13,51","160,90","0,00","15,79","15,79","176,69"
