REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
VIII,TIRUA,97,"49,60","25,49","10,06","85,15","224,69","0,00","309,84","0,64","97,97","23,91","122,52","432,36","1,00","279,26","280,26","712,62"
IX,ANGOL,100,"18,50","2,31","2,06","22,87","34,95","0,00","57,82","1,39","51,39","46,75","99,53","157,35","3,00","23,11","26,11","183,46"
IX,PUREN,29,"0,80","0,00","0,00","0,80","0,55","0,00","1,35","0,10","11,01","0,90","12,01","13,36","0,00","3,02","3,02","16,38"
IX,LOS SAUCES,42,"5,20","0,00","5,00","10,20","113,94","0,00","124,14","0,25","207,86","13,72","221,83","345,97","2,00","108,30","110,30","456,27"
IX,RENAICO,9,"0,00","0,00","0,00","0,00","0,57","0,00","0,57","0,00","0,82","0,01","0,83","1,40","0,00","0,00","0,00","1,40"
IX,COLLIPULLI,265,"58,79","34,47","57,22","150,48","100,15","0,00","250,63","16,28","245,48","24,57","286,33","536,96","318,86","254,27","573,13","1.110,09"
IX,ERCILLA,96,"25,79","4,00","1,50","31,29","187,02","0,00","218,31","47,96","451,08","55,84","554,88","773,19","29,00","153,56","182,56","955,75"
IX,TRAIGUEN,59,"130,08","11,10","205,70","346,88","115,62","0,00","462,50","114,80","260,67","160,61","536,08","998,58","19,00","169,51","188,51","1.187,09"
IX,LUMACO,81,"125,18","153,87","184,99","464,04","67,50","1,10","532,64","7,63","104,44","33,50","145,57","678,21","1,00","79,10","80,10","758,31"
IX,VICTORIA,169,"45,79","12,54","37,00","95,33","223,00","9,10","327,43","49,24","78,75","141,93","269,92","597,35","452,65","2.767,36","3.220,01","3.817,36"
IX,CURACAUTIN,8,"1,00","0,00","0,00","1,00","0,00","0,00","1,00","0,51","1,06","0,60","2,17","3,17","0,00","0,30","0,30","3,47"
IX,LONQUIMAY,10,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,67","0,78","0,50","2,95","2,95","0,00","0,00","0,00","2,95"
IX,TEMUCO,64,"1,20","0,00","1,33","2,53","24,46","0,00","26,99","33,01","43,46","94,27","170,74","197,73","8,50","53,34","61,84","259,57"
IX,LAUTARO,43,"4,32","0,20","1,85","6,37","17,91","0,00","24,28","12,90","31,52","105,00","149,42","173,70","75,10","230,11","305,21","478,91"
IX,PERQUENCO,15,"1,50","0,00","6,79","8,29","1,81","0,00","10,10","37,39","5,31","23,90","66,60","76,70","149,99","1.040,84","1.190,83","1.267,53"
IX,GALVARINO,102,"30,57","151,28","27,50","209,35","383,20","1,30","593,85","163,56","80,50","136,37","380,43","974,28","65,54","38,46","104,00","1.078,28"
IX,NUEVA IMPERIAL,22,"0,00","0,00","0,60","0,60","10,42","0,00","11,02","1,20","27,36","22,10","50,66","61,68","0,10","7,00","7,10","68,78"
IX,CARAHUE,56,"4,92","0,72","4,52","10,16","14,74","0,00","24,90","1,00","35,11","14,80","50,91","75,81","6,51","20,27","26,78","102,59"
IX,SAAVEDRA,5,"0,00","0,00","0,02","0,02","1,60","0,00","1,62","0,00","8,50","0,60","9,10","10,72","0,00","5,30","5,30","16,02"
IX,VILCUN,10,"0,00","0,00","0,80","0,80","0,70","0,00","1,50","3,00","4,72","1,11","8,83","10,33","1,50","17,00","18,50","28,83"
IX,CHOL CHOL,34,"8,86","0,00","0,45","9,31","19,40","0,00","28,71","0,03","15,42","12,90","28,35","57,06","0,00","10,05","10,05","67,11"
IX,FREIRE,12,"1,10","0,00","0,00","1,10","2,40","0,00","3,50","5,10","23,60","19,45","48,15","51,65","0,00","9,00","9,00","60,65"
IX,CUNCO,6,"0,05","0,00","0,00","0,05","1,05","0,00","1,10","1,30","2,60","4,60","8,50","9,60","0,00","0,50","0,50","10,10"
IX,PITRUFQUEN,16,"0,10","0,00","0,00","0,10","5,95","0,00","6,05","4,30","12,40","17,80","34,50","40,55","0,00","62,50","62,50","103,05"
IX,GORBEA,2,"0,10","0,00","0,00","0,10","0,10","0,00","0,20","0,00","0,37","0,00","0,37","0,57","0,00","0,05","0,05","0,62"
IX,TOLTEN,3,"0,00","0,00","0,00","0,00","0,70","0,00","0,70","1,00","0,50","10,00","11,50","12,20","0,00","0,00","0,00","12,20"
IX,LONCOCHE,14,"0,50","0,00","0,00","0,50","0,70","0,00","1,20","0,80","7,40","5,51","13,71","14,91","0,00","2,40","2,40","17,31"
IX,VILLARRICA,20,"0,00","0,00","7,00","7,00","1,00","0,00","8,00","17,40","12,40","23,00","52,80","60,80","0,00","8,10","8,10","68,90"
IX,PUCON,1,"0,00","0,00","0,00","0,00","3,00","0,00","3,00","0,00","0,00","0,00","0,00","3,00","0,00","0,00","0,00","3,00"
IX,CURARREHUE,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,00","0,00","0,85","0,85","0,00","0,00","0,00","0,85"
IX,MELIPEUCO,14,"0,10","0,00","0,05","0,15","0,20","0,00","0,35","0,70","2,02","1,28","4,00","4,35","0,00","0,20","0,20","4,55"
IX,TEODORO SCHMIDT,2,"0,80","0,00","0,00","0,80","0,00","0,00","0,80","0,00","2,16","0,00","2,16","2,96","0,00","3,00","3,00","5,96"
IX,PADRE LAS CASAS,34,"2,01","1,46","2,50","5,97","7,90","0,00","13,87","2,60","20,72","14,45","37,77","51,64","0,20","31,96","32,16","83,80"
XIV,VALDIVIA,18,"0,00","0,00","0,00","0,00","2,14","4,00","6,14","12,48","52,87","20,70","86,05","92,19","0,00","3,00","3,00","95,19"
XIV,MARIQUINA,16,"0,00","0,00","0,00","0,00","145,75","0,00","145,75","34,55","15,12","6,95","56,62","202,37","0,00","97,99","97,99","300,36"
XIV,LANCO,16,"55,70","0,00","44,41","100,11","42,50","0,50","143,11","5,50","14,51","3,00","23,01","166,12","0,00","9,00","9,00","175,12"
XIV,LOS LAGOS,38,"0,10","0,00","0,50","0,60","4,20","0,00","4,80","3,40","22,24","6,25","31,89","36,69","0,00","5,00","5,00","41,69"
XIV,CORRAL,10,"0,50","0,00","3,00","3,50","11,50","0,00","15,00","10,60","32,60","1,30","44,50","59,50","0,00","0,20","0,20","59,70"
XIV,MAFIL,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,20","1,20","1,20","0,00","0,00","0,00","1,20"
XIV,PANGUIPULLI,9,"8,50","0,00","5,60","14,10","1,00","0,00","15,10","16,00","15,21","0,30","31,51","46,61","12,00","0,70","12,70","59,31"
XIV,PAILLACO,26,"0,45","0,00","0,10","0,55","0,44","0,00","0,99","1,40","41,77","8,24","51,41","52,40","10,50","23,70","34,20","86,60"
XIV,LA UNIÓN,30,"1,10","0,30","0,00","1,40","1,90","0,00","3,30","0,20","13,36","22,85","36,41","39,71","28,00","37,80","65,80","105,51"
XIV,FUTRONO,,,,,,,,,,,,,,,,,
XIV,RÍO BUENO,16,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,90","2,75","16,75","21,40","21,40","0,20","110,90","111,10","132,50"
XIV,LAGO RANCO,3,"0,00","0,00","0,00","0,00","3,60","0,00","3,60","23,50","9,00","0,00","32,50","36,10","0,00","0,00","0,00","36,10"
X,OSORNO,9,"0,00","2,20","1,50","3,70","0,10","0,00","3,80","0,00","5,85","25,05","30,90","34,70","10,15","25,00","35,15","69,85"
X,SAN PABLO,9,"1,40","0,00","2,51","3,91","8,50","0,00","12,41","0,30","9,20","5,90","15,40","27,81","0,00","21,50","21,50","49,31"
X,PEYUHUE,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,20","0,00","2,20","2,20","0,00","0,00","0,00","2,20"
X,PUERTO OCTAY,3,"0,00","0,00","0,00","0,00","17,28","0,00","17,28","13,99","3,70","0,02","17,71","34,99","0,00","13,03","13,03","48,02"
X,ENTRE LAGOS,,,,,,,,,,,,,,,,,
X,RIO NEGRO,1,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","1,25","0,00","0,00","1,25","1,45","0,00","13,25","13,25","14,70"
X,PURRANQUE,2,"0,00","0,00","0,00","0,00","23,50","0,00","23,50","2,00","1,50","0,00","3,50","27,00","0,00","10,00","10,00","37,00"
X,SAN JUAN DE LA COSTA,9,"0,00","0,00","0,00","0,00","1,30","0,00","1,30","5,05","3,31","0,90","9,26","10,56","0,00","0,10","0,10","10,66"
X,PUERTO MONTT,160,"0,00","0,00","1,20","1,20","0,70","0,00","1,90","70,53","199,98","23,83","294,33","296,23","0,00","17,67","17,67","313,90"
X,COCHAMO,,,,,,,,,,,,,,,,,
X,CALBUCO,16,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,68","7,25","0,90","9,82","9,82","0,00","0,40","0,40","10,22"
X,MAULLIN,8,"0,00","0,00","0,00","0,00","102,00","4,00","106,00","31,20","76,50","20,00","127,70","233,70","0,00","0,10","0,10","233,80"
X,LOS MUERMOS,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,16","0,00","0,21","0,21","0,00","0,00","0,00","0,21"
X,FRESIA,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,05","1,20","1,45","1,45","0,00","0,60","0,60","2,05"
X,FRUTILLAR,,,,,,,,,,,,,,,,,
X,LLANQUIHUE,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,10","1,70","2,80","2,80","0,00","5,00","5,00","7,80"
X,PUERTO VARAS,21,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","3,55","110,92","23,35","137,82","138,82","0,00","20,50","20,50","159,32"
X,CASTRO,23,"0,00","0,00","0,01","0,01","0,30","0,00","0,31","8,70","42,00","11,00","61,70","62,01","0,00","3,20","3,20","65,21"
X,ANCUD,12,"0,10","0,00","0,00","0,10","0,25","0,00","0,35","9,52","10,37","1,50","21,39","21,74","0,00","2,05","2,05","23,79"
X,QUEMCHI,,,,,,,,,,,,,,,,,
X,CURACO DE VELEZ,,,,,,,,,,,,,,,,,
X,DALCAHUE,16,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,99","24,35","3,24","29,58","29,58","0,00","1,50","1,50","31,08"
X,QUINCHAO,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,40","1,20","5,60","5,60","0,00","0,00","0,00","5,60"
X,PUQUELDON,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,85","0,05","1,00","1,00","0,00","0,00","0,00","1,00"
X,CHONCHI,13,"0,00","0,31","0,00","0,31","0,00","0,00","0,31","0,78","1,57","0,61","2,96","3,27","0,00","0,86","0,86","4,13"
X,QUEILEN,,,,,,,,,,,,,,,,,
X,QUELLON,4,"0,00","0,01","0,00","0,01","0,00","0,00","0,01","2,25","3,50","1,20","6,95","6,96","0,00","0,25","0,25","7,21"
X,CHAITEN,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,50","0,00","1,50","1,50","0,00","0,00","0,00","1,50"
X,PALENA,6,"0,00","0,00","0,20","0,20","0,00","0,00","0,20","1.001,55","299,80","0,00","1.301,35","1.301,55","0,00","0,00","0,00","1.301,55"
X,FUTALEUFU,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,20","0,00","0,00","1,20","1,20","0,00","0,00","0,00","1,20"
X,HUALAIHUE,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","24,00","24,00","0,00","0,00","0,00","24,00"
XI,COYHAIQUE,23,"0,00","51,92","73,00","124,92","0,00","0,00","124,92","46,50","7,29","30,19","83,98","208,90","0,00","6,51","6,51","215,41"
XI,LAGO VERDE,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","623,03","616,98","0,79","1.240,80","1.240,80","0,00","1,00","1,00","1.241,80"
XI,AYSEN,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","1,73","0,00","1,80","1,80","0,00","0,60","0,60","2,40"
XI,CISNES,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,65","6,60","0,35","13,60","13,60","0,00","3,00","3,00","16,60"
XI,GUAYTECAS,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,80","0,60","0,60","6,00","6,00","0,00","0,00","0,00","6,00"
XI,CHILE CHICO,2,"0,00","0,00","0,00","0,00","0,00","0,36","0,36","3,08","301,08","801,08","1.105,24","1.105,60","0,00","0,00","0,00","1.105,60"
XI,RIO IBAÑEZ,3,"0,00","0,00","14,45","14,45","0,00","0,00","14,45","50,02","1.733,80","211,49","1.995,31","2.009,76","0,00","0,00","0,00","2.009,76"
XI,COCHRANE,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,86","83,64","77,21","161,70","161,70","0,00","0,00","0,00","161,70"
XI,OHIGGINS,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,60","1,80","0,50","5,90","5,90","0,00","0,00","0,00","5,90"
XI,TORTEL,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","33,70","0,00","58,70","92,40","92,40","0,00","0,00","0,00","92,40"
XII,PUNTA ARENAS,11,"0,00","0,00","0,00","0,00","0,00","69,81","69,81","11,83","13,01","3,33","28,17","97,98","0,00","0,90","0,90","98,87"
XII,LAGUNA BLANCA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00","1,00","0,00","0,00","0,00","1,00"
XII,RIO VERDE,,,,,,,,,,,,,,,,,
XII,SAN GREGORIO,,,,,,,,,,,,,,,,,
XII,PUERTO NATALES,9,"0,00","0,00","0,00","0,00","0,00","0,20","0,20","0,92","1,49","1,28","3,69","3,89","0,00","0,20","0,20","4,09"
XII,TORRES DEL PAINE,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","3,50","5,50","5,50","0,00","0,00","0,00","5,50"
XII,PORVENIR,,,,,,,,,,,,,,,,,
XII,TIMAUKEL,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,20","7,30","15,00","30,50","30,50","0,00","0,01","0,01","30,51"
XII,PRIMAVERA,,,,,,,,,,,,,,,,,
XII,NAVARINO,,,,,,,,,,,,,,,,,
RM,COLINA,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,20","14,40","18,60","18,60","0,50","0,00","0,50","19,10"
RM,LAMPA,36,"0,00","0,00","0,00","0,00","1,20","5,50","6,70","89,65","218,50","612,95","921,10","927,80","44,00","0,00","44,00","971,80"
RM,TILTIL,5,"0,00","0,00","0,00","0,00","0,40","0,00","0,40","2,00","29,40","66,50","97,90","98,30","0,00","0,00","0,00","98,30"
RM,PUENTE ALTO,4,"0,00","0,00","0,00","0,00","0,30","0,00","0,30","0,05","0,55","1,40","2,00","2,30","0,00","0,00","0,00","2,30"
RM,PIRQUE,15,"0,00","0,00","0,00","0,00","1,10","0,00","1,10","17,64","27,06","22,66","67,36","68,46","0,00","0,00","0,00","68,46"
RM,SAN JOSE DE MAIPO,,,,,,,,,,,,,,,,,
RM,SAN BERNARDO,11,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21,70","40,00","61,70","61,70","0,00","0,10","0,10","61,80"
RM,BUIN,2,"0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,00","0,50","3,30","3,80","4,30","0,00","0,00","0,00","4,30"
RM,PAINE,9,"0,00","0,00","0,00","0,00","3,00","0,00","3,00","0,70","0,98","6,47","8,15","11,15","0,00","0,00","0,00","11,15"
RM,CALERA DE TANGO,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,07","0,10","0,10","0,00","0,00","0,00","0,10"
RM,TALAGANTE,7,"0,00","0,00","0,00","0,00","1,20","0,00","1,20","3,10","7,40","15,10","25,60","26,80","0,00","0,00","0,00","26,80"
RM,PENAFLOR,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,80","6,50","8,30","8,30","0,00","0,00","0,00","8,30"
RM,EL MONTE,4,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,00","5,30","4,11","9,41","9,61","0,00","0,00","0,00","9,61"
RM,ISLA DE MAIPO,5,"0,00","0,00","0,00","0,00","4,40","1,50","5,90","2,00","11,90","6,80","20,70","26,60","0,00","0,00","0,00","26,60"
RM,PADRE HURTADO,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","61,00","87,00","196,10","344,10","344,10","0,00","0,00","0,00","344,10"
RM,MELIPILLA,53,"0,00","0,00","0,00","0,00","4,70","0,40","5,10","35,30","175,10","294,95","505,35","510,45","0,00","0,10","0,10","510,55"
RM,MARIA PINTO,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,20","3,30","10,50","15,00","15,00","0,00","9,50","9,50","24,50"
RM,SAN PEDRO,18,"0,00","0,00","0,00","0,00","152,72","0,00","152,72","6,23","34,82","45,46","86,51","239,23","5,83","0,00","5,83","245,06"
RM,CURACAVI,29,"0,00","0,00","0,00","0,00","0,50","0,00","0,50","9,30","23,36","40,93","73,59","74,09","0,00","0,01","0,01","74,10"
RM,ALHUE,7,"0,00","0,00","0,00","0,00","0,11","0,00","0,11","1,55","2,87","3,93","8,35","8,46","0,00","0,00","0,00","8,46"
RM,SANTIAGO,,,,,,,,,,,,,,,,,
RM,INDEPENDENCIA,,,,,,,,,,,,,,,,,
RM,RECOLETA,2,"0,00","0,00","0,00","0,00","0,00","0,10","0,10","0,00","0,70","1,30","2,00","2,10","0,00","0,00","0,00","2,10"
RM,ESTACION CENTRAL,,,,,,,,,,,,,,,,,
RM,CONCHALI,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","8,00","10,00","10,00","0,00","0,00","0,00","10,00"
RM,HUECHURABA,9,"0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,70","2,49","8,54","11,73","11,76","0,00","0,00","0,00","11,76"
RM,QUILICURA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","22,00","27,00","27,00","0,00","0,00","0,00","27,00"
RM,RENCA,12,"0,00","0,00","0,00","0,00","2,00","0,00","2,00","0,10","3,20","13,72","17,02","19,02","0,00","0,00","0,00","19,02"
RM,QUINTA NORMAL,,,,,,,,,,,,,,,,,
RM,PUDAHUEL,5,"0,00","0,00","0,00","0,00","0,50","0,10","0,60","0,00","2,90","8,10","11,00","11,60","0,00","0,00","0,00","11,60"
RM,CERRO NAVIA,,,,,,,,,,,,,,,,,
RM,LO PRADO,,,,,,,,,,,,,,,,,
RM,MAIPU,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,40","0,50","0,50","0,00","0,00","0,00","0,50"
RM,PEDRO AGUIRRE CERDA,,,,,,,,,,,,,,,,,
RM,CERRILLOS,,,,,,,,,,,,,,,,,
RM,LO ESPEJO,,,,,,,,,,,,,,,,,
RM,LA PINTANA,,,,,,,,,,,,,,,,,
RM,EL BOSQUE,,,,,,,,,,,,,,,,,
RM,LA FLORIDA,3,0,0,0,0,"1,5",0,"1,5","0,5","4,3","9,2",14,"15,5",0,0,0,"15,5"
RM,LA GRANJA,,,,,,,,,,,,,,,,,
RM,MACUL,,,,,,,,,,,,,,,,,
RM,PENALOLEN,1,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","0,00","0,30","0,40","0,70","0,80","0,00","0,00","0,00","0,80"
RM,LA REINA,3,"0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,51","1,50","1,90","3,91","4,91","0,00","0,00","0,00","4,91"
RM,PROVIDENCIA,,,,,,,,,,,,,,,,,
RM,ÑUÑOA,,,,,,,,,,,,,,,,,
RM,LAS CONDES,4,0,0,0,0,0,"3,4","3,4",1,"4,05","9,65","14,7","18,1",0,0,0,"18,1"
RM,VITACURA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,30","0,50","1,00","1,00","0,00","0,00","0,00","1,00"
RM,LO BARNECHEA,2,0,0,0,0,0,0,0,6,7,31,44,44,0,0,0,44
RM,SAN MIGUEL,,,,,,,,,,,,,,,,,
RM,LA CISTERNA,,,,,,,,,,,,,,,,,
RM,SAN JOAQUIN,,,,,,,,,,,,,,,,,
RM,SAN RAMON,,,,,,,,,,,,,,,,,
