FireID,FireSeason,RegionCode,Region_CONAF,FireName_CONAF,Area_CONAF [ha],IgnitionDate_CONAF,ControlDate_CONAF,Latitude [°],Longitude [°],FireScar,FolderLocation,FireScarImgName,PreFireImgName,PostFireImgName,RdNBRImgName,SeverityImgName,FireScarVectorName,SeverityVectorName,Threshold,NorthBoundLatitude [°],SouthBoundLatitude [°],WestBoundLongitude [°],EastBoundLongitude [°],Width [pixels],Height [pixels],TotalArea [m2],AreaUnchS [m2],AreaLowS [m2],AreaModS [m2],AreaHighS [m2],FireScarPolygons,SeverityPolygons,OverlapIDs,Observations
ID176339,2015,CL-AR,Araucania,JUAN PUINA,10.0,2015-02-09,2015-02-09,-38.4364,-72.8917,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176339_u300_20150209.tif,ImgPreF_CL-AR_ID176339_u300_20150209.tif,ImgPosF_CL-AR_ID176339_u300_20150209.tif,RdNBR_CL-AR_ID176339_u300_20150209.tif,Severity_CL-AR_ID176339_u300_20150209.tif,FireScar_CL-AR_ID176339_u300_20150209.shp,Severity_CL-AR_ID176339_u300_20150209.shp,300.0,-38.427502403366,-38.42938886546265,-72.8907394579126,-72.88831400664547,9.0,7.0,33086.2173461914,0.0,2815.84143066406,21118.8937988281,9151.48211669922,1.0,7.0,,
ID176387,2015,CL-ML,Maule,LOS ESPINOS,11.0,2014-12-23,2014-12-23,-36.0694,-72.3344,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176387_u600_20141223.tif,ImgPreF_CL-ML_ID176387_u600_20141223.tif,ImgPosF_CL-ML_ID176387_u600_20141223.tif,RdNBR_CL-ML_ID176387_u600_20141223.tif,Severity_CL-ML_ID176387_u600_20141223.tif,FireScar_CL-ML_ID176387_u600_20141223.shp,Severity_CL-ML_ID176387_u600_20141223.shp,600.0,-36.0688857933818,-36.07211972840463,-72.3380060635938,-72.33477212857096,12.0,12.0,53721.07702636719,0.0,0.0,5807.7265625,47913.35046386719,1.0,8.0,,
ID176392,2015,CL-AR,Araucania,EL CARMEN,10.0,2015-03-18,2015-03-18,-38.4139,-72.2111,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176392_u450_20150318.tif,ImgPreF_CL-AR_ID176392_u450_20150318.tif,ImgPosF_CL-AR_ID176392_u450_20150318.tif,RdNBR_CL-AR_ID176392_u450_20150318.tif,Severity_CL-AR_ID176392_u450_20150318.tif,FireScar_CL-AR_ID176392_u450_20150318.shp,Severity_CL-AR_ID176392_u450_20150318.shp,450.0,-38.4134886849337,-38.41833958746795,-72.21188259770351,-72.19894685761219,48.0,18.0,340776.755371094,0.0,0.0,60551.05670166019,280225.698669434,1.0,37.0,,
ID176408,2015,CL-ML,Maule,QUEBRADA EL MEMBRILLO,10.0,2014-11-27,2014-11-27,-35.6001,-72.1396,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176408_u450_20141127.tif,ImgPreF_CL-ML_ID176408_u450_20141127.tif,ImgPosF_CL-ML_ID176408_u450_20141127.tif,RdNBR_CL-ML_ID176408_u450_20141127.tif,Severity_CL-ML_ID176408_u450_20141127.tif,FireScar_CL-ML_ID176408_u450_20141127.shp,Severity_CL-ML_ID176408_u450_20141127.shp,450.0,-35.60131268799761,-35.60481611760567,-72.13777158676359,-72.13292068422935,18.0,13.0,57683.6539306641,0.0,0.0,28476.8125610352,29206.8413696289,2.0,21.0,,
ID176409,2015,CL-ML,Maule,LA VENTANA DEL ALTO,10.0,2015-02-26,2015-02-26,-34.8775,-71.0544,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176409_u450_20150226.tif,ImgPreF_CL-ML_ID176409_u450_20150226.tif,ImgPosF_CL-ML_ID176409_u450_20150226.tif,RdNBR_CL-ML_ID176409_u450_20150226.tif,Severity_CL-ML_ID176409_u450_20150226.tif,FireScar_CL-ML_ID176409_u450_20150226.shp,Severity_CL-ML_ID176409_u450_20150226.shp,450.0,-34.8736773078608,-34.88014517790646,-71.06006274040541,-71.05386436494499,23.0,24.0,118596.112243652,0.0,0.0,50826.6098632813,67769.50238037111,4.0,26.0,,
ID176411,2015,CL-BI,BioBio,SANTA INES,10.0,2015-03-29,2015-03-29,-36.9056,-71.8906,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176411_u598_20150329.tif,ImgPreF_CL-BI_ID176411_u598_20150329.tif,ImgPosF_CL-BI_ID176411_u598_20150329.tif,RdNBR_CL-BI_ID176411_u598_20150329.tif,Severity_CL-BI_ID176411_u598_20150329.tif,FireScar_CL-BI_ID176411_u598_20150329.shp,Severity_CL-BI_ID176411_u598_20150329.shp,598.0,-36.889496805425,-36.9067444588801,-71.9008858463413,-71.86908548528345,118.0,64.0,2591611.25923665,0.0,0.0,23974.1976835363,2567637.06155312,2.0,29.0,,The ignition point is located in the current CL-NB region
ID176412,2015,CL-AR,Araucania,EL FISCAL,10.0,2015-02-21,2015-02-21,-37.9636,-72.4261,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176412_u350_20150221.tif,ImgPreF_CL-AR_ID176412_u350_20150221.tif,ImgPosF_CL-AR_ID176412_u350_20150221.tif,RdNBR_CL-AR_ID176412_u350_20150221.tif,Severity_CL-AR_ID176412_u350_20150221.tif,FireScar_CL-AR_ID176412_u350_20150221.shp,Severity_CL-AR_ID176412_u350_20150221.shp,350.0,-37.9620852546637,-37.96558868427176,-72.434215630523,-72.42855624423305,21.0,13.0,60213.4106445313,0.0,0.0,34711.2447509766,25502.1658935547,1.0,14.0,,
ID176413,2015,CL-AR,Araucania,CRUCE NILPE,10.0,2015-03-10,2015-03-10,-38.4944,-72.7672,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176413_u448_20150310.tif,ImgPreF_CL-AR_ID176413_u448_20150310.tif,ImgPosF_CL-AR_ID176413_u448_20150310.tif,RdNBR_CL-AR_ID176413_u448_20150310.tif,Severity_CL-AR_ID176413_u448_20150310.tif,FireScar_CL-AR_ID176413_u448_20150310.shp,Severity_CL-AR_ID176413_u448_20150310.shp,448.0,-38.4921811038226,-38.49810998469779,-72.76865841080071,-72.76272952992552,22.0,22.0,137852.511230469,0.0,0.0,54859.301574707,82993.2096557617,1.0,27.0,,
ID176414,2015,CL-BI,BioBio,BRETANA,10.0,2015-03-17,2015-03-17,-37.6778,-72.0642,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176414_u590_20150317.tif,ImgPreF_CL-BI_ID176414_u590_20150317.tif,ImgPosF_CL-BI_ID176414_u590_20150317.tif,RdNBR_CL-BI_ID176414_u590_20150317.tif,Severity_CL-BI_ID176414_u590_20150317.tif,FireScar_CL-BI_ID176414_u590_20150317.shp,Severity_CL-BI_ID176414_u590_20150317.shp,590.0,-37.66644969466,-37.67372604846137,-72.06446905957941,-72.05611472743709,31.0,27.0,164281.573059082,0.0,0.0,13512.2455444336,150769.327514648,2.0,15.0,,
ID176415,2015,CL-AR,Araucania,EL QUILLAY - PORVENIR,10.0,2015-01-06,2015-01-06,-38.4289,-72.6822,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176415_u300_20150106.tif,ImgPreF_CL-AR_ID176415_u300_20150106.tif,ImgPosF_CL-AR_ID176415_u300_20150106.tif,RdNBR_CL-AR_ID176415_u300_20150106.tif,Severity_CL-AR_ID176415_u300_20150106.tif,FireScar_CL-AR_ID176415_u300_20150106.shp,Severity_CL-AR_ID176415_u300_20150106.shp,300.0,-38.4264244250251,-38.43154482214459,-72.68834902440041,-72.68053368142857,29.0,19.0,28862.2484741211,0.0,4223.71313476563,22526.6465454102,2111.88879394531,3.0,11.0,,
ID176416,2015,CL-LI,Ohiggins,PARQUE SAN FUENTES,10.0,2015-01-09,2015-01-09,-34.1972,-70.6544,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176416_u730_20150109.tif,ImgPreF_CL-LI_ID176416_u730_20150109.tif,ImgPosF_CL-LI_ID176416_u730_20150109.tif,RdNBR_CL-LI_ID176416_u730_20150109.tif,Severity_CL-LI_ID176416_u730_20150109.tif,FireScar_CL-LI_ID176416_u730_20150109.shp,Severity_CL-LI_ID176416_u730_20150109.shp,730.0,-34.1953594368221,-34.20047983394159,-70.6590547975744,-70.64719703582402,44.0,19.0,190091.439331055,0.0,0.0,0.0,190091.439331055,2.0,2.0,,
ID176417,2015,CL-BI,BioBio,SAN JOSE CHICO,10.0,2015-01-01,2015-01-01,-37.3961,-72.6731,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176417_u360_20150101.tif,ImgPreF_CL-BI_ID176417_u360_20150101.tif,ImgPosF_CL-BI_ID176417_u360_20150101.tif,RdNBR_CL-BI_ID176417_u360_20150101.tif,Severity_CL-BI_ID176417_u360_20150101.tif,FireScar_CL-BI_ID176417_u360_20150101.shp,Severity_CL-BI_ID176417_u360_20150101.shp,360.0,-37.3937211744013,-37.39830258235031,-72.6767607572353,-72.672987833042,14.0,17.0,92073.0664672852,0.0,0.0,47107.01947021481,44966.04699707031,1.0,18.0,,
ID176418,2015,CL-LR,Los Rios,PON PON,10.0,2015-04-06,2015-04-06,-39.5047,-72.8043,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176419,2015,CL-BI,BioBio,LOS ALAMOS Y SAN AMBROSIO,10.0,2014-12-11,2014-12-11,-37.6579,-73.5109,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176419_u350_20141211.tif,ImgPreF_CL-BI_ID176419_u350_20141211.tif,ImgPosF_CL-BI_ID176419_u350_20141211.tif,RdNBR_CL-BI_ID176419_u350_20141211.tif,Severity_CL-BI_ID176419_u350_20141211.tif,FireScar_CL-BI_ID176419_u350_20141211.shp,Severity_CL-BI_ID176419_u350_20141211.shp,350.0,-37.65513092208,-37.66052081378472,-73.5121939714665,-73.5084210472732,14.0,20.0,107404.104187012,0.0,0.0,41965.9276733399,65438.1765136719,1.0,19.0,,
ID176421,2015,CL-BI,BioBio,QUELEN QUELEN II,10.0,2015-04-04,2015-04-04,-37.265,-72.6872,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176421_u350_20150404.tif,ImgPreF_CL-BI_ID176421_u350_20150404.tif,ImgPosF_CL-BI_ID176421_u350_20150404.tif,RdNBR_CL-BI_ID176421_u350_20150404.tif,Severity_CL-BI_ID176421_u350_20150404.tif,FireScar_CL-BI_ID176421_u350_20150404.shp,Severity_CL-BI_ID176421_u350_20150404.shp,350.0,-37.2635552897323,-37.26705871934037,-72.6875405406447,-72.68295913269569,17.0,13.0,90085.97869873053,0.0,0.0,15729.3148803711,74356.6638183594,1.0,15.0,,
ID176422,2015,CL-AR,Araucania,CHOPILCO REPOCURA,10.0,2014-12-05,2014-12-05,-38.4047,-72.9692,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176422_u350_20141205.tif,ImgPreF_CL-AR_ID176422_u350_20141205.tif,ImgPosF_CL-AR_ID176422_u350_20141205.tif,RdNBR_CL-AR_ID176422_u350_20141205.tif,Severity_CL-AR_ID176422_u350_20141205.tif,FireScar_CL-AR_ID176422_u350_20141205.shp,Severity_CL-AR_ID176422_u350_20141205.shp,350.0,-38.4040563744505,-38.40755980405856,-72.9713183388981,-72.9683538984605,11.0,13.0,34504.7313232422,0.0,0.0,33096.3482055664,1408.38311767578,2.0,5.0,ID177046,
ID176423,2015,CL-LL,Los Lagos,VALLE VOLCANES,10.0,2015-01-06,2015-01-06,-41.4602,-72.892,1,FireScar_CL-LL_LosLagos_2015,FireScar_CL-LL_ID176423_u279_20150106.tif,ImgPreF_CL-LL_ID176423_u279_20150106.tif,ImgPosF_CL-LL_ID176423_u279_20150106.tif,RdNBR_CL-LL_ID176423_u279_20150106.tif,Severity_CL-LL_ID176423_u279_20150106.tif,FireScar_CL-LL_ID176423_u279_20150106.shp,Severity_CL-LL_ID176423_u279_20150106.shp,279.0,-41.45796901434321,-41.46308941146269,-72.89532086586159,-72.88696653371927,31.0,19.0,136129.543762207,0.0,35043.1726074219,95695.2559204102,5391.115234375,1.0,34.0,,
ID176424,2015,CL-BI,BioBio,PLAYA BLANCA,10.0,2014-11-24,2014-11-24,-37.0713,-73.1414,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176424_u400_20141124.tif,ImgPreF_CL-BI_ID176424_u400_20141124.tif,ImgPosF_CL-BI_ID176424_u400_20141124.tif,RdNBR_CL-BI_ID176424_u400_20141124.tif,Severity_CL-BI_ID176424_u400_20141124.tif,FireScar_CL-BI_ID176424_u400_20141124.shp,Severity_CL-BI_ID176424_u400_20141124.shp,400.0,-37.0732921125558,-37.07841250967528,-73.1416389167672,-73.13166761711348,37.0,19.0,34402.8107299805,0.0,0.0,22218.3157958984,12184.494934082,2.0,12.0,,
ID176425,2015,CL-CO,Coquimbo,PORTEZUELO HONDO,10.0,2015-03-31,2015-03-31,-31.7626,-71.3396,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176432,2015,CL-VS,Valparaiso,COMUNIDAD DE ROCO,11.0,2015-06-04,2015-06-04,-32.3961,-71.2233,1,FireScar_CL-VS_Valparaiso_2015,FireScar_CL-VS_ID176432_u380_20150604.tif,ImgPreF_CL-VS_ID176432_u380_20150604.tif,ImgPosF_CL-VS_ID176432_u380_20150604.tif,RdNBR_CL-VS_ID176432_u380_20150604.tif,Severity_CL-VS_ID176432_u380_20150604.tif,FireScar_CL-VS_ID176432_u380_20150604.shp,Severity_CL-VS_ID176432_u380_20150604.shp,380.0,-32.39136268325331,-32.39621358578756,-71.22687988866642,-71.22122050237647,21.0,18.0,91690.2677001953,0.0,0.0,48497.0745239258,43193.1931762695,2.0,16.0,,
ID176433,2015,CL-LI,Ohiggins,MIRAVALLE,10.0,2015-05-10,2015-05-10,-34.5103,-70.9236,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176433_u359_20150510.tif,ImgPreF_CL-LI_ID176433_u359_20150510.tif,ImgPosF_CL-LI_ID176433_u359_20150510.tif,RdNBR_CL-LI_ID176433_u359_20150510.tif,Severity_CL-LI_ID176433_u359_20150510.tif,FireScar_CL-LI_ID176433_u359_20150510.shp,Severity_CL-LI_ID176433_u359_20150510.shp,359.0,-34.5095901232071,-34.51821394993465,-70.929357866566,-70.9226205019351,25.0,32.0,184951.004150391,0.0,0.0,108010.00604248,76940.9981079102,1.0,21.0,,
ID176434,2015,CL-LI,Ohiggins,LA TORINA 2,10.0,2015-05-17,2015-05-17,-34.3592,-71.2978,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176434_u490_20150517.tif,ImgPreF_CL-LI_ID176434_u490_20150517.tif,ImgPosF_CL-LI_ID176434_u490_20150517.tif,RdNBR_CL-LI_ID176434_u490_20150517.tif,Severity_CL-LI_ID176434_u490_20150517.tif,FireScar_CL-LI_ID176434_u490_20150517.shp,Severity_CL-LI_ID176434_u490_20150517.shp,490.0,-34.3708004118107,-34.37807676561207,-71.3001824158505,-71.29452302956055,21.0,27.0,118563.412597656,0.0,0.0,44461.19720458981,74102.21539306639,2.0,34.0,,
ID176435,2015,CL-ML,Maule,LIEN CONV.2020,10.0,2014-12-23,2014-12-23,-35.9767,-71.9722,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176436,2015,CL-ML,Maule,PLACILLA DE LIEN,10.0,2014-12-23,2014-12-23,-35.11,-71.9731,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176436_u550_20141223.tif,ImgPreF_CL-ML_ID176436_u550_20141223.tif,ImgPosF_CL-ML_ID176436_u550_20141223.tif,RdNBR_CL-ML_ID176436_u550_20141223.tif,Severity_CL-ML_ID176436_u550_20141223.tif,FireScar_CL-ML_ID176436_u550_20141223.shp,Severity_CL-ML_ID176436_u550_20141223.shp,550.0,-35.1000527594589,-35.10328669448173,-71.9709544385026,-71.9671815143093,14.0,12.0,54363.3715209961,0.0,0.0,9550.353515625,44813.0180053711,1.0,13.0,,
ID176437,2015,CL-ML,Maule,LA ISLA,10.0,2015-01-03,2015-01-03,-35.8683,-71.6105,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176437_u500_20150103.tif,ImgPreF_CL-ML_ID176437_u500_20150103.tif,ImgPosF_CL-ML_ID176437_u500_20150103.tif,RdNBR_CL-ML_ID176437_u500_20150103.tif,Severity_CL-ML_ID176437_u500_20150103.tif,FireScar_CL-ML_ID176437_u500_20150103.shp,Severity_CL-ML_ID176437_u500_20150103.shp,500.0,-35.8675733382106,-35.87026828406297,-71.61279613472409,-71.60821472677507,17.0,10.0,53128.0658569336,0.0,0.0,10188.9291992188,42939.1366577148,1.0,11.0,,
ID176438,2015,CL-ML,Maule,QUILIPIN,10.0,2015-02-18,2015-02-18,-35.7756,-71.662,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176438_u400_20150218.tif,ImgPreF_CL-ML_ID176438_u400_20150218.tif,ImgPosF_CL-ML_ID176438_u400_20150218.tif,RdNBR_CL-ML_ID176438_u400_20150218.tif,Severity_CL-ML_ID176438_u400_20150218.tif,FireScar_CL-ML_ID176438_u400_20150218.shp,Severity_CL-ML_ID176438_u400_20150218.shp,400.0,-35.7616619662129,-35.78025709259418,-71.6631916221632,-71.6467524524638,61.0,69.0,380372.842529297,0.0,0.0,295847.766418457,84525.0761108398,5.0,60.0,,
ID176439,2015,CL-ML,Maule,SAN NICOLAS,10.0,2015-04-18,2015-04-18,-36.0403,-71.832,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176440,2015,CL-BI,BioBio,LLEU-LLEU P-34,10.0,2015-02-24,2015-02-24,-38.081,-73.331,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176440_u150_20150224.tif,ImgPreF_CL-BI_ID176440_u150_20150224.tif,ImgPosF_CL-BI_ID176440_u150_20150224.tif,RdNBR_CL-BI_ID176440_u150_20150224.tif,Severity_CL-BI_ID176440_u150_20150224.tif,FireScar_CL-BI_ID176440_u150_20150224.shp,Severity_CL-BI_ID176440_u150_20150224.shp,150.0,-38.06664915373521,-38.08820872055409,-73.34699379071691,-73.32327826721614,88.0,80.0,789364.603637695,0.0,511383.473876953,249686.547851562,28294.5819091797,12.0,167.0,ID177128,
ID176441,2015,CL-BI,BioBio,BATUCO,10.0,2014-11-08,2014-11-08,-36.6108,-72.6225,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176441_u350_20141108.tif,ImgPreF_CL-BI_ID176441_u350_20141108.tif,ImgPosF_CL-BI_ID176441_u350_20141108.tif,RdNBR_CL-BI_ID176441_u350_20141108.tif,Severity_CL-BI_ID176441_u350_20141108.tif,FireScar_CL-BI_ID176441_u350_20141108.shp,Severity_CL-BI_ID176441_u350_20141108.shp,350.0,-36.608413953024,-36.61191738263206,-72.62501779687,-72.62232285101764,10.0,13.0,31725.2671508789,0.0,0.0,30283.1802978516,1442.08685302734,1.0,4.0,,The ignition point is located in the current CL-NB region
ID176442,2015,CL-BI,BioBio,VILLA ENTEL IV,10.0,2015-03-09,2015-03-09,-37.3868,-72.3369,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176442_u350_20150309.tif,ImgPreF_CL-BI_ID176442_u350_20150309.tif,ImgPosF_CL-BI_ID176442_u350_20150309.tif,RdNBR_CL-BI_ID176442_u350_20150309.tif,Severity_CL-BI_ID176442_u350_20150309.tif,FireScar_CL-BI_ID176442_u350_20150309.shp,Severity_CL-BI_ID176442_u350_20150309.shp,350.0,-37.36946666173,-37.39075673396365,-72.3425874715428,-72.33261617188907,37.0,79.0,915218.261901856,0.0,0.0,457610.051147461,457608.210754395,2.0,89.0,"ID176651, ID176753, ID176885, ID177019, ID177133",
ID176443,2015,CL-BI,BioBio,LOS BOLDOS,11.0,2015-03-25,2015-03-25,-37.7035,-72.1858,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176443_u655_20150325.tif,ImgPreF_CL-BI_ID176443_u655_20150325.tif,ImgPosF_CL-BI_ID176443_u655_20150325.tif,RdNBR_CL-BI_ID176443_u655_20150325.tif,Severity_CL-BI_ID176443_u655_20150325.tif,FireScar_CL-BI_ID176443_u655_20150325.shp,Severity_CL-BI_ID176443_u655_20150325.shp,655.0,-37.698519550303,-37.70552640951914,-72.1868196012765,-72.17954324747512,27.0,26.0,184114.349914551,0.0,0.0,0.0,184114.349914551,2.0,2.0,,
ID176444,2015,CL-AR,Araucania,SAN ANTONIO PART,10.0,2015-03-09,2015-03-09,-37.9475,-72.4161,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176444_u300_20150309.tif,ImgPreF_CL-AR_ID176444_u300_20150309.tif,ImgPosF_CL-AR_ID176444_u300_20150309.tif,RdNBR_CL-AR_ID176444_u300_20150309.tif,Severity_CL-AR_ID176444_u300_20150309.tif,FireScar_CL-AR_ID176444_u300_20150309.shp,Severity_CL-AR_ID176444_u300_20150309.shp,300.0,-37.9459155795495,-37.95184446042469,-72.4220883741874,-72.41157808536319,39.0,22.0,104154.816650391,0.0,3542.69769287109,90692.6981811523,9919.420776367191,4.0,14.0,,
ID176445,2015,CL-AR,Araucania,NAPANIR PART,10.0,2015-03-10,2015-03-10,-38.0006,-72.7903,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176445_u300_20150310.tif,ImgPreF_CL-AR_ID176445_u300_20150310.tif,ImgPosF_CL-AR_ID176445_u300_20150310.tif,RdNBR_CL-AR_ID176445_u300_20150310.tif,Severity_CL-AR_ID176445_u300_20150310.tif,FireScar_CL-AR_ID176445_u300_20150310.shp,Severity_CL-AR_ID176445_u300_20150310.shp,300.0,-37.9922686482101,-38.00035348576718,-72.797494331421,-72.79345191264247,15.0,30.0,179146.158081055,0.0,708.104858398437,36112.7753295898,142325.277893066,1.0,24.0,,
ID176446,2015,CL-AR,Araucania,SANTA CRUZ,10.0,2015-02-07,2015-02-07,-37.9435,-72.4594,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176446_u300_20150207.tif,ImgPreF_CL-AR_ID176446_u300_20150207.tif,ImgPosF_CL-AR_ID176446_u300_20150207.tif,RdNBR_CL-AR_ID176446_u300_20150207.tif,Severity_CL-AR_ID176446_u300_20150207.tif,FireScar_CL-AR_ID176446_u300_20150207.shp,Severity_CL-AR_ID176446_u300_20150207.shp,300.0,-37.9429511391119,-37.94726305247568,-72.46224306738759,-72.45604469192716,23.0,16.0,116914.252807617,0.0,708.5523071289059,19131.4185791016,97074.2819213867,1.0,24.0,"ID176997, ID177041",
ID176447,2015,CL-AR,Araucania,BERNECK,10.0,2015-02-25,2015-02-25,-38.0497,-72.4347,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176447_u500_20150225.tif,ImgPreF_CL-AR_ID176447_u500_20150225.tif,ImgPosF_CL-AR_ID176447_u500_20150225.tif,RdNBR_CL-AR_ID176447_u500_20150225.tif,Severity_CL-AR_ID176447_u500_20150225.tif,FireScar_CL-AR_ID176447_u500_20150225.shp,Severity_CL-AR_ID176447_u500_20150225.shp,500.0,-37.9728650380731,-38.07069157251377,-72.4404140059835,-72.39163548605578,181.0,363.0,8938853.70056152,0.0,0.0,1997701.20593262,6941152.49462891,22.0,1077.0,"ID176721, ID176824, ID176872, ID177067, ID177144, ID177155, ID177203",
ID176448,2015,CL-AR,Araucania,SAN JOSE ERCILLA,10.0,2015-03-01,2015-03-01,-38.1475,-72.3661,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176449,2015,CL-AR,Araucania,EDEN  EL P-5,10.0,2015-03-09,2015-03-09,-37.9228,-72.4721,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176449_u550_20150309.tif,ImgPreF_CL-AR_ID176449_u550_20150309.tif,ImgPosF_CL-AR_ID176449_u550_20150309.tif,RdNBR_CL-AR_ID176449_u550_20150309.tif,Severity_CL-AR_ID176449_u550_20150309.tif,FireScar_CL-AR_ID176449_u550_20150309.shp,Severity_CL-AR_ID176449_u550_20150309.shp,550.0,-37.9122287563951,-37.92651196941261,-72.4886535367407,-72.47167537787084,63.0,53.0,1296409.48364258,0.0,0.0,42528.7124023438,1253880.77124023,1.0,41.0,"ID176695, ID176710, ID176962, ID176997, ID177041",
ID176450,2015,CL-AR,Araucania,HIJUELA 98,10.0,2014-11-10,2014-11-10,-38.5319,-72.835,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176451,2015,CL-AR,Araucania,LLAFQUENTUE,10.0,2015-02-03,2015-02-03,-38.4767,-72.7311,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176451_u300_20150203.tif,ImgPreF_CL-AR_ID176451_u300_20150203.tif,ImgPosF_CL-AR_ID176451_u300_20150203.tif,RdNBR_CL-AR_ID176451_u300_20150203.tif,Severity_CL-AR_ID176451_u300_20150203.tif,FireScar_CL-AR_ID176451_u300_20150203.shp,Severity_CL-AR_ID176451_u300_20150203.shp,300.0,-38.4749334503675,-38.48059283665746,-72.73281563096441,-72.72796472843017,18.0,21.0,112558.669250488,0.0,1406.97711181641,32360.8075561523,78790.8845825195,1.0,24.0,,
ID176452,2015,CL-AR,Araucania,HUAPITRIO,10.0,2015-02-07,2015-02-07,-37.9228,-72.2164,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176452_u300_20150207.tif,ImgPreF_CL-AR_ID176452_u300_20150207.tif,ImgPosF_CL-AR_ID176452_u300_20150207.tif,RdNBR_CL-AR_ID176452_u300_20150207.tif,Severity_CL-AR_ID176452_u300_20150207.tif,FireScar_CL-AR_ID176452_u300_20150207.shp,Severity_CL-AR_ID176452_u300_20150207.shp,300.0,-37.9116897672246,-37.93836973116296,-72.2248183377948,-72.18924505254365,132.0,99.0,2019949.63769531,0.0,90012.6047973633,1087228.63037109,842708.402526855,21.0,260.0,"ID176641, ID176759, ID176839, ID177071",
ID176453,2015,CL-AR,Araucania,BOROA BOLIL,10.0,2015-02-25,2015-02-25,-38.8467,-72.8561,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176453_u400_20150225.tif,ImgPreF_CL-AR_ID176453_u400_20150225.tif,ImgPosF_CL-AR_ID176453_u400_20150225.tif,RdNBR_CL-AR_ID176453_u400_20150225.tif,Severity_CL-AR_ID176453_u400_20150225.tif,FireScar_CL-AR_ID176453_u400_20150225.shp,Severity_CL-AR_ID176453_u400_20150225.shp,400.0,-38.846835977993,-38.85087839677154,-72.85678314017291,-72.84869830261583,30.0,15.0,102187.510314941,0.0,0.0,41294.9105834961,60892.59973144531,1.0,21.0,,
ID176454,2015,CL-AR,Araucania,PUA,10.0,2015-02-25,2015-02-25,-38.3405,-72.3764,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176454_u350_20150225.tif,ImgPreF_CL-AR_ID176454_u350_20150225.tif,ImgPosF_CL-AR_ID176454_u350_20150225.tif,RdNBR_CL-AR_ID176454_u350_20150225.tif,Severity_CL-AR_ID176454_u350_20150225.tif,FireScar_CL-AR_ID176454_u350_20150225.shp,Severity_CL-AR_ID176454_u350_20150225.shp,350.0,-38.3391081794086,-38.35446937076706,-72.38462862683959,-72.37034541382208,53.0,57.0,552521.667236328,0.0,0.0,190981.338562012,361540.328674316,4.0,42.0,,
ID176455,2015,CL-AR,Araucania,EL SALTO,10.0,2015-03-21,2015-03-21,-38.0592,-72.2872,0,,,,,,,,,,,,,,,,,,,,,,,,
