REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
VI,RANCAGUA,7,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00","2,50","20,10","22,60","23,60","0,00","0,10","0,10","23,70"
VI,MACHALI,19,"0,00","0,00","0,00","0,00","12,20","0,00","12,20","39,62","89,62","31,85","161,09","173,29","0,00","0,10","0,10","173,39"
VI,GRANEROS,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","1,51","2,01","2,01","0,00","0,01","0,01","2,01"
VI,CODEGUA,5,"0,00","0,00","0,00","0,00","1,70","0,00","1,70","8,00","41,30","21,40","70,70","72,40","0,00","0,70","0,70","73,10"
VI,MOSTAZAL,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","22,00","45,02","34,65","101,67","101,67","0,00","0,00","0,00","101,67"
VI,REQUINOA,9,"0,00","0,00","0,00","0,00","0,40","0,00","0,40","70,15","102,10","108,78","281,03","281,43","0,00","47,00","47,00","328,43"
VI,OLIVAR,,,,,,,,,,,,,,,,,
VI,RENGO,24,"0,00","0,00","0,00","0,00","4,06","0,20","4,26","85,80","138,42","114,87","339,09","343,35","5,80","11,10","16,90","360,25"
VI,QUINTA DE TILCOCO,,,,,,,,,,,,,,,,,
VI,MALLOA,10,"0,00","0,00","0,00","0,00","11,00","0,00","11,00","1,10","22,22","31,51","54,83","65,83","0,75","1,77","2,52","68,35"
VI,SAN VICENTE TAGUA TAGUA,26,"0,00","0,00","0,00","0,00","2,83","0,00","2,83","1,26","14,76","34,05","50,07","52,90","0,00","0,10","0,10","53,00"
VI,DONIHUE,6,"0,00","0,00","0,00","0,00","2,11","0,00","2,11","0,99","4,00","1,80","6,79","8,90","0,00","0,00","0,00","8,90"
VI,COINCO,11,"0,00","0,00","0,00","0,00","2,30","1,25","3,55","0,00","11,05","18,00","29,05","32,60","0,00","0,00","0,00","32,60"
VI,COLTAUCO,31,"0,00","0,00","0,00","0,00","0,10","0,10","0,20","14,82","14,42","18,52","47,76","47,96","6,30","0,01","6,31","54,27"
VI,PICHIDEGUA,16,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,51","37,78","7,23","46,52","47,52","0,70","5,10","5,80","53,32"
VI,PEUMO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,25","1,60","2,85","2,85","0,00","0,05","0,05","2,90"
VI,LAS CABRAS,26,"0,00","1,00","0,00","1,00","4,07","0,00","5,07","24,11","146,33","103,46","273,90","278,97","0,00","1,00","1,00","279,97"
VI,SAN FERNANDO,23,"0,00","0,00","0,00","0,00","5,65","0,15","5,80","9,00","10,17","16,20","35,37","41,17","2,05","23,28","25,33","66,50"
VI,CHIMBARONGO,5,"0,00","0,00","0,00","0,00","0,90","0,00","0,90","0,00","1,20","9,30","10,50","11,40","0,00","0,50","0,50","11,90"
VI,NANCAGUA,3,"0,00","0,00","0,00","0,00","0,20","0,41","0,61","0,00","0,91","0,30","1,21","1,81","0,00","0,00","0,00","1,81"
VI,PLACILLA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,20","0,30","0,30","0,00","0,00","0,00","0,30"
VI,CHEPICA,6,"0,00","0,00","0,00","0,00","0,00","0,50","0,50","26,20","32,02","25,04","83,26","83,76","0,28","0,00","0,28","84,04"
VI,SANTA CRUZ,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,42","1,60","5,02","5,02","0,00","0,00","0,00","5,02"
VI,PALMILLA,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,17","0,19","0,19","0,00","0,00","0,00","0,19"
VI,LOLOL,13,"2,00","15,60","0,00","17,60","4,32","0,00","21,92","0,00","17,55","11,35","28,90","50,82","0,00","5,30","5,30","56,12"
VI,PUMANQUE,8,"0,00","1,80","0,00","1,80","0,10","0,00","1,90","0,05","6,55","25,49","32,09","33,99","0,00","0,01","0,01","34,00"
VI,PERALILLO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,40","1,50","1,90","1,90","0,00","0,10","0,10","2,00"
VI,PICHILEMU,8,"0,30","0,00","32,12","32,42","54,10","0,00","86,52","9,20","15,05","20,90","45,15","131,67","2,00","2,20","4,20","135,87"
VI,PAREDONES,24,"1.055,97","642,00","0,40","1.698,37","195,40","0,00","1.893,77","0,10","210,08","305,44","515,62","2.409,39","0,00","135,25","135,25","2.544,64"
VI,MARCHIHUE,10,"0,00","0,00","0,00","0,00","0,60","0,00","0,60","0,00","4,67","14,02","18,69","19,29","0,00","0,01","0,01","19,30"
VI,LITUECHE,23,"0,00","2,00","0,10","2,10","12,80","0,10","15,00","77,20","39,48","21,92","138,60","153,60","0,00","0,66","0,66","154,26"
VI,LA ESTRELLA,6,"0,00","0,00","0,00","0,00","0,80","0,30","1,10","15,20","10,53","48,02","73,75","74,85","0,00","0,00","0,00","74,85"
VI,NAVIDAD,4,"0,00","0,00","28,00","28,00","102,30","0,60","130,90","74,20","39,70","89,85","203,75","334,65","0,00","5,00","5,00","339,65"
VII,CURICO,80,"3,00","0,00","8,71","11,71","24,82","0,00","36,53","104,00","150,84","77,33","332,16","368,69","0,00","3,07","3,07","371,76"
VII,RAUCO,8,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,90","3,60","11,10","17,60","17,60","0,00","1,00","1,00","18,60"
VII,ROMERAL,16,"0,00","0,00","0,00","0,00","20,45","8,60","29,05","1,50","626,26","91,85","719,61","748,66","0,00","0,04","0,04","748,70"
VII,TENO,21,"0,00","0,00","0,00","0,00","1,60","0,00","1,60","5,00","22,80","59,97","87,77","89,37","32,20","11,00","43,20","132,57"
VII,VICHUQUEN,34,"0,00","2,81","68,81","71,62","15,33","0,00","86,95","0,20","17,17","1,10","18,47","105,42","0,00","3,37","3,37","108,79"
VII,LICANTEN,6,"0,00","0,00","0,20","0,20","0,00","0,00","0,20","0,00","1,19","0,00","1,19","1,39","0,00","0,70","0,70","2,09"
VII,HUALANE,23,"50,00","0,00","0,00","50,00","0,80","0,00","50,80","0,02","4,27","21,76","26,05","76,85","0,03","0,05","0,08","76,92"
VII,MOLINA,30,"0,43","0,28","0,00","0,71","4,59","0,00","5,30","23,25","36,77","45,96","105,98","111,28","0,61","0,00","0,61","111,89"
VII,SAGRADA FAMILIA,25,"1,20","0,00","4,90","6,10","0,41","0,00","6,51","0,75","47,90","43,86","92,50","99,01","0,00","0,51","0,51","99,52"
VII,TALCA,75,"0,00","0,00","0,00","0,00","0,48","1,90","2,38","4,61","9,38","71,79","85,77","88,15","0,00","1,59","1,59","89,74"
VII,SAN CLEMENTE,58,"2,35","0,00","0,20","2,55","2,25","0,33","5,13","9,27","9,85","73,13","92,25","97,38","0,50","4,31","4,81","102,18"
VII,PELARCO,16,"23,77","0,00","0,00","23,77","1,15","0,00","24,92","0,10","2,45","18,30","20,85","45,77","0,00","0,30","0,30","46,07"
VII,RIO CLARO,27,"1,56","0,00","0,00","1,56","7,90","0,00","9,46","0,30","9,35","18,79","28,44","37,90","1,40","4,52","5,92","43,82"
VII,PENCAHUE,18,"0,00","0,00","610,00","610,00","0,50","0,00","610,50","230,10","145,26","129,73","505,09","1.115,59","0,01","0,01","0,02","1.115,61"
VII,MAULE,62,"1,00","0,00","0,00","1,00","6,06","0,00","7,06","3,59","16,37","76,74","96,70","103,76","0,20","0,35","0,55","104,31"
VII,CUREPTO,20,"17,00","27,00","0,00","44,00","0,15","0,00","44,15","2,00","12,97","4,24","19,21","63,36","1,00","0,01","1,01","64,37"
VII,CONSTITUCION,32,"0,00","0,00","3,20","3,20","0,42","0,00","3,62","0,00","10,91","1,07","11,98","15,60","0,00","1,92","1,92","17,52"
VII,EMPEDRADO,8,"9,30","0,00","10,30","19,60","0,00","0,00","19,60","0,00","47,96","0,00","47,96","67,56","0,00","0,37","0,37","67,93"
VII,SAN RAFAEL,15,"0,00","0,00","0,00","0,00","6,50","0,00","6,50","1,05","10,18","14,09","25,32","31,82","0,10","0,10","0,20","32,02"
VII,LINARES,51,"0,00","2,30","20,90","23,20","2,00","0,00","25,20","92,33","37,10","117,68","247,10","272,30","0,66","1,01","1,67","273,97"
VII,YERBAS BUENAS,20,"0,00","0,00","0,00","0,00","0,95","0,00","0,95","2,00","6,06","18,90","26,96","27,91","16,31","8,36","24,67","52,58"
VII,COLBUN,10,"0,02","0,02","0,00","0,04","0,00","0,00","0,04","65,10","196,10","56,08","317,28","317,32","0,00","0,00","0,00","317,32"
VII,LONGAVI,43,"0,11","0,10","0,07","0,28","0,00","0,50","0,78","370,02","133,83","260,96","764,81","765,59","4,93","12,96","17,89","783,48"
VII,PARRAL,40,"394,09","0,00","103,11","497,20","0,00","0,00","497,20","807,70","19,64","187,90","1.015,24","1.512,44","14,80","121,52","136,32","1.648,76"
VII,RETIRO,37,"0,00","0,00","0,00","0,00","7,10","1,55","8,65","8,95","20,87","27,57","57,39","66,04","0,60","1,90","2,50","68,54"
VII,SAN JAVIER,96,"5,63","0,00","0,55","6,18","18,92","2,01","27,11","20,27","224,88","149,00","394,15","421,26","2,00","22,93","24,93","446,19"
VII,VILLA ALEGRE,7,"0,00","0,00","0,00","0,00","0,30","0,00","0,30","1,50","1,10","3,15","5,75","6,05","0,05","1,50","1,55","7,60"
VII,CAUQUENES,63,"1,58","0,20","100,00","101,78","3,30","0,00","105,08","2,21","151,03","81,43","234,67","339,75","2,50","0,03","2,53","342,28"
VII,CHANCO,6,"0,08","0,00","0,00","0,08","0,00","0,00","0,08","0,00","0,00","0,29","0,29","0,37","0,00","0,85","0,85","1,22"
VII,PELLUHUE,4,"0,25","0,00","0,00","0,25","0,30","0,00","0,55","0,00","0,32","0,25","0,57","1,12","0,00","0,05","0,05","1,17"
XVI,BULNES,24,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,71","12,69","21,68","35,08","35,08","0,00","5,35","5,35","40,43"
XVI,CHILLAN,65,"15,06","4,40","0,10","19,56","13,75","5,00","38,31","17,60","108,78","226,99","353,37","391,68","12,00","5,67","17,67","409,35"
XVI,PINTO,11,"0,00","0,00","0,00","0,00","0,40","0,04","0,44","49,00","77,02","19,50","145,52","145,96","0,00","3,03","3,03","148,99"
XVI,CHILLAN VIEJO,37,"0,00","0,00","2,00","2,00","27,71","0,00","29,71","0,00","22,04","23,44","45,48","75,19","0,82","1,25","2,07","77,26"
XVI,EL CARMEN,20,"0,00","0,00","1,50","1,50","1,28","0,00","2,78","0,18","2,13","1,43","3,74","6,52","0,77","14,73","15,50","22,02"
XVI,PEMUCO,24,"1,30","0,00","0,88","2,18","0,00","0,00","2,18","0,00","82,03","46,75","128,78","130,96","0,00","5,76","5,76","136,72"
XVI,QUILLON,57,"9,18","0,00","13,18","22,36","7,80","0,04","30,20","5,81","40,01","24,98","70,80","101,00","0,00","0,07","0,07","101,07"
XVI,SAN IGNACIO,11,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,21","2,26","6,67","9,14","9,14","15,50","11,50","27,00","36,14"
XVI,YUNGAY,13,"12,37","16,22","0,00","28,59","0,07","0,00","28,66","0,00","15,57","40,33","55,90","84,56","0,00","50,05","50,05","134,61"
XVI,COBQUECURA,3,"0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,17","0,03","0,20","0,21","0,00","0,54","0,54","0,75"
XVI,COELEMU,39,"1,30","110,18","0,35","111,83","106,03","0,00","217,86","0,00","35,49","31,80","67,29","285,14","23,50","0,01","23,51","308,65"
XVI,NINHUE,11,"0,00","0,90","0,00","0,90","0,85","0,00","1,75","0,00","11,64","32,91","44,55","46,30","1,50","1,00","2,50","48,80"
XVI,PORTEZUELO,13,"20,50","19,91","0,70","41,11","19,80","7,00","67,91","0,00","45,66","64,63","110,29","178,20","1,00","0,00","1,00","179,20"
XVI,QUIRIHUE,16,"0,14","0,80","0,46","1,40","1,19","0,00","2,59","0,00","16,82","3,55","20,37","22,96","0,00","1,86","1,86","24,82"
XVI,RANQUIL,33,"0,80","33,82","1,00","35,62","8,94","0,00","44,56","0,06","43,51","7,64","51,21","95,76","0,09","0,20","0,29","96,05"
XVI,TREGUACO,8,"0,00","2,00","0,00","2,00","2,00","0,00","4,00","0,10","5,62","4,82","10,54","14,54","0,00","0,00","0,00","14,54"
XVI,COIHUECO,57,"0,00","425,86","0,37","426,23","101,83","0,80","528,86","329,19","535,79","65,63","930,60","1.459,46","0,00","25,89","25,89","1.485,35"
XVI,NIQUEN,19,"0,40","0,00","0,00","0,40","25,58","0,00","25,98","0,30","201,46","125,86","327,62","353,60","1,10","10,19","11,29","364,89"
XVI,SAN CARLOS,45,"86,51","0,00","4,60","91,11","8,00","0,40","99,51","0,00","64,70","117,23","181,93","281,44","0,60","19,08","19,68","301,12"
XVI,SAN FABIAN,18,"0,44","2,55","0,00","2,99","3,46","0,91","7,36","0,65","7,88","1,43","9,96","17,32","0,00","0,00","0,00","17,32"
XVI,SAN NICOLAS,23,"15,46","6,50","1,21","23,17","8,73","0,00","31,90","0,00","37,09","57,91","95,00","126,90","1,50","0,40","1,90","128,80"
XVI,LOS ANGELES,194,"39,09","7,59","5,85","52,53","5,55","0,28","58,35","0,32","84,88","66,56","151,76","210,11","0,00","7,69","7,69","217,80"
XVI,LAJA,28,"22,92","38,39","6,01","67,32","0,00","0,00","67,32","0,00","36,56","16,06","52,62","119,94","0,20","0,03","0,23","120,17"
XVI,SAN ROSENDO,16,"0,20","0,30","14,00","14,50","2,00","0,00","16,50","0,00","9,93","7,40","17,33","33,83","0,03","6,52","6,55","40,38"
XVI,YUMBEL,34,"2,25","0,15","0,20","2,60","1,36","0,00","3,96","1,00","10,18","28,89","40,07","44,03","1,00","1,00","2,00","46,03"
XVI,CABRERO,41,"5,05","4,10","0,57","9,72","1,74","0,00","11,46","0,30","8,88","18,42","27,60","39,06","0,00","2,55","2,55","41,61"
XVI,TUCAPEL,16,"7,31","0,00","0,80","8,11","34,83","0,00","42,94","5,04","13,02","4,90","22,96","65,90","0,00","113,37","113,37","179,27"
XVI,QUILLECO,21,"0,19","1,24","0,00","1,43","0,40","0,01","1,84","0,00","5,57","0,69","6,26","8,10","0,92","0,57","1,49","9,59"
XVI,SANTA BARBARA,12,"0,00","0,15","0,00","0,15","0,00","0,00","0,15","0,00","8,57","1,43","10,00","10,15","0,00","0,60","0,60","10,75"
XVI,ALTO BIO BIO,18,"0,00","0,00","0,00","0,00","1,41","0,00","1,41","141,32","7,11","49,00","197,43","198,84","0,00","0,20","0,20","199,04"
XVI,QUILACO,14,"66,32","127,00","47,74","241,06","228,97","1,51","471,54","34,10","67,48","80,44","182,02","653,56","0,00","156,78","156,78","810,34"
XVI,MULCHEN,156,"68,94","3,85","1,39","74,18","90,03","0,20","164,41","40,88","109,59","134,37","284,84","449,24","229,53","153,57","383,10","832,34"
XVI,NACIMIENTO,35,"0,24","319,23","205,35","524,82","1.112,36","0,00","1.637,18","0,05","986,92","2,38","989,35","2.626,53","3,00","55,18","58,18","2.684,71"
XVI,NEGRETE,20,"0,00","0,00","0,00","0,00","3,22","0,00","3,22","0,06","7,97","8,84","16,87","20,09","0,08","0,00","0,08","20,17"
XVI,ANTUCO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,90","2,54","0,13","5,57","5,57","0,00","0,00","0,00","5,57"
XVI,CONCEPCION,21,"0,00","0,00","0,53","0,53","0,25","0,00","0,78","0,00","1,31","0,58","1,89","2,67","0,00","0,00","0,00","2,67"
XVI,TALCAHUANO,26,"0,70","0,00","0,21","0,91","0,16","0,00","1,07","0,00","2,93","7,34","10,26","11,33","0,00","0,10","0,10","11,43"
XVI,HUALPEN,11,"0,00","0,00","0,40","0,40","0,00","0,00","0,40","0,00","1,82","3,36","5,18","5,58","0,00","0,00","0,00","5,58"
XVI,PENCO,59,"3,18","0,00","0,57","3,75","8,18","0,00","11,92","0,00","35,85","5,79","41,64","53,56","0,00","4,72","4,72","58,28"
XVI,TOME,213,"0,96","0,02","0,83","1,81","9,36","0,00","11,17","0,23","32,38","1,65","34,26","45,43","0,00","2,91","2,91","48,34"
XVI,FLORIDA,58,"0,30","5,00","3,46","8,76","0,70","0,00","9,46","0,00","34,89","4,01","38,90","48,36","0,00","0,79","0,79","49,15"
XVI,HUALQUI,54,"0,00","0,35","0,00","0,35","4,70","0,00","5,05","0,02","37,49","4,61","42,12","47,17","0,00","1,94","1,94","49,11"
XVI,SANTA JUANA,35,"9,08","4,33","4,66","18,08","4,73","0,00","22,81","0,00","22,66","29,55","52,21","75,02","0,00","0,45","0,45","75,47"
XVI,LOTA,85,"0,00","0,00","0,00","0,00","3,19","0,00","3,19","0,00","14,80","0,17","14,97","18,15","0,00","0,12","0,12","18,27"
