REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
VI,SANTA CRUZ,15,"0,00","0,00","0,00","0,00","16,30","0,00","16,30","3,00","9,79","20,46","33,24","49,54","9,00","8,25","17,25","66,79"
VI,PALMILLA,1,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,00","0,00","0,00","0,00","0,20","0,00","0,00","0,00","0,20"
VI,LOLOL,15,"0,00","0,00","0,00","0,00","5,40","0,00","5,40","6,60","30,55","75,81","112,96","118,36","0,00","4,33","4,33","122,69"
VI,PUMANQUE,7,"0,00","0,00","0,00","0,00","1,40","0,00","1,40","0,50","1,21","1,01","2,72","4,12","0,00","0,00","0,00","4,12"
VI,PERALILLO,8,"0,00","0,00","0,00","0,00","26,10","0,00","26,10","0,10","8,17","18,88","27,15","53,25","22,00","5,00","27,00","80,25"
VI,PICHILEMU,16,"0,11","2,40","3,60","6,11","1,00","0,00","7,11","0,60","3,11","2,00","5,71","12,82","0,00","4,38","4,38","17,20"
VI,PAREDONES,33,"119,40","135,40","1,00","255,80","9,30","2,00","267,10","0,15","185,35","36,30","221,80","488,90","0,90","61,88","62,78","551,68"
VI,MARCHIHUE,4,"0,00","0,00","0,00","0,00","3,53","0,00","3,53","0,00","3,33","4,93","8,26","11,79","0,00","0,00","0,00","11,79"
VI,LITUECHE,33,"3,40","0,00","7,30","10,70","3,42","0,00","14,12","9,40","23,79","24,59","57,78","71,90","8,00","8,48","16,48","88,38"
VI,LA ESTRELLA,7,"0,00","0,00","0,00","0,00","5,50","0,00","5,50","3,30","10,90","16,91","31,11","36,61","12,30","0,02","12,32","48,93"
VI,NAVIDAD,9,"0,00","0,10","2,50","2,60","5,07","0,00","7,67","2,03","7,63","25,95","35,61","43,28","0,00","1,05","1,05","44,33"
VII,CURICO,73,"0,13","10,00","0,00","10,13","12,10","0,00","22,23","292,15","164,98","144,99","602,12","624,35","1,00","6,01","7,01","631,36"
VII,RAUCO,26,"0,30","0,00","0,00","0,30","3,33","0,00","3,63","229,30","134,58","168,68","532,56","536,19","0,00","3,00","3,00","539,19"
VII,ROMERAL,7,"227,00","0,00","350,00","577,00","3,20","0,00","580,20","212,40","124,30","176,22","512,92","1.093,12","0,00","211,00","211,00","1.304,12"
VII,TENO,25,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","13,00","24,55","45,59","83,14","83,14","0,00","0,05","0,05","83,19"
VII,VICHUQUEN,18,"0,60","243,20","342,25","586,05","38,25","1,08","625,38","144,66","268,99","51,20","464,85","1.090,23","0,00","29,65","29,65","1.119,88"
VII,LICANTEN,13,"0,00","0,00","0,00","0,00","0,11","0,00","0,11","0,20","4,50","5,16","9,86","9,97","0,00","0,00","0,00","9,97"
VII,HUALANE,39,"0,00","0,80","35,90","36,70","0,30","0,00","37,00","0,02","63,93","103,13","167,08","204,08","0,26","18,79","19,05","223,13"
VII,MOLINA,40,"27,93","0,01","1.312,60","1.340,54","2,10","337,10","1.679,74","8.334,00","5.319,08","77,24","13.730,32","15.410,06","0,50","1,12","1,62","15.411,68"
VII,SAGRADA FAMILIA,45,"0,40","2,73","0,60","3,73","4,51","0,00","8,24","5,78","49,47","125,71","180,96","189,20","0,00","6,13","6,13","195,33"
VII,TALCA,105,"0,00","0,00","24,50","24,50","8,00","0,30","32,80","7,51","53,17","61,57","122,25","155,05","0,00","4,49","4,49","159,53"
VII,SAN CLEMENTE,79,"0,05","4,10","0,50","4,65","5,60","0,00","10,25","66,21","135,69","83,34","285,24","295,49","1,70","45,01","46,71","342,20"
VII,PELARCO,9,"4,00","0,00","0,00","4,00","0,00","0,00","4,00","3,00","3,96","8,35","15,31","19,31","0,00","2,30","2,30","21,61"
VII,RIO CLARO,37,"12,59","0,00","0,10","12,69","9,98","0,00","22,67","2,05","15,85","26,53","44,43","67,10","0,00","8,50","8,50","75,60"
VII,PENCAHUE,46,"0,72","16,10","12,60","29,42","0,00","0,00","29,42","0,05","51,89","41,15","93,09","122,50","3,00","8,76","11,76","134,26"
VII,MAULE,65,"0,00","0,00","0,00","0,00","13,60","1,00","14,60","18,18","55,95","156,77","230,89","245,49","1,00","1,52","2,52","248,01"
VII,CUREPTO,52,"8,10","0,60","239,30","248,00","0,50","0,00","248,50","53,80","95,75","40,29","189,84","438,34","0,10","15,03","15,13","453,47"
VII,CONSTITUCION,66,"45,25","0,41","57,10","102,76","29,06","0,00","131,82","1,00","29,52","16,67","47,19","179,00","0,00","7,32","7,32","186,32"
VII,EMPEDRADO,16,"0,00","12,20","2,93","15,13","2,00","0,00","17,13","0,20","22,11","0,22","22,53","39,66","0,00","0,82","0,82","40,48"
VII,SAN RAFAEL,19,"0,00","0,00","0,00","0,00","0,60","0,00","0,60","3,43","10,71","15,93","30,07","30,67","0,00","0,00","0,00","30,67"
VII,LINARES,59,"0,00","0,00","0,60","0,60","3,47","0,20","4,27","105,59","139,03","71,60","316,22","320,49","0,00","6,70","6,70","327,19"
VII,YERBAS BUENAS,24,"0,00","0,00","0,00","0,00","0,80","0,00","0,80","7,55","11,83","7,41","26,79","27,59","0,00","28,30","28,30","55,89"
VII,COLBUN,6,"0,00","0,00","0,00","0,00","0,20","0,20","0,40","18,20","10,21","13,32","41,73","42,13","0,00","0,00","0,00","42,13"
VII,LONGAVI,34,"0,00","0,00","13,90","13,90","3,16","0,20","17,26","5,36","32,83","62,97","101,16","118,42","0,50","37,62","38,12","156,54"
VII,PARRAL,41,"0,00","1,50","1,00","2,50","0,00","1,40","3,90","2,04","37,11","100,25","139,39","143,29","1,00","97,20","98,20","241,49"
VII,RETIRO,30,"0,00","0,00","1,50","1,50","5,20","0,00","6,70","3,21","17,85","33,56","54,62","61,32","0,04","40,54","40,58","101,90"
VII,SAN JAVIER,81,"154,57","0,00","79,74","234,31","36,60","0,50","271,41","30,21","140,50","121,90","292,61","564,02","0,50","64,46","64,96","628,98"
VII,VILLA ALEGRE,17,"0,00","0,00","0,00","0,00","0,70","0,00","0,70","2,30","4,10","13,78","20,18","20,88","0,00","16,60","16,60","37,48"
VII,CAUQUENES,74,"181,63","0,65","22,90","205,18","5,32","0,00","210,50","9,30","208,48","36,96","254,74","465,24","0,00","4,37","4,37","469,61"
VII,CHANCO,8,"0,00","0,00","0,00","0,00","1,90","0,00","1,90","0,00","0,18","1,42","1,60","3,50","0,00","0,00","0,00","3,50"
VII,PELLUHUE,7,"0,00","0,26","3,00","3,26","0,00","0,00","3,26","0,00","1,20","1,76","2,97","6,23","0,00","0,00","0,00","6,23"
XVI,BULNES,16,"0,00","0,51","0,13","0,64","0,64","8,00","9,28","0,07","5,78","2,14","7,99","17,27","0,00","1,02","1,02","18,29"
XVI,CHILLAN,59,"20,45","0,10","8,13","28,68","358,85","16,29","403,82","120,00","198,44","78,04","396,48","800,30","49,29","1,44","50,73","851,03"
XVI,PINTO,10,"1,00","0,00","1,00","2,00","2,50","0,00","4,50","0,90","5,27","1,06","7,22","11,72","15,80","42,50","58,30","70,02"
XVI,CHILLAN VIEJO,28,"0,23","0,00","0,80","1,03","13,78","0,05","14,86","0,10","31,72","92,38","124,20","139,06","0,00","1,40","1,40","140,46"
XVI,EL CARMEN,7,"0,00","0,00","0,26","0,26","0,00","0,00","0,26","13,30","8,85","0,79","22,94","23,20","0,00","0,10","0,10","23,30"
XVI,PEMUCO,19,"0,00","0,00","0,70","0,70","1,00","0,00","1,70","0,00","6,61","2,67","9,28","10,98","5,02","4,02","9,04","20,02"
XVI,QUILLON,32,"0,00","3,50","6,15","9,65","28,20","0,00","37,85","35,93","54,97","46,74","137,64","175,49","1,80","0,00","1,80","177,29"
XVI,SAN IGNACIO,18,"0,01","0,00","1,10","1,11","0,00","0,40","1,51","0,53","8,17","7,76","16,46","17,97","5,00","51,35","56,35","74,32"
XVI,YUNGAY,30,"0,06","0,00","0,00","0,06","0,00","0,00","0,06","1,20","13,17","7,85","22,22","22,28","43,00","10,16","53,16","75,44"
XVI,COBQUECURA,10,"1,20","0,00","0,00","1,20","0,50","0,00","1,70","0,00","6,12","0,60","6,72","8,42","0,70","0,01","0,71","9,13"
XVI,COELEMU,54,"2,58","2,90","0,40","5,88","6,81","0,00","12,69","0,00","20,90","4,70","25,60","38,29","0,00","5,28","5,28","43,57"
XVI,NINHUE,10,"0,13","0,00","0,00","0,13","2,63","0,00","2,76","0,00","7,74","1,99","9,73","12,49","0,00","0,00","0,00","12,49"
XVI,PORTEZUELO,5,"0,00","0,04","3,20","3,24","0,00","1,15","4,39","0,00","1,66","19,50","21,16","25,55","1,50","0,00","1,50","27,05"
XVI,QUIRIHUE,15,"166,00","25,12","0,37","191,49","45,19","0,00","236,68","9,00","13,24","21,21","43,45","280,13","0,00","0,01","0,01","280,14"
XVI,RANQUIL,21,"21,00","0,00","0,00","21,00","1,50","0,00","22,50","0,20","10,83","3,06","14,09","36,59","0,10","0,00","0,10","36,69"
XVI,TREGUACO,8,"5,16","0,40","0,00","5,56","4,50","0,00","10,06","0,00","5,02","2,38","7,40","17,46","0,00","17,38","17,38","34,84"
XVI,COIHUECO,77,"7,08","3,00","1,20","11,28","0,00","0,00","11,28","27,48","52,93","36,39","116,80","128,08","0,80","47,83","48,63","176,71"
XVI,NIQUEN,7,"0,00","0,00","0,00","0,00","0,00","0,80","0,80","0,00","15,57","22,78","38,35","39,15","50,00","12,75","62,75","101,90"
XVI,SAN CARLOS,26,"0,00","0,00","0,00","0,00","1,40","0,00","1,40","0,00","71,91","43,84","115,75","117,15","10,00","15,62","25,62","142,77"
XVI,SAN FABIAN,10,"0,57","0,00","0,00","0,57","0,50","0,00","1,07","0,18","2,26","6,14","8,58","9,65","0,00","0,00","0,00","9,65"
XVI,SAN NICOLAS,20,"0,00","0,00","0,00","0,00","19,12","0,00","19,12","0,25","10,25","15,71","26,21","45,33","0,00","16,47","16,47","61,80"
XVI,LOS ANGELES,174,"117,35","13,02","55,13","185,50","75,76","49,63","310,89","2,26","232,18","127,31","361,74","672,63","75,11","2,02","77,13","749,76"
XVI,LAJA,43,"307,76","0,02","1,18","308,96","35,85","0,00","344,81","0,00","196,27","15,93","212,20","557,01","0,61","0,02","0,63","557,64"
XVI,SAN ROSENDO,13,"10,84","0,00","7,96","18,80","0,00","0,00","18,80","0,00","4,86","7,53","12,39","31,19","0,00","0,72","0,72","31,91"
XVI,YUMBEL,55,"0,97","0,12","9,88","10,97","2,86","0,50","14,33","10,35","16,71","23,98","51,04","65,37","0,80","0,54","1,34","66,71"
