SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Copsychus saularis [amoenus Group],Oriental Magpie-Robin (Black),orimar2,issf,28376.0,ORMR OMRO,COSA,,Passeriformes,Old World Flycatchers,Muscicapidae,magrob,,,muscic3
Copsychus pyrropygus,Rufous-tailed Shama,rutsha2,species,28380.0,RTSH,COPY,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus albospecularis,Madagascar Magpie-Robin,mamrob1,species,28381.0,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus albospecularis albospecularis,Madagascar Magpie-Robin (Black-bellied),madmar1,issf,28382.0,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,mamrob1,,,muscic3
Copsychus albospecularis inexspectatus,Madagascar Magpie-Robin (White-bellied),madmar2,issf,28383.0,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,mamrob1,,,muscic3
Copsychus albospecularis pica,Madagascar Magpie-Robin (White-winged),madmar3,issf,28384.0,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,mamrob1,,,muscic3
Copsychus sechellarum,Seychelles Magpie-Robin,semrob1,species,28385.0,SEMR SMRO,COSE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus mindanensis,Philippine Magpie-Robin,phimar1,species,28386.0,PHMR PMRO,COMI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus malabaricus,White-rumped Shama,whrsha,species,28387.0,WRCS,COMA,WRSH,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus malabaricus [malabaricus Group],White-rumped Shama (White-rumped),whrsha1,issf,28388.0,WRSH WRCS,COMA,,Passeriformes,Old World Flycatchers,Muscicapidae,whrsha,,,muscic3
Copsychus malabaricus ngae,White-rumped Shama (Long-tailed),whrsha18,issf,28397.0,WRSH WRCS,COMA,,Passeriformes,Old World Flycatchers,Muscicapidae,whrsha,,,muscic3
Copsychus malabaricus [melanurus Group],White-rumped Shama (Barusan),whrsha3,issf,28398.0,WRSH WRCS,COMA,,Passeriformes,Old World Flycatchers,Muscicapidae,whrsha,,,muscic3
Copsychus stricklandii,White-crowned Shama,whrsha2,species,28403.0,WRSH WCSH,COST,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus albiventris,Andaman Shama,andsha1,species,28406.0,ANSH,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus luzoniensis,White-browed Shama,whbsha1,species,28407.0,WBSH,COLU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus superciliaris,Visayan Shama,vissha1,species,28411.0,VISH,COSU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus niger,White-vented Shama,whvsha1,species,28412.0,WVSH,CONI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Copsychus cebuensis,Black Shama,blasha1,species,28413.0,BLSH,COCE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Anthipes monileger,White-gorgeted Flycatcher,whgfly1,species,28414.0,WGFL,ANMO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Anthipes solitaris,Rufous-browed Flycatcher,rubfly3,species,28418.0,RBFL,ANSO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Sholicola major,Nilgiri Sholakili,whbsho1,species,28422.0,NISH NBRO NBSH,SHMA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Sholicola albiventris,White-bellied Sholakili,whbsho3,species,28423.0,WBSH WBBR,SHAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis concretus,White-tailed Flycatcher,whtfly2,species,28426.0,WTFL,CYCO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis ruckii,Rück's Blue Flycatcher,rubfly1,species,28430.0,RBFL RUBF RÜBF,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis herioti,Blue-breasted Blue Flycatcher,bubfly1,species,28431.0,BBFL BBBF,CYHE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis camarinensis,Rufous-breasted Blue Flycatcher,bubfly2,species,28432.0,BBFL RBBF BBBF,CYCA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis herioti/camarinensis,Blue-breasted/Rufous-breasted Blue Flycatcher,blbfly3,slash,28433.0,BBFL RBBF BBBF,CYHE CYCA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis hainanus,Hainan Blue Flycatcher,habfly1,species,28434.0,HABF HBFL,CYHA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis pallidipes,White-bellied Blue Flycatcher,wbbfly1,species,28437.0,WBBF,CYPA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis poliogenys,Pale-chinned Blue Flycatcher,pacblf1,species,28438.0,PCFL PCBF,CYPO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis unicolor,Pale Blue Flycatcher,pabfly2,species,28443.0,PABF PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis unicolor unicolor,Pale Blue Flycatcher (Unicolored),pabfly3,issf,28444.0,PABF PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,pabfly2,,,muscic3
Cyornis unicolor diaoluoensis,Pale Blue Flycatcher (Diao Luo),pabfly4,issf,28445.0,PABF PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,pabfly2,,,muscic3
Cyornis unicolor cyanopolia,Pale Blue Flycatcher (Hartert's),pabfly5,issf,28446.0,PABF PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,pabfly2,,,muscic3
Cyornis rubeculoides,Blue-throated Flycatcher,butfly1,species,28447.0,BTBF BTFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis rubeculoides rubeculoides,Blue-throated Flycatcher (Blue-throated),butfly3,issf,28448.0,BTBF BTFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,butfly1,,,muscic3
Cyornis rubeculoides dialilaemus/rogersi,Blue-throated Flycatcher (Notch-throated),butfly6,issf,28449.0,BTBF BTFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,butfly1,,,muscic3
Cyornis glaucicomans,Chinese Blue Flycatcher,butfly2,species,28452.0,CBFL CHBF,CYGL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis rubeculoides/glaucicomans,Blue-throated/Chinese Blue Flycatcher,bltfly2,slash,28453.0,BTBF CBFL CHBF BTFL,CYGL CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis magnirostris,Large Blue Flycatcher,larblf1,species,28454.0,LABF LBFL,CYMA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis whitei,Hill Blue Flycatcher,hibfly1,species,28455.0,HIBF HBFL,CYWH,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis magnirostris/whitei,Large/Hill Blue Flycatcher,y01092,slash,28460.0,HBFL LABF HIBF LBFL,CYWH CYMA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis banyumas,Javan Blue Flycatcher,hibfly3,species,28461.0,JBFL HBFL,CYBA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis montanus,Dayak Blue Flycatcher,hibfly4,species,28464.0,HBFL DBFL,CYMO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis kadayangensis,Meratus Blue Flycatcher,merjuf1,species,28465.0,MEBF MJFL MBFL,CYKA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis caerulatus,Sunda Blue Flycatcher,lobblf1,species,28466.0,LBBF SBFL,CYCA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis turcosus,Malaysian Blue Flycatcher,mabfly1,species,28470.0,MBFL MABF,CYTU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis lemprieri,Palawan Blue Flycatcher,pabfly1,species,28471.0,PABF PBFL,CYLE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis superbus,Bornean Blue Flycatcher,bobfly2,species,28472.0,BBFL BOBF,CYSU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis tickelliae,Tickell's Blue Flycatcher,tibfly3,species,28473.0,TIBF TBFL,CYTI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis poliogenys x tickelliae,Pale-chinned x Tickell's Blue Flycatcher (hybrid),x00927,hybrid,28476.0,PCBF TBFL PCFL TIBF,CYTI CYPO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis rubeculoides/tickelliae,Blue-throated/Tickell's Blue Flycatcher,y01069,slash,28477.0,BTBF TBFL TIBF BTFL,CYTI CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis sumatrensis,Indochinese Blue Flycatcher,tibfly4,species,28478.0,IBFL INBF,CYSU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis rufigastra,Mangrove Blue Flycatcher,mabfly2,species,28482.0,MABF MBFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis rufigastra [rufigastra Group],Mangrove Blue Flycatcher (Mangrove),manblf1,issf,28483.0,MBFL MABF,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,mabfly2,,,muscic3
Cyornis rufigastra [blythi Group],Mangrove Blue Flycatcher (Philippine),manblf2,issf,28488.0,MABF MBFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,mabfly2,,,muscic3
Cyornis omissus,Sulawesi Blue Flycatcher,subfly1,species,28493.0,SUBF SBFL,CYOM,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis omissus [omissus Group],Sulawesi Blue Flycatcher (Sulawesi),sulblf1,issf,28494.0,SUBF SBFL,CYOM,,Passeriformes,Old World Flycatchers,Muscicapidae,subfly1,,,muscic3
Cyornis omissus djampeanus,Sulawesi Blue Flycatcher (Tanahjampea),subfly4,issf,28498.0,SUBF TBFL SBFL,CYOM,,Passeriformes,Old World Flycatchers,Muscicapidae,subfly1,,,muscic3
Cyornis kalaoensis,Kalao Blue Flycatcher,subfly5,species,28499.0,KBFL SBFL TBFL,CYKA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis brunneatus,Brown-chested Jungle Flycatcher,bncjuf1,species,28500.0,BCJF,CYBR,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cyornis nicobaricus,Nicobar Jungle Flycatcher,nicjuf1,species,28501.0,NJFL NIJF,CYNI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
