REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
IV,PAIHUANO,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,30","2,30","2,30","0,50","0,00","0,50","2,80"
IV,VICUNA,3,"0,00","0,00","0,00","0,00","7,00","0,00","7,00","0,20","5,01","3,40","8,61","15,61","0,00","0,00","0,00","15,61"
IV,COMBARBALA,,,,,,,,,,,,,,,,,
IV,MONTE PATRIA,3,"0,00","0,00","0,00","0,00","0,50","0,00","0,50","1,50","1,10","8,20","10,80","11,30","0,00","0,00","0,00","11,30"
IV,OVALLE,51,"0,00","0,00","0,00","0,00","16,00","0,00","16,00","30,67","20,91","101,21","152,79","168,79","0,00","0,00","0,00","168,79"
IV,PUNITAQUI,2,"0,00","0,00","0,00","0,00","1,20","0,00","1,20","0,60","80,00","54,81","135,41","136,61","0,00","0,00","0,00","136,61"
IV,RIO HURTADO,,,,,,,,,,,,,,,,,
IV,CANELA,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","32,00","100,25","132,25","132,25","0,00","0,10","0,10","132,35"
IV,ILLAPEL,4,"0,00","0,00","0,00","0,00","0,40","0,00","0,40","14,00","37,00","19,10","70,10","70,50","0,00","0,00","0,00","70,50"
IV,LOS VILOS,9,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,50","197,06","284,53","486,08","486,08","0,00","0,00","0,00","486,08"
IV,MINCHA,,,,,,,,,,,,,,,,,
IV,SALAMANCA,6,"0,00","0,00","0,00","0,00","3,00","0,00","3,00","9,30","8,80","9,40","27,50","30,50","0,00","0,02","0,02","30,52"
V,CABILDO,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","4,00","5,00","5,00","0,00","0,00","0,00","5,00"
V,LA LIGUA,19,"0,00","0,00","0,00","0,00","15,50","24,70","40,20","80,96","88,74","77,24","246,94","287,14","0,00","0,00","0,00","287,14"
V,PAPUDO,9,"0,00","0,00","0,00","0,00","2,80","0,00","2,80","0,05","4,85","6,91","11,81","14,61","0,00","0,00","0,00","14,61"
V,PETORCA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,32","0,50","0,80","1,62","1,62","0,00","0,00","0,00","1,62"
V,ZAPALLAR,6,"0,00","0,00","0,00","0,00","8,20","0,00","8,20","9,70","27,08","52,23","89,01","97,21","0,00","0,00","0,00","97,21"
V,CALLE LARGA,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,31","2,21","3,52","3,52","0,00","0,00","0,00","3,52"
V,LOS ANDES,2,"0,00","0,00","0,00","0,00","1,30","0,00","1,30","0,00","7,00","4,90","11,90","13,20","0,00","0,00","0,00","13,20"
V,RINCONADA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,40","1,40","4,20","6,00","6,00","0,00","0,00","0,00","6,00"
V,SAN ESTEBAN,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,70","1,40","2,30","2,30","0,00","0,00","0,00","2,30"
V,CATEMU,8,"0,00","0,00","0,00","0,00","1,37","0,00","1,37","2,00","7,05","10,85","19,90","21,27","0,00","0,00","0,00","21,27"
V,LLAILLAY,7,"0,00","0,00","0,00","0,00","0,02","0,00","0,02","2,20","14,01","52,99","69,20","69,21","0,00","0,00","0,00","69,21"
V,PANQUEHUE,2,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,00","0,12","0,11","0,23","0,43","0,00","0,00","0,00","0,43"
V,PUTAENDO ,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,15","0,15","0,00","0,05","0,05","0,20"
V,SAN FELIPE,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","24,14","67,94","92,13","92,13","0,00","0,00","0,00","92,13"
V,SANTA MARIA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,50","3,22","4,72","4,72","0,00","0,00","0,00","4,72"
V,HIJUELAS,13,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","0,82","12,93","14,86","28,61","28,71","0,10","0,03","0,13","28,83"
V,CALERA,15,"0,00","0,00","0,00","0,00","4,77","0,00","4,77","1,00","5,17","8,09","14,26","19,03","0,00","0,06","0,06","19,09"
V,LA CRUZ,18,"0,00","0,00","0,00","0,00","8,20","11,00","19,20","5,03","61,03","225,74","291,80","311,00","0,30","1,10","1,40","312,40"
V,LIMACHE,78,"0,00","0,00","0,00","0,00","20,38","0,00","20,38","209,61","466,00","508,99","1.184,60","1.204,98","0,20","0,03","0,23","1.205,21"
V,NOGALES,26,"0,00","0,00","0,00","0,00","0,76","0,00","0,76","1,83","22,18","58,87","82,88","83,64","0,00","0,00","0,00","83,64"
V,OLMUE,15,"0,00","0,00","0,00","0,00","0,72","0,00","0,72","0,10","22,67","15,89","38,66","39,38","0,00","0,00","0,00","39,38"
V,QUILLOTA,34,"0,00","0,00","0,00","0,00","2,00","0,50","2,50","0,08","11,61","25,12","36,81","39,31","0,00","2,94","2,94","42,25"
V,CASABLANCA,32,"0,00","0,00","0,40","0,40","4,93","0,00","5,33","4,26","32,47","141,76","178,49","183,82","0,00","0,68","0,68","184,50"
V,CONCON,18,"0,00","0,00","0,10","0,10","0,97","0,00","1,07","0,00","3,02","6,35","9,37","10,44","0,00","0,03","0,03","10,47"
V,PUCHUNCAVI,5,"0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,00","6,04","15,08","21,12","21,15","0,00","0,04","0,04","21,19"
V,QUILPUE,90,"0,00","0,00","0,00","0,00","7,24","0,00","7,24","137,20","252,32","151,06","540,57","547,81","0,00","1,31","1,31","549,12"
V,QUINTERO,8,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","0,90","1,68","5,68","8,26","8,36","0,00","0,00","0,00","8,36"
V,VALPARAISO,117,"0,90","2,73","0,48","4,11","6,38","0,00","10,49","0,39","10,79","11,80","22,98","33,47","0,00","3,06","3,06","36,53"
V,VILLA ALEMANA,166,"0,00","0,00","0,00","0,00","8,27","2,20","10,47","69,85","182,55","274,74","527,14","537,61","0,00","13,94","13,94","551,55"
V,VINA DEL MAR,46,"0,50","1,15","0,00","1,65","0,93","0,00","2,58","17,11","31,79","26,43","75,33","77,91","0,00","0,01","0,01","77,91"
V,JUAN FERNANDEZ,,,,,,,,,,,,,,,,,
V,ALGARROBO,13,"0,70","0,00","0,00","0,70","0,50","0,00","1,20","0,00","1,93","3,78","5,71","6,91","0,00","0,17","0,17","7,08"
V,CARTAGENA,79,"0,00","0,00","0,00","0,00","37,67","0,00","37,67","4,02","24,47","115,61","144,10","181,77","0,00","0,05","0,05","181,82"
V,EL QUISCO,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","1,10","1,30","1,30","0,00","0,00","0,00","1,30"
V,EL TABO,9,"0,00","0,00","0,00","0,00","0,55","0,00","0,55","0,00","0,25","23,05","23,30","23,85","0,00","0,10","0,10","23,95"
V,SAN ANTONIO,74,"7,12","1,10","0,00","8,22","8,83","0,00","17,05","5,99","75,09","296,46","377,54","394,59","0,00","64,56","64,56","459,15"
V,SANTO DOMINGO,23,"0,00","0,00","0,00","0,00","10,02","0,00","10,02","3,20","65,43","157,33","225,96","235,98","0,70","1,80","2,50","238,48"
V,ISLA DE PASCUA,33,"0,00","0,00","0,00","0,00","30,00","0,00","30,00","20,00","4,00","933,70","957,70","987,70","0,00","27,50","27,50","1.015,20"
VI,RANCAGUA,5,"0,00","0,00","0,00","0,00","0,50","0,00","0,50","0,00","0,05","6,35","6,40","6,90","7,50","0,60","8,10","15,00"
VI,MACHALI,14,"0,00","0,00","0,00","0,00","2,44","0,00","2,44","2,70","3,88","2,56","9,13","11,57","0,00","1,38","1,38","12,95"
VI,GRANEROS,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,00","5,30","0,70","13,00","13,00","0,00","0,00","0,00","13,00"
VI,CODEGUA,6,"0,00","0,00","0,00","0,00","12,35","0,00","12,35","0,60","4,25","3,04","7,89","20,24","0,00","0,00","0,00","20,24"
VI,MOSTAZAL,11,"0,00","0,00","0,00","0,00","4,50","0,00","4,50","105,70","43,20","123,88","272,78","277,28","0,00","1,00","1,00","278,28"
VI,REQUINOA,5,"0,00","0,00","0,00","0,00","2,00","0,00","2,00","0,00","6,10","10,30","16,40","18,40","0,00","0,50","0,50","18,90"
VI,OLIVAR,,,,,,,,,,,,,,,,,
VI,RENGO,21,"0,00","0,20","0,00","0,20","34,55","0,00","34,75","37,23","19,13","13,10","69,45","104,20","0,00","0,35","0,35","104,55"
VI,QUINTA DE TILCOCO,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,80","11,20","15,00","15,00","0,00","0,00","0,00","15,00"
VI,MALLOA,4,"0,00","0,00","0,00","0,00","1,10","0,00","1,10","50,00","125,70","100,70","276,40","277,50","0,00","0,00","0,00","277,50"
VI,SAN VICENTE TAGUA TAGUA,26,"0,00","0,00","0,00","0,00","13,85","0,20","14,05","19,70","32,32","35,22","87,24","101,29","2,00","0,70","2,70","103,99"
VI,DONIHUE,6,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","1,05","2,60","8,55","12,20","12,30","0,00","0,00","0,00","12,30"
VI,COINCO,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,40","13,22","47,16","65,78","65,78","0,00","0,00","0,00","65,78"
VI,COLTAUCO,29,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","24,47","22,57","17,19","64,23","64,43","0,00","1,20","1,20","65,63"
VI,PICHIDEGUA,5,"0,00","0,00","0,00","0,00","0,30","1,00","1,30","6,70","13,50","35,20","55,40","56,70","0,00","0,00","0,00","56,70"
VI,PEUMO,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,25","0,66","0,31","1,21","1,21","0,00","0,60","0,60","1,81"
VI,LAS CABRAS,23,"0,00","0,00","0,00","0,00","1,90","0,00","1,90","49,65","114,00","65,60","229,25","231,15","0,00","3,15","3,15","234,30"
VI,SAN FERNANDO,18,"0,00","0,00","0,00","0,00","0,30","0,11","0,41","4,92","8,67","10,42","24,00","24,41","0,00","8,95","8,95","33,36"
VI,CHIMBARONGO,7,"0,00","0,00","0,00","0,00","0,75","2,80","3,55","10,90","10,30","23,20","44,40","47,95","0,00","0,00","0,00","47,95"
VI,NANCAGUA,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","2,00","2,00","0,00","0,00","0,00","2,00"
VI,PLACILLA,4,"0,00","0,00","0,00","0,00","0,25","0,00","0,25","2,00","6,20","3,00","11,20","11,45","0,00","0,00","0,00","11,45"
VI,CHEPICA,6,"0,00","0,00","0,00","0,00","0,00","15,15","15,15","0,80","39,85","0,51","41,16","56,31","0,00","1,00","1,00","57,31"
VI,SANTA CRUZ,12,"0,00","0,00","3,30","3,30","0,70","0,00","4,00","2,10","15,10","20,45","37,65","41,65","0,00","13,50","13,50","55,15"
VI,PALMILLA,,,,,,,,,,,,,,,,,
VI,LOLOL,9,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","0,60","7,80","13,72","22,12","23,12","3,50","0,60","4,10","27,22"
VI,PUMANQUE,3,"0,00","0,00","0,00","0,00","0,10","1,00","1,10","0,35","0,20","1,65","2,20","3,30","0,00","0,00","0,00","3,30"
VI,PERALILLO,8,"0,00","0,00","0,00","0,00","0,60","10,00","10,60","0,00","11,20","28,70","39,90","50,50","0,00","20,00","20,00","70,50"
VI,PICHILEMU,9,"0,04","2,06","5,66","7,76","0,03","0,00","7,79","0,60","0,89","0,00","1,49","9,28","0,00","0,00","0,00","9,28"
VI,PAREDONES,5,"6,00","0,03","10,90","16,93","3,80","0,00","20,73","0,00","2,30","0,94","3,24","23,97","0,00","0,07","0,07","24,04"
VI,MARCHIHUE,13,"0,00","0,00","20,00","20,00","0,40","0,00","20,40","84,10","233,39","50,55","368,04","388,44","0,00","0,00","0,00","388,44"
VI,LITUECHE,5,"0,00","0,00","5,00","5,00","0,30","0,00","5,30","0,80","2,20","11,10","14,10","19,40","0,00","0,20","0,20","19,60"
VI,LA ESTRELLA,14,"0,00","0,00","0,00","0,00","2,00","0,02","2,02","25,35","42,93","144,10","212,38","214,40","0,00","2,00","2,00","216,40"
VI,NAVIDAD,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,50","2,77","4,53","8,80","8,80","0,00","0,00","0,00","8,80"
VII,CURICO,66,"1,30","0,80","0,47","2,57","38,00","0,00","40,57","16,00","68,49","79,99","164,48","205,05","0,30","3,00","3,30","208,35"
VII,RAUCO,6,"0,00","0,00","0,00","0,00","0,40","0,00","0,40","0,00","3,70","7,71","11,41","11,81","0,00","0,00","0,00","11,81"
VII,ROMERAL,11,"0,00","0,00","52,23","52,23","0,00","0,00","52,23","163,70","27,19","21,99","212,88","265,11","0,00","4,02","4,02","269,13"
VII,TENO,32,"0,00","0,00","7,00","7,00","5,85","0,00","12,85","38,20","20,10","68,60","126,90","139,75","0,60","4,10","4,70","144,45"
VII,VICHUQUEN,18,"0,00","0,00","0,01","0,01","0,50","0,00","0,51","0,02","4,81","1,17","6,00","6,51","0,00","4,20","4,20","10,71"
VII,LICANTEN,6,"0,00","0,40","0,00","0,40","0,00","0,00","0,40","0,00","1,67","0,10","1,77","2,17","0,00","0,00","0,00","2,17"
VII,HUALANE,24,"0,00","0,20","0,44","0,64","0,50","0,00","1,14","0,15","7,89","5,20","13,24","14,38","1,15","1,49","2,64","17,02"
VII,MOLINA,26,"0,00","0,00","0,00","0,00","19,42","0,00","19,42","16,13","15,03","29,25","60,41","79,83","0,00","0,52","0,52","80,35"
VII,SAGRADA FAMILIA,24,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","6,34","19,23","11,22","36,79","37,79","0,00","3,25","3,25","41,04"
VII,TALCA,79,"0,00","0,00","0,00","0,00","0,20","0,00","0,20","1,60","11,23","43,88","56,70","56,90","0,21","5,24","5,45","62,35"
VII,SAN CLEMENTE,41,"0,00","0,30","0,00","0,30","5,20","0,00","5,50","16,00","17,91","59,05","92,96","98,46","0,00","4,10","4,10","102,56"
VII,PELARCO,15,"0,15","0,00","0,00","0,15","0,00","0,00","0,15","0,40","5,22","10,05","15,67","15,82","0,00","0,23","0,23","16,04"
VII,RIO CLARO,28,"6,00","0,00","0,00","6,00","8,72","0,00","14,72","3,70","12,81","54,79","71,30","86,02","0,00","9,10","9,10","95,12"
VII,PENCAHUE,14,"1,90","0,25","7,00","9,15","0,00","0,00","9,15","0,20","5,34","5,37","10,91","20,06","0,00","2,20","2,20","22,26"
VII,MAULE,61,"0,00","0,00","0,00","0,00","0,05","0,00","0,05","1,60","24,38","39,75","65,73","65,78","0,00","0,91","0,91","66,69"
VII,CUREPTO,19,"6,80","0,00","4,26","11,06","0,00","0,00","11,06","1,80","3,52","5,10","10,42","21,48","0,00","0,00","0,00","21,48"
VII,CONSTITUCION,26,"0,66","0,09","0,00","0,75","0,50","0,00","1,25","0,00","4,47","1,56","6,03","7,28","0,00","0,12","0,12","7,40"
VII,EMPEDRADO,9,"0,00","0,00","0,68","0,68","0,00","0,00","0,68","0,00","0,40","0,02","0,42","1,10","0,00","0,31","0,31","1,41"
VII,SAN RAFAEL,24,"0,00","0,00","0,00","0,00","7,40","0,00","7,40","1,11","10,89","34,32","46,32","53,72","0,00","21,50","21,50","75,22"
VII,LINARES,46,"1,80","0,00","0,00","1,80","4,01","0,00","5,81","112,45","45,38","81,32","239,15","244,96","1,00","11,70","12,70","257,66"
VII,YERBAS BUENAS,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,85","1,78","2,73","2,73","0,00","4,30","4,30","7,03"
VII,COLBUN,12,"0,00","0,00","0,00","0,00","0,70","0,00","0,70","1,10","4,75","3,75","9,60","10,30","1,00","2,00","3,00","13,30"
VII,LONGAVI,33,"0,00","0,00","0,00","0,00","4,00","0,00","4,00","194,41","15,03","23,79","233,23","237,23","0,00","10,50","10,50","247,73"
VII,PARRAL,36,"5,53","0,10","0,96","6,59","0,00","0,00","6,59","13,00","15,79","229,08","257,87","264,46","0,80","31,12","31,92","296,38"
VII,RETIRO,15,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,75","14,38","10,34","25,46","25,46","0,10","5,52","5,62","31,08"
VII,SAN JAVIER,72,"4,10","3,40","0,07","7,57","3,20","3,72","14,49","8,00","106,98","199,17","314,15","328,64","3,64","14,72","18,36","347,00"
VII,VILLA ALEGRE,12,"8,00","0,00","0,00","8,00","0,00","0,00","8,00","1,20","4,06","7,89","13,15","21,15","0,00","2,50","2,50","23,65"
VII,CAUQUENES,28,"2,00","104,88","0,00","106,88","0,70","0,00","107,58","2,01","80,82","64,85","147,68","255,26","0,00","59,11","59,11","314,37"
VII,CHANCO,7,"0,08","0,00","0,00","0,08","0,00","0,00","0,08","0,00","3,39","2,59","5,98","6,06","0,00","2,90","2,90","8,96"
VII,PELLUHUE,5,"0,00","0,00","1,50","1,50","0,15","0,00","1,65","0,00","0,07","0,15","0,22","1,87","0,00","4,00","4,00","5,87"
VIII,CHILLAN,80,"3,07","0,00","10,00","13,07","2,93","0,00","16,00","4,33","28,62","83,99","116,94","132,94","0,53","0,93","1,46","134,40"
VIII,PINTO,8,"0,30","0,00","0,00","0,30","0,10","0,00","0,40","0,18","0,30","1,34","1,82","2,22","2,16","1,92","4,08","6,30"
VIII,PORTEZUELO,12,"0,67","56,70","0,01","57,38","1,52","0,00","58,90","0,00","15,39","16,53","31,92","90,81","0,20","1,00","1,20","92,01"
VIII,SAN CARLOS,33,"1,31","0,00","0,00","1,31","0,62","0,20","2,13","3,89","32,25","52,57","88,71","90,84","0,44","55,10","55,54","146,38"
VIII,NIQUEN,11,"3,63","0,00","0,00","3,63","4,00","0,00","7,63","2,50","89,59","76,77","168,86","176,49","0,00","40,20","40,20","216,69"
VIII,SAN FABIAN,11,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,41","5,36","8,27","16,04","16,04","0,00","0,01","0,01","16,05"
VIII,COIHUECO,54,"0,15","0,33","0,00","0,48","8,39","0,00","8,87","42,71","20,60","20,28","83,59","92,46","0,00","48,10","48,10","140,56"
VIII,SAN IGNACIO,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,30","0,51","3,00","3,81","3,81","0,00","5,67","5,67","9,48"
VIII,EL CARMEN,5,"0,10","0,00","0,00","0,10","1,47","0,00","1,57","0,10","4,20","2,00","6,30","7,87","0,00","100,16","100,16","108,03"
VIII,YUNGAY,17,"1,94","0,00","2,00","3,94","0,00","0,00","3,94","0,80","2,49","1,60","4,89","8,83","12,86","42,25","55,11","63,94"
VIII,PEMUCO,15,"0,50","6,20","0,00","6,70","0,00","0,00","6,70","0,00","9,11","8,04","17,15","23,85","10,00","0,00","10,00","33,85"
VIII,BULNES,21,"15,00","0,00","0,00","15,00","116,80","0,00","131,80","0,00","8,16","42,94","51,10","182,90","0,00","4,93","4,93","187,83"
VIII,QUILLON,30,"0,06","0,50","4,99","5,55","6,66","0,20","12,41","0,00","28,84","8,59","37,43","49,84","0,00","0,00","0,00","49,84"
VIII,COELEMU,34,"1,21","4,60","0,06","5,87","4,49","0,02","10,38","0,20","29,74","1,08","31,02","41,40","0,00","2,25","2,25","43,65"
VIII,TREGUACO,4,"0,50","0,00","0,00","0,50","0,10","0,00","0,60","0,00","2,82","5,10","7,92","8,52","0,00","1,00","1,00","9,52"
VIII,RANQUIL,10,"0,00","0,00","0,01","0,01","2,02","0,00","2,03","0,00","23,64","1,71","25,35","27,38","0,00","0,00","0,00","27,38"
VIII,COBQUECURA,7,"0,20","0,73","0,00","0,93","1,30","0,00","2,23","0,10","1,01","0,50","1,61","3,84","0,00","4,40","4,40","8,24"
VIII,QUIRIHUE,22,"332,16","52,24","81,04","465,44","15,00","0,00","480,44","1,70","37,06","52,75","91,51","571,95","81,00","2,12","83,12","655,07"
VIII,NINHUE,7,"22,39","0,00","0,20","22,59","0,00","0,00","22,59","4,82","2,00","0,07","6,89","29,48","0,00","2,00","2,00","31,48"
VIII,SAN NICOLAS,20,"0,40","0,00","6,14","6,54","20,29","0,00","26,83","1,09","44,42","52,48","97,99","124,82","2,87","0,47","3,34","128,16"
VIII,CHILLAN VIEJO,25,"2,78","4,01","0,30","7,09","91,07","0,00","98,16","1,07","61,13","159,57","221,77","319,93","0,00","75,20","75,20","395,13"
VIII,LOS ANGELES,134,"2,20","0,40","3,13","5,73","11,40","0,01","17,14","0,00","113,67","138,35","252,03","269,17","0,60","11,84","12,44","281,61"
VIII,LAJA,25,"0,06","88,99","41,53","130,58","100,78","0,04","231,40","8,90","162,76","119,81","291,47","522,87","50,00","1,86","51,86","574,73"
VIII,SAN ROSENDO,11,"10,03","0,00","0,00","10,03","0,00","0,00","10,03","0,00","11,73","13,21","24,94","34,97","0,00","0,00","0,00","34,97"
VIII,YUMBEL,40,"0,66","1,17","8,51","10,34","3,09","0,10","13,53","3,36","28,54","41,40","73,30","86,83","0,00","2,20","2,20","89,03"
VIII,CABRERO,42,"162,74","51,55","3,10","217,39","1,22","0,00","218,61","0,00","78,71","21,62","100,33","318,94","0,00","21,33","21,33","340,27"
VIII,TUCAPEL,22,"5,00","0,10","0,00","5,10","2,60","0,00","7,70","0,37","39,22","4,30","43,89","51,59","28,00","3,79","31,79","83,38"
VIII,QUILLECO,17,"0,20","0,00","0,00","0,20","0,14","0,00","0,34","1,00","4,82","6,33","12,15","12,49","0,00","37,61","37,61","50,10"
VIII,SANTA BARBARA,9,"0,40","0,00","0,00","0,40","1,00","0,00","1,40","1,98","2,82","9,28","14,08","15,48","0,00","5,53","5,53","21,01"
VIII,ALTO BIO BIO,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","68,00","0,00","0,00","68,00","68,00","0,00","0,00","0,00","68,00"
VIII,QUILACO,11,"47,80","0,00","0,00","47,80","7,00","0,00","54,80","0,00","10,46","17,01","27,47","82,27","9,00","0,11","9,11","91,38"
VIII,MULCHEN,102,"37,64","0,05","37,23","74,92","122,88","0,00","197,80","27,76","199,28","125,81","352,85","550,65","28,90","358,93","387,83","938,48"
VIII,NACIMIENTO,35,"2,77","0,00","2,00","4,77","5,40","0,00","10,17","0,00","6,84","2,92","9,76","19,93","0,00","44,68","44,68","64,61"
VIII,NEGRETE,25,"1,00","0,00","0,00","1,00","2,82","0,00","3,82","0,00","4,49","33,07","37,56","41,38","5,80","0,10","5,90","47,28"
VIII,ANTUCO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,20","1,30","2,00","5,50","5,50","0,00","0,20","0,20","5,70"
VIII,CONCEPCION,23,"0,00","0,00","0,65","0,65","47,20","0,01","47,86","0,00","6,29","0,91","7,20","55,06","0,00","0,11","0,11","55,17"
VIII,TALCAHUANO,26,"0,00","0,00","0,20","0,20","0,00","0,00","0,20","0,00","2,89","12,51","15,40","15,60","0,00","0,10","0,10","15,70"
VIII,HUALPEN,9,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,25","9,16","13,41","13,41","1,70","0,00","1,70","15,11"
VIII,PENCO,56,"0,07","0,00","0,11","0,18","1,27","0,00","1,45","0,49","8,21","0,71","9,41","10,86","0,00","0,23","0,23","11,09"
VIII,TOME,150,"5,41","2,14","2,31","9,86","35,13","4,50","49,49","3,13","40,40","0,97","44,50","93,99","0,00","6,61","6,61","100,60"
VIII,FLORIDA,21,"0,00","0,35","0,00","0,35","2,20","0,00","2,55","0,00","4,64","0,63","5,27","7,82","2,00","5,71","7,71","15,53"
VIII,HUALQUI,45,"44,66","4,06","3,18","51,90","14,13","0,40","66,43","1,67","39,29","26,32","67,28","133,71","0,00","6,94","6,94","140,65"
VIII,SANTA JUANA,14,"0,00","0,00","4,72","4,72","0,55","0,00","5,27","1,00","5,99","8,98","15,97","21,24","0,00","2,80","2,80","24,04"
VIII,LOTA,37,"0,00","0,00","0,00","0,00","0,21","0,00","0,21","0,00","4,98","0,71","5,69","5,90","0,00","0,00","0,00","5,90"
