REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,TOTAL PINO INSIGNE,EUCALIPTO,OTRAS SP.,TOTAL,ARBOLADO,MATORRAL,PASTIZAL,TOTAL,TOTAL  FORESTAL ,AGRICOLA,DESECHOS,TOTAL OTRAS SUPERFICIES,TOTAL SUPERFICIE AFECTADA
VI,CODEGUA,2,"0,00","0,00","0,00","0,00","0,82","0,00","0,82","0,10","0,34","0,20","0,64","1,46","0,00","0,00","0,00","1,46"
VI,MOSTAZAL,4,"0,00","0,00","0,00","0,00","2,15","0,05","2,20","0,00","14,77","31,60","46,37","48,57","0,00","0,00","0,00","48,57"
VI,REQUINOA,5,"0,00","0,00","0,00","0,00","104,00","0,00","104,00","462,80","235,90","505,94","1.204,64","1.308,64","0,00","0,00","0,00","1.308,64"
VI,OLIVAR,,,,,,,,,,,,,,,,,
VI,RENGO,22,"0,00","0,00","0,00","0,00","3,68","0,00","3,68","1,00","4,52","4,42","9,94","13,61","0,00","0,00","0,00","13,61"
VI,QUINTA DE TILCOCO,5,"0,00","0,00","0,00","0,00","0,60","0,00","0,60","0,70","3,10","1,10","4,90","5,50","0,00","0,00","0,00","5,50"
VI,MALLOA,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","1,49","1,02","3,16","3,16","0,00","0,00","0,00","3,16"
VI,SAN VICENTE TAGUA TAGUA,23,"0,00","0,00","0,00","0,00","1,61","0,00","1,61","5,95","8,41","8,15","22,51","24,12","7,29","15,00","22,29","46,41"
VI,DONIHUE,11,"0,00","0,00","0,00","0,00","0,18","0,00","0,18","0,01","1,42","3,28","4,71","4,89","0,00","0,40","0,40","5,29"
VI,COINCO,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","1,00","2,60","3,80","3,80","0,00","0,00","0,00","3,80"
VI,COLTAUCO,20,"0,00","0,00","0,00","0,00","0,06","0,00","0,06","247,15","19,31","7,95","274,41","274,47","0,00","2,79","2,79","277,25"
VI,PICHIDEGUA,15,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,40","10,12","19,60","30,11","30,11","0,00","28,85","28,85","58,96"
VI,PEUMO,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,50","2,20","0,60","4,30","4,30","0,00","0,10","0,10","4,40"
VI,LAS CABRAS,18,"0,00","0,00","0,00","0,00","2,42","0,00","2,42","1,22","2,77","2,31","6,30","8,72","0,00","0,14","0,14","8,86"
VI,SAN FERNANDO,19,"27,00","0,00","0,00","27,00","0,50","0,00","27,50","89,10","28,36","35,01","152,46","179,96","0,00","0,01","0,01","179,97"
VI,CHIMBARONGO,9,"0,00","0,00","0,00","0,00","37,65","0,00","37,65","2.051,00","441,60","504,70","2.997,30","3.034,95","0,00","0,00","0,00","3.034,95"
VI,NANCAGUA,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","1,83","1,70","4,03","4,03","0,00","0,07","0,07","4,10"
VI,PLACILLA,2,"0,00","0,00","0,00","0,00","0,10","0,00","0,10","0,49","0,22","0,04","0,75","0,85","0,00","0,00","0,00","0,85"
VI,CHEPICA,5,"1,00","0,00","0,00","1,00","0,00","0,00","1,00","0,00","0,70","0,40","1,10","2,10","4,00","4,50","8,50","10,60"
VI,SANTA CRUZ,5,"14,20","3,00","0,00","17,20","0,00","0,00","17,20","45,10","41,40","16,70","103,20","120,40","0,00","2,50","2,50","122,90"
VI,PALMILLA,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","3,00","3,50","3,50","0,00","1,50","1,50","5,00"
VI,LOLOL,9,"8,00","0,00","0,00","8,00","0,30","0,00","8,30","3,00","8,47","5,53","17,00","25,30","0,00","0,40","0,40","25,70"
VI,PUMANQUE,13,"0,00","0,00","0,00","0,00","2,07","0,00","2,07","0,20","32,85","22,17","55,22","57,29","0,00","0,16","0,16","57,45"
VI,PERALILLO,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,51","23,80","26,31","26,31","0,00","0,00","0,00","26,31"
VI,PICHILEMU,14,"1,20","9,75","4,00","14,95","0,79","0,00","15,74","0,00","0,70","0,10","0,80","16,54","0,00","0,96","0,96","17,50"
VI,PAREDONES,19,"1,20","0,00","1,00","2,20","10,00","0,00","12,20","0,50","4,33","1,55","6,38","18,58","0,00","2,05","2,05","20,63"
VI,MARCHIHUE,15,"0,00","0,00","3,00","3,00","18,30","0,00","21,30","1,00","42,02","55,35","98,37","119,67","1,30","2,25","3,55","123,22"
VI,LITUECHE,13,"0,00","0,00","0,00","0,00","2,50","0,00","2,50","0,00","2,11","17,44","19,55","22,05","5,30","0,11","5,41","27,45"
VI,LA ESTRELLA,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,12","1,65","1,77","1,77","3,50","0,00","3,50","5,27"
VI,NAVIDAD,20,"0,00","0,10","1,00","1,10","1,90","0,00","3,00","4,79","15,09","13,30","33,17","36,17","0,10","4,66","4,76","40,93"
VII,CURICO,45,"0,00","0,00","70,51","70,51","0,40","0,00","70,91","188,15","38,27","39,36","265,78","336,69","1,20","13,78","14,98","351,67"
VII,RAUCO,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,50","1,50","0,00","3,00","3,00","0,00","2,21","2,21","5,21"
VII,ROMERAL,18,"1,50","0,00","0,00","1,50","13,00","0,00","14,50","3,05","40,62","10,06","53,73","68,23","0,00","0,00","0,00","68,23"
VII,TENO,11,"0,00","0,00","0,00","0,00","2,00","0,00","2,00","0,40","7,00","15,60","23,00","25,00","3,00","2,20","5,20","30,20"
VII,VICHUQUEN,14,"0,30","0,00","0,50","0,80","0,02","0,00","0,82","1,00","5,45","2,48","8,93","9,75","0,00","1,25","1,25","11,00"
VII,LICANTEN,8,"0,00","0,33","1,30","1,63","0,16","0,00","1,79","1,00","1,26","0,47","2,73","4,52","0,00","0,30","0,30","4,82"
VII,HUALANE,12,"15,80","0,00","0,13","15,93","0,00","0,00","15,93","1,26","12,30","16,18","29,74","45,67","0,00","0,00","0,00","45,67"
VII,MOLINA,25,"0,00","0,00","1,08","1,08","1,77","0,00","2,85","4,62","9,44","25,75","39,81","42,66","0,00","0,01","0,01","42,67"
VII,SAGRADA FAMILIA,24,"0,00","85,00","245,50","330,50","0,00","0,00","330,50","149,95","179,56","42,55","372,06","702,56","0,00","0,30","0,30","702,86"
VII,TALCA,56,"0,00","0,00","0,00","0,00","1,50","0,00","1,50","4,05","8,27","37,07","49,39","50,89","5,60","16,77","22,37","73,26"
VII,SAN CLEMENTE,60,"9,20","0,00","2,12","11,32","9,70","0,00","21,02","3,84","46,35","28,50","78,69","99,71","0,00","18,22","18,22","117,93"
VII,PELARCO,13,"16,42","0,00","0,00","16,42","5,00","9,95","31,37","1,10","19,40","15,61","36,11","67,48","0,00","0,00","0,00","67,48"
VII,RIO CLARO,17,"0,00","0,00","0,00","0,00","0,26","0,00","0,26","4,50","8,25","9,21","21,96","22,22","0,00","0,00","0,00","22,22"
VII,PENCAHUE,33,"2,00","0,00","0,38","2,38","2,00","0,00","4,38","0,20","14,87","26,48","41,55","45,93","0,00","8,20","8,20","54,13"
VII,MAULE,55,"0,00","0,00","0,00","0,00","5,20","0,00","5,20","8,01","13,75","71,76","93,52","98,72","0,00","0,05","0,05","98,77"
VII,CUREPTO,31,"4,84","2,62","0,00","7,46","0,00","0,00","7,46","0,39","13,43","3,00","16,82","24,28","0,00","0,00","0,00","24,28"
VII,CONSTITUCION,68,"2,01","0,30","3,81","6,12","22,80","0,00","28,92","0,20","6,69","5,58","12,47","41,39","0,00","0,92","0,92","42,31"
VII,EMPEDRADO,4,"0,33","0,00","0,00","0,33","0,00","0,00","0,33","0,00","0,33","0,00","0,33","0,66","0,00","0,00","0,00","0,66"
VII,SAN RAFAEL,15,"0,00","0,00","0,00","0,00","4,50","0,00","4,50","1,60","4,00","12,49","18,09","22,59","0,50","0,80","1,30","23,89"
VII,LINARES,82,"3,20","0,00","3,28","6,48","12,31","0,30","19,09","34,05","45,64","62,17","141,86","160,95","0,00","13,86","13,86","174,81"
VII,YERBAS BUENAS,18,"0,00","0,00","0,00","0,00","9,20","0,00","9,20","9,98","18,50","19,85","48,33","57,53","1,00","0,10","1,10","58,63"
VII,COLBUN,17,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","22,00","6,39","16,52","44,91","44,91","0,00","0,70","0,70","45,61"
VII,LONGAVI,43,"0,10","8,97","0,30","9,37","0,70","0,00","10,07","7,61","21,60","29,21","58,42","68,49","9,50","16,88","26,38","94,87"
VII,PARRAL,35,"6,02","0,20","0,00","6,22","0,00","0,00","6,22","16,60","43,30","116,02","175,92","182,14","26,40","48,85","75,25","257,39"
VII,RETIRO,26,"0,00","0,00","1,30","1,30","2,23","7,50","11,03","10,14","30,91","40,25","81,30","92,33","7,00","6,50","13,50","105,83"
VII,SAN JAVIER,72,"80,58","0,00","7,32","87,90","6,79","0,00","94,69","11,10","105,05","101,83","217,98","312,67","4,44","8,02","12,46","325,13"
VII,VILLA ALEGRE,14,"0,10","0,00","0,00","0,10","8,30","0,00","8,40","0,03","2,75","2,47","5,25","13,65","9,00","1,00","10,00","23,65"
VII,CAUQUENES,44,"453,20","0,00","488,80","942,00","70,50","0,00","1.012,50","81,52","314,91","275,95","672,38","1.684,88","0,00","45,03","45,03","1.729,91"
VII,CHANCO,19,"0,15","0,00","0,43","0,58","1,41","0,00","1,99","1,40","2,81","3,56","7,77","9,75","0,00","1,60","1,60","11,35"
VII,PELLUHUE,14,"0,52","0,00","3,92","4,44","1,45","0,01","5,90","0,00","1,95","2,99","4,94","10,84","0,00","1,00","1,00","11,84"
XVI,BULNES,31,"0,00","8,00","0,00","8,00","45,43","0,03","53,46","0,80","36,16","57,84","94,80","148,26","12,23","6,51","18,74","167,00"
XVI,CHILLAN,53,"10,00","9,00","0,00","19,00","6,51","19,53","45,04","15,44","105,46","144,56","265,46","310,50","2,11","29,20","31,31","341,81"
XVI,PINTO,22,"0,00","0,50","0,00","0,50","4,18","12,09","16,77","0,06","5,61","2,38","8,04","24,81","12,00","97,96","109,96","134,77"
XVI,CHILLAN VIEJO,34,"0,00","0,39","0,00","0,39","8,51","0,64","9,54","10,48","25,16","75,52","111,16","120,70","47,00","120,61","167,61","288,31"
XVI,EL CARMEN,25,"0,55","2,00","0,00","2,55","13,98","34,00","50,53","18,17","15,71","41,35","75,23","125,76","3,40","269,94","273,34","399,10"
XVI,PEMUCO,19,"50,00","0,00","0,01","50,01","20,00","40,00","110,01","40,00","109,51","306,45","455,96","565,97","0,00","1.413,63","1.413,63","1.979,60"
XVI,QUILLON,62,"252,79","1.149,62","1,34","1.403,75","9,30","217,53","1.630,58","1,08","470,52","281,88","753,48","2.384,06","0,00","2,05","2,05","2.386,11"
XVI,SAN IGNACIO,13,"0,00","0,31","0,00","0,31","0,10","11,60","12,01","3,20","5,14","7,31","15,65","27,66","0,00","18,40","18,40","46,06"
XVI,YUNGAY,35,"0,00","0,13","4,78","4,91","0,00","38,92","43,83","1,48","6,31","20,51","28,30","72,13","19,00","218,48","237,48","309,61"
XVI,COBQUECURA,5,"7,72","2,69","0,00","10,41","6,80","0,00","17,21","1,12","15,60","0,00","16,72","33,93","0,00","4,97","4,97","38,90"
XVI,COELEMU,35,"208,21","398,71","130,20","737,11","488,58","0,00","1.225,69","80,00","405,05","703,12","1.188,17","2.413,86","0,00","0,05","0,05","2.413,91"
XVI,NINHUE,10,"73,55","67,86","23,87","165,28","0,00","0,00","165,28","9,70","0,84","3,39","13,93","179,20","1,55","0,01","1,56","180,76"
XVI,PORTEZUELO,6,"1,42","261,44","0,00","262,86","200,00","3,06","465,92","0,00","107,00","203,74","310,74","776,66","0,00","5,00","5,00","781,66"
XVI,QUIRIHUE,14,"0,90","4,00","0,05","4,95","0,00","7,08","12,03","0,00","7,78","2,84","10,62","22,65","0,00","0,17","0,17","22,82"
XVI,RANQUIL,33,"1,14","0,00","0,00","1,14","1,30","1,23","3,67","0,00","6,24","7,10","13,34","17,01","0,00","1,21","1,21","18,22"
XVI,TREGUACO,7,"0,12","0,00","0,00","0,12","0,25","0,00","0,37","0,00","4,78","0,13","4,91","5,28","0,10","0,01","0,11","5,39"
XVI,COIHUECO,35,"0,00","0,00","0,91","0,91","1,50","0,60","3,01","1,30","7,77","11,29","20,36","23,38","2,00","14,52","16,52","39,90"
XVI,NIQUEN,18,"0,00","0,00","0,00","0,00","0,21","0,10","0,31","0,15","2,56","10,14","12,85","13,16","1,50","8,64","10,14","23,30"
XVI,SAN CARLOS,37,"0,00","0,00","0,00","0,00","2,00","0,15","2,15","0,00","13,38","31,62","45,00","47,15","54,53","22,46","76,99","124,14"
XVI,SAN FABIAN,7,"0,33","0,00","0,00","0,33","0,00","0,01","0,34","0,01","0,69","0,50","1,20","1,54","0,00","0,00","0,00","1,54"
XVI,SAN NICOLAS,29,"0,12","5,01","0,00","5,13","7,52","4,01","16,66","0,88","34,69","67,22","102,79","119,44","0,42","53,62","54,04","173,48"
XVI,LOS ANGELES,151,"63,27","0,15","78,63","142,05","74,87","3,13","220,05","3,99","108,97","109,11","222,07","442,11","0,06","9,34","9,40","451,51"
XVI,LAJA,52,"51,79","0,62","1,00","53,41","6,33","0,00","59,74","0,13","16,49","19,45","36,07","95,81","0,00","9,03","9,03","104,84"
XVI,SAN ROSENDO,46,"11,60","1,57","0,73","13,90","0,02","0,00","13,92","0,00","29,66","18,65","48,31","62,23","0,00","0,00","0,00","62,23"
XVI,YUMBEL,56,"818,82","16,50","1.132,57","1.967,89","254,58","114,60","2.337,07","498,10","431,90","1.171,36","2.101,36","4.438,43","1,20","2,38","3,58","4.442,01"
XVI,CABRERO,51,"1,21","2,69","3,88","7,78","0,47","0,05","8,30","0,00","6,88","5,96","12,84","21,14","0,00","0,10","0,10","21,24"
XVI,TUCAPEL,22,"1,94","4,80","0,32","7,06","0,00","0,00","7,06","0,00","15,01","5,25","20,26","27,32","40,19","7,85","48,04","75,36"
XVI,QUILLECO,28,"0,83","0,70","0,11","1,64","0,18","0,01","1,83","0,01","4,58","0,49","5,08","6,91","0,00","0,08","0,08","6,99"
