REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,EUCALIPTO,OTRAS SP.,ARBOLADO,MATORRAL,PASTIZAL,AGRICOLA,DESECHOS,TOTAL SUPERFICIE AFECTADA
IX,TRAIGUEN,68.0,169.0,409.39,17.3,697.18,0.8,331.9,364.96,833.72,155.33,193.05,3172.63
IX,LUMACO,93.0,96.68,33.52,99.5,344.92,1.0,74.62,520.57,254.57,7.73,67.97,1501.08
IX,VICTORIA,93.0,19.89,20.62,4.6,68.58,0.55,38.15,189.06,108.65,267.9,112.22,830.22
IX,CURACAUTIN,4.0,2.0,0.0,0.0,2.0,0.0,10.0,15.5,1.3,0.0,46.0,76.80
IX,LONQUIMAY,1.0,0.0,0.0,0.0,0.0,0.0,351.39,0.0,0.0,0.0,0.0,351.39
IX,TEMUCO,76.0,81.9,655.9,1.07,653.68,0.25,222.88,185.86,485.55,65.5,120.79,2473.38
IX,LAUTARO,36.0,39.29,10.03,42.1,127.51,0.0,27.67,77.65,210.54,45.56,73.54,653.89
IX,PERQUENCO,19.0,0.0,103.3,0.0,40.4,0.0,151.3,61.22,40.11,183.0,1063.0,1642.33
IX,GALVARINO,99.0,68.12,758.43,251.74,901.29,0.0,534.51,462.22,326.28,25.0,570.83,3898.41
IX,NUEVAIMPERIAL,34.0,5.3,1.0,7.0,72.5,0.0,10.9,112.59,204.12,3.0,19.8,436.21
IX,CARAHUE,81.0,272.56,17.02,829.59,330.39,0.0,464.74,334.08,1210.3,84.24,53.84,3596.75
IX,SAAVEDRA,5.0,0.0,0.5,0.0,0.8,0.0,0.2,0.3,3.3,0.0,0.3,5.40
IX,VILCUN,16.0,0.0,0.0,4.5,5.1,0.0,0.7,6.73,28.1,5.15,49.4,99.68
IX,CHOLCHOL,53.0,92.16,5.5,183.26,732.57,0.0,470.7,325.99,380.45,0.01,760.52,2951.16
IX,FREIRE,22.0,11.4,1.4,1.79,41.52,94.34,67.91,122.39,365.77,9.37,213.2,929.09
IX,CUNCO,6.0,5.5,0.0,1.0,10.0,0.04,50.22,7.25,18.97,0.0,542.25,635.23
IX,PITRUFQUEN,17.0,0.0,0.12,6.5,130.25,0.0,48.14,54.33,157.46,0.0,1.49,398.29
IX,GORBEA,6.0,0.0,0.0,0.0,0.2,0.0,0.86,2.11,14.2,0.0,5.1,22.47
IX,TOLTEN,3.0,0.0,0.0,0.5,0.7,0.0,0.0,0.31,0.0,0.0,0.58,2.09
IX,LONCOCHE,11.0,8.84,0.0,0.0,0.0,0.0,0.1,11.86,0.84,0.0,0.05,21.69
IX,VILLARRICA,7.0,0.0,14.2,0.0,4.7,0.0,63.25,3.5,1.25,0.0,0.5,87.40
IX,PUCON,2.0,0.0,0.0,0.0,0.0,0.0,4.96,5.3,1.0,0.0,0.0,11.26
IX,CURARREHUE,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.25,0.0,0.0,0.70
IX,MELIPEUCO,5.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.27
IX,TEODOROSCHMIDT,5.0,0.22,0.0,0.0,0.3,0.0,0.0,0.6,0.2,0.0,2.47,3.79
IX,PADRELASCASAS,49.0,5.0,0.05,1.2,8.17,0.0,11.17,35.12,33.49,2.1,6.0,102.30
