REGION,COMUNA,NUMERO INCENDIOS ,PINO INSIGNE    0- 10 AÑOS,PINO INSIGNE    11- 17 AÑOS,PINO INSIGNE      18 O MAS,EUCALIPTO,OTRAS SP.,ARBOLADO,MATORRAL,PASTIZAL,AGRICOLA,DESECHOS,TOTAL SUPERFICIE AFECTADA
III,ALTODELCARMEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
III,FREIRINA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
III,HUASCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV,ANDACOLLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV,COQUIMBO,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16,1.43,0.0,0.01,1.65
IV,LAHIGUERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV,LASERENA,7.0,0.0,0.0,0.0,2.41,0.0,0.0,0.51,0.0,0.0,0.0,2.92
IV,PAIHUANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV,VICUNA,4.0,0.0,0.0,0.0,0.55,0.0,0.05,2.2,0.2,0.0,0.0,3.00
IV,COMBARBALA,2.0,0.0,0.0,0.0,0.0,0.0,1.49,78.0,22.5,0.0,0.0,101.99
IV,MONTEPATRIA,6.0,0.0,0.0,0.0,5.5,0.0,16.35,7.15,0.51,0.0,0.0,29.51
IV,OVALLE,20.0,0.0,0.0,0.0,1.2,0.0,15.12,12.13,2.0,0.0,0.5,30.95
IV,PUNITAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV,RIOHURTADO,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,2.00
IV,CANELA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.50
IV,ILLAPEL,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.6,0.0,0.0,8.60
IV,LOSVILOS,3.0,0.0,0.0,0.0,0.0,0.0,0.2,1.5,3.81,0.0,0.0,5.51
IV,MINCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV,SALAMANCA,5.0,0.0,0.0,0.0,1.5,0.0,5.1,5.2,1.9,0.0,0.0,13.70
V,CABILDO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.04
V,LALIGUA,10.0,0.0,0.0,0.0,0.2,0.0,0.28,1.07,3.41,0.0,0.0,4.96
V,PAPUDO,8.0,0.0,0.0,0.17,0.2,0.0,0.0,0.12,0.87,0.0,0.1,1.46
V,PETORCA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.40
V,ZAPALLAR,3.0,0.0,0.0,0.0,0.03,0.0,50.0,80.01,0.01,0.0,0.2,130.25
V,CALLELARGA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.47,0.0,0.0,1.60
V,LOSANDES,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.02,0.0,0.02,2.05
V,RINCONADA,4.0,0.0,0.0,0.0,0.0,0.3,0.0,0.27,0.63,0.0,0.0,1.20
V,SANESTEBAN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.05
V,CATEMU,7.0,0.0,0.0,0.0,1.08,0.0,0.66,9.21,4.35,0.0,0.0,15.30
V,LLAILLAY,4.0,0.0,0.0,0.0,0.6,0.0,44.0,39.2,15.4,0.0,0.2,99.40
V,PANQUEHUE,11.0,0.0,0.0,0.0,0.24,11.4,0.0,7.36,0.87,0.0,0.18,20.05
V,PUTAENDO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04
V,SANFELIPE,15.0,0.01,0.0,0.0,8.6,0.0,0.5,5.83,12.4,0.0,0.02,27.36
V,SANTAMARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,HIJUELAS,10.0,0.06,0.0,0.0,0.1,0.0,0.2,1.62,2.78,0.0,0.1,4.86
V,CALERA,18.0,0.0,0.05,0.0,12.95,0.0,0.3,21.47,14.59,0.0,0.0,49.36
V,LACRUZ,8.0,0.0,0.0,0.0,0.0,0.0,0.6,3.75,6.04,0.97,0.0,11.36
V,NOGALES,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,3.21,0.0,0.01,6.01
V,QUILLOTA,29.0,0.0,0.0,0.0,1.33,0.04,0.1,2.47,9.82,0.0,0.14,13.90
V,CASABLANCA,18.0,0.1,0.0,0.0,6.12,0.0,13.0,56.78,26.53,0.0,0.0,102.53
V,CONCON,4.0,0.0,0.0,0.1,0.51,0.0,0.0,0.6,0.22,0.0,0.04,1.47
V,PUCHUNCAVI,4.0,0.01,0.0,0.95,0.01,0.0,1.0,0.32,0.07,0.0,0.0,2.36
V,QUINTERO,8.0,0.0,0.0,0.0,0.62,0.0,0.0,1.65,3.89,0.0,0.0,6.16
V,VALPARAISO,60.0,5.23,11.97,235.62,693.21,0.0,777.87,1532.49,575.49,0.0,3.51,3835.39
V,VINADELMAR,9.0,0.0,0.0,0.0,0.03,0.0,0.02,0.33,0.54,0.0,0.12,1.04
V,JUANFERNANDEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,ALGARROBO,2.0,0.0,0.0,0.0,1.0,0.0,0.08,0.65,1.75,0.0,0.5,3.98
V,CARTAGENA,5.0,0.0,0.0,0.0,0.51,0.0,5.0,0.16,67.9,0.0,0.1,73.67
V,ELQUISCO,1.0,0.02,0.0,0.02,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.10
V,ELTABO,3.0,0.11,0.0,0.0,0.22,0.0,0.0,0.13,0.0,0.0,0.01,0.47
V,SANANTONIO,14.0,0.0,0.0,0.0,0.78,0.0,0.0,0.86,6.77,0.0,0.0,8.41
V,SANTODOMINGO,16.0,0.0,0.3,0.0,0.13,0.1,13.35,4.7,14.43,0.0,0.0,33.01
V,ISLADEPASCUA,71.0,0.0,0.0,0.0,22.44,0.0,58.93,395.72,1017.69,0.0,0.0,1494.78
V,LIMACHE,25.0,0.0,0.0,0.0,0.23,0.0,5.03,15.09,7.31,0.0,0.25,27.91
V,OLMUE,2.0,0.0,0.0,0.0,0.0,0.0,3.2,3.01,1.64,0.0,0.0,7.85
V,QUILPUE,20.0,0.0,0.0,42.9,80.74,0.0,340.28,360.05,124.9,0.0,0.0,948.87
V,VILLAALEMANA,13.0,0.0,0.0,0.0,0.3,0.0,0.04,1.66,4.08,0.0,0.0,6.08
VI,RANCAGUA,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.9,2.7,0.0,1.0,9.60
VI,MACHALI,7.0,0.0,0.0,0.0,2.5,0.0,0.65,3.25,1.61,0.0,0.01,8.02
VI,GRANEROS,4.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,6.8,0.0,0.0,7.40
VI,CODEGUA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.30
VI,MOSTAZAL,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.27,4.35,0.0,0.0,4.68
VI,REQUINOA,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.57,0.31,0.0,0.0,0.89
VI,OLIVAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.00
VI,RENGO,12.0,0.0,0.0,0.0,1.41,0.0,78.41,44.4,41.66,0.0,0.5,166.38
VI,QUINTADETILCOCO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,20.23
VI,MALLOA,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,1.1,0.0,4.8,8.00
VI,SANVICENTETAGUATAGUA,14.0,0.0,0.0,0.0,0.65,0.0,0.0,2.06,1.91,0.03,1.4,6.05
VI,DONIHUE,7.0,0.0,0.0,0.0,0.09,0.0,0.04,0.43,0.99,0.0,0.0,1.55
VI,COINCO,7.0,0.0,0.0,0.0,0.0,0.0,1.8,0.95,0.71,0.25,6.0,9.71
VI,COLTAUCO,21.0,0.0,0.0,0.0,0.05,0.0,2.45,2.71,0.88,0.0,2.52,8.61
VI,PICHIDEGUA,12.0,0.0,0.0,0.0,0.2,0.0,1.9,10.15,11.31,0.0,9.6,33.16
VI,PEUMO,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.74,6.35,0.0,0.0,13.08
VI,LASCABRAS,13.0,0.0,0.0,0.0,0.4,0.0,1.01,3.3,5.41,0.0,0.2,10.32
VI,SANFERNANDO,12.0,0.0,0.0,759.3,0.53,0.0,83.03,83.65,52.9,0.0,0.81,980.21
VI,CHIMBARONGO,11.0,0.0,0.0,0.0,0.21,0.0,1.75,4.0,5.96,0.0,0.0,11.92
VI,NANCAGUA,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.04
VI,PLACILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI,CHEPICA,3.0,0.0,0.0,0.0,0.4,0.0,15.0,16.0,7.08,0.0,2.0,40.48
VI,SANTACRUZ,9.0,0.0,0.0,0.0,11.0,0.0,5.5,20.65,14.3,0.0,0.0,51.45
VI,PALMILLA,2.0,0.0,0.0,0.0,2.05,0.0,0.0,0.65,2.05,0.0,0.0,4.75
VI,LOLOL,6.0,0.0,0.1,3.0,3.7,0.0,7.0,1.25,8.7,0.0,0.05,23.80
VI,PUMANQUE,3.0,0.0,0.0,0.0,0.9,0.0,0.0,0.3,0.9,0.0,0.0,2.10
VI,PERALILLO,6.0,3.67,0.0,0.0,0.0,0.0,1.86,15.0,22.06,0.0,0.0,42.59
VI,PICHILEMU,12.0,0.01,0.25,2.3,1.5,0.0,1.0,1.85,1.11,0.0,2.0,10.01
VI,PAREDONES,13.0,0.25,0.1,0.0,0.93,0.0,0.0,1.38,1.75,0.0,0.1,4.51
VI,MARCHIHUE,4.0,0.0,0.0,0.0,0.0,0.0,2.6,0.6,4.4,0.0,0.0,7.60
VI,LITUECHE,8.0,0.0,0.8,0.0,0.21,0.0,0.29,0.94,3.56,0.0,0.4,6.19
VI,LAESTRELLA,7.0,0.0,0.0,0.0,5.27,6.0,4.0,5.68,15.08,3.3,0.0,39.32
VI,NAVIDAD,4.0,0.2,0.0,0.0,0.0,0.0,1.0,0.9,0.6,0.0,0.55,3.25
VII,CURICO,26.0,0.0,0.0,1.0,0.62,0.0,46.53,105.65,11.6,0.0,4.06,169.46
VII,RAUCO,11.0,0.0,0.0,0.0,0.4,0.0,1.5,3.28,5.19,0.0,1.0,11.37
VII,ROMERAL,19.0,0.0,0.0,0.5,0.1,0.0,7.7,16.8,7.3,0.2,0.5,33.10
VII,TENO,26.0,0.0,0.0,0.0,1.0,0.0,2174.18,489.12,48.61,0.01,1.7,2714.62
VII,VICHUQUEN,7.0,1.8,0.0,0.0,0.0,0.0,0.43,1.05,0.1,0.0,0.0,3.38
VII,LICANTEN,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.02,0.0,0.0,0.71
VII,HUALANE,13.0,0.8,0.0,0.0,1.21,0.0,0.0,2.83,6.86,0.0,0.0,11.70
VII,MOLINA,18.0,2.33,0.04,1.64,1.2,0.0,1.73,9.74,16.17,0.0,1.41,34.26
VII,SAGRADAFAMILIA,33.0,41.57,0.0,268.21,1.0,0.0,243.77,40.6,26.38,0.02,0.4,621.95
VII,TALCA,53.0,0.0,0.0,0.0,0.7,0.0,0.89,1.73,15.05,0.2,7.72,26.29
VII,SANCLEMENTE,37.0,0.0,0.0,0.06,6.9,0.0,117.7,31.99,21.07,9.3,1.71,188.73
VII,PELARCO,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.8,0.0,0.13,2.96
VII,RIOCLARO,23.0,1.5,0.0,10.2,6.95,0.0,14.15,7.65,23.76,0.04,1.8,66.05
VII,PENCAHUE,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,11.51,0.4,0.52,18.13
VII,MAULE,42.0,0.0,0.0,0.0,0.6,0.0,1.15,10.75,37.83,0.0,0.7,51.03
VII,CUREPTO,39.0,0.7,0.0,10.7,1.1,0.0,0.0,20.21,8.0,0.0,3.51,44.22
VII,CONSTITUCION,33.0,0.0,0.0,1.19,10.0,0.0,0.0,2.64,0.21,0.0,6.22,20.26
VII,EMPEDRADO,9.0,0.0,0.0,0.0,0.4,0.0,0.0,1.74,0.5,0.0,0.2,2.84
VII,SANRAFAEL,17.0,0.0,4.5,0.0,1.8,0.0,2.5,9.45,26.33,0.0,0.05,44.63
VII,LINARES,35.0,0.0,0.0,0.0,3.2,2.0,145.12,10.37,30.75,1.0,7.3,199.74
VII,YERBASBUENAS,12.0,0.0,0.0,0.0,7.4,0.0,5.2,6.13,8.2,0.0,5.0,31.93
VII,COLBUN,8.0,0.0,0.0,0.0,1.0,0.0,40.97,43.23,56.63,6.18,5.01,153.02
VII,LONGAVI,29.0,0.0,0.0,0.0,0.3,0.0,0.93,9.2,9.82,0.0,11.8,32.05
VII,PARRAL,27.0,0.0,0.0,0.0,0.0,0.0,8.7,8.79,28.84,0.51,17.83,64.67
VII,RETIRO,22.0,0.4,0.0,0.1,0.2,0.01,0.85,7.75,17.91,1.0,1.75,29.97
VII,SANJAVIER,64.0,11.01,0.0,37.51,10.07,0.0,23.32,19.21,23.06,16.16,1.7,142.04
VII,VILLAALEGRE,6.0,0.0,0.0,0.0,0.2,0.0,2.1,3.95,2.0,0.0,2.2,10.45
VII,CAUQUENES,48.0,12.1,0.01,1.8,10.43,0.5,0.19,53.53,72.19,0.0,13.81,164.56
VII,CHANCO,25.0,0.16,0.0,0.3,1.29,0.0,0.22,1.02,0.35,0.0,1.17,4.50
VII,PELLUHUE,10.0,0.0,0.25,0.21,1.1,0.0,0.4,0.49,0.66,0.0,0.1,3.21
XVI,BULNES,26.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3,5.83,0.04,1.1,11.57
XVI,CHILLAN,58.0,0.13,10.1,0.0,12.32,1.07,0.01,29.41,26.28,2.0,28.23,109.55
XVI,PINTO,4.0,0.0,0.0,0.0,0.0,0.0,221.31,19.87,0.0,0.0,0.0,241.18
XVI,CHILLANVIEJO,23.0,0.0,0.0,0.0,4.65,0.0,1.2,9.97,20.74,0.2,0.0,36.76
XVI,ELCARMEN,17.0,0.6,0.0,0.0,3.1,0.0,11.3,3.75,5.86,6.0,62.18,92.79
XVI,PEMUCO,25.0,9.27,0.0,0.0,0.06,10.0,4.15,6.66,2.82,3.09,84.39,120.44
XVI,QUILLON,41.0,0.66,1.07,0.01,19.48,0.65,0.0,16.86,8.23,0.29,0.01,47.26
XVI,SANIGNACIO,20.0,0.39,0.0,0.0,0.3,0.0,0.2,6.27,4.52,0.25,1.38,13.31
XVI,YUNGAY,20.0,0.0,0.0,0.01,1.89,1.0,2.5,6.59,10.33,150.0,51.57,223.89
XVI,COBQUECURA,9.0,0.5,0.11,0.1,0.4,0.0,0.06,1.11,0.31,0.01,1.16,3.76
XVI,COELEMU,52.0,1.8,1.01,3.44,3.71,0.0,0.15,4.95,1.65,0.0,0.71,17.42
XVI,NINHUE,10.0,0.0,0.0,0.0,3.25,0.26,0.5,10.64,7.61,8.0,0.0,30.26
XVI,PORTEZUELO,14.0,0.6,0.42,0.26,0.0,0.0,0.03,3.11,0.99,0.0,0.21,5.62
XVI,QUIRIHUE,17.0,47.01,85.37,10.31,5.7,0.0,0.0,10.15,7.12,0.0,0.43,166.09
XVI,RANQUIL,18.0,0.3,0.0,0.46,0.16,0.0,0.0,2.91,1.72,0.0,4.84,10.39
XVI,TREGUACO,5.0,0.0,0.0,0.0,0.05,0.0,0.0,0.87,1.34,0.0,0.0,2.26
XVI,COIHUECO,47.0,16.5,1.62,0.64,2.23,0.0,0.39,11.12,5.09,26.08,32.66,96.33
XVI,NIQUEN,9.0,0.12,0.0,0.0,115.1,0.0,0.0,3.14,1.92,0.0,30.71,150.99
XVI,SANCARLOS,38.0,0.0,0.0,0.0,0.29,0.0,0.55,10.61,37.58,0.0,5.16,54.18
XVI,SANFABIAN,10.0,0.8,0.0,0.0,0.0,0.0,10.0,5.92,0.0,0.0,0.0,16.72
XVI,SANNICOLAS,18.0,5.69,0.0,24.34,36.25,0.0,2.72,30.83,25.48,99.4,0.7,225.41
XVI,LOSANGELES,197.0,78.11,15.67,9.64,21.6,0.0,3.63,104.0,72.83,0.8,21.98,328.26
XVI,LAJA,51.0,1.39,0.35,0.0,0.43,0.0,0.0,9.08,15.1,0.0,0.1,26.44
XVI,SANROSENDO,33.0,10.11,2.17,6.74,0.15,0.0,0.0,12.72,9.17,0.0,0.5,41.56
XVI,YUMBEL,58.0,7.07,4.86,0.57,6.23,0.03,0.0,24.2,18.52,0.05,4.32,65.84
XVI,CABRERO,54.0,18.57,0.04,0.0,0.42,1.12,0.0,14.45,5.42,13.35,1.23,54.59
XVI,TUCAPEL,14.0,3.01,7.59,0.0,0.0,6.0,2.58,5.45,1.24,3.5,45.9,75.27
XVI,QUILLECO,22.0,0.2,0.0,1.0,0.05,0.0,0.4,2.14,0.7,2.48,0.0,6.97
XVI,SANTABARBARA,19.0,0.0,0.0,0.2,0.93,0.0,13.73,5.74,1.73,0.06,0.6,22.98
XVI,ALTOBIOBIO,13.0,0.0,0.0,0.0,0.0,0.0,19.78,13.44,0.1,0.0,0.0,33.32
XVI,QUILACO,19.0,0.25,0.01,1.62,10.4,0.0,4.23,41.05,0.1,0.0,2.61,60.27
XVI,MULCHEN,122.0,17.17,82.88,0.09,49.34,0.0,15.0,170.93,67.48,6.05,14.25,423.19
XVI,NACIMIENTO,78.0,129.52,0.46,108.31,296.36,0.0,105.12,211.88,73.1,5.2,23.42,953.37
XVI,NEGRETE,54.0,0.25,0.0,2.29,11.82,0.0,0.15,31.7,11.6,8.9,10.26,76.97
XVI,ANTUCO,3.0,0.7,0.0,0.0,0.0,0.0,0.36,2.8,5.0,0.0,0.0,8.86
XVI,CONCEPCION,30.0,0.0,0.02,0.0,0.82,0.0,0.0,3.33,2.05,0.0,0.12,6.34
XVI,TALCAHUANO,35.0,0.05,0.0,0.66,0.15,0.0,0.0,3.36,8.46,0.0,0.25,12.91
XVI,HUALPEN,3.0,0.0,0.0,1.0,1.5,0.0,0.0,1.71,0.71,0.0,0.0,4.91
XVI,PENCO,60.0,0.0,0.07,0.08,2.43,0.0,0.18,6.22,0.34,0.0,0.0,9.32
XVI,TOME,218.0,6.79,1.5,1.25,31.43,0.03,0.5,39.3,4.38,0.0,2.39,87.57
XVI,FLORIDA,39.0,0.01,1.2,0.1,3.7,0.0,0.0,10.97,8.58,0.7,0.97,26.23
XVI,HUALQUI,66.0,0.0,14.48,2.48,5.17,0.0,0.0,29.99,3.67,0.0,1.24,57.03
XVI,SANTAJUANA,41.0,0.51,0.55,1.8,4.08,0.0,0.2,8.3,2.26,0.0,0.0,17.70
XVI,LOTA,27.0,0.0,0.0,0.0,1.5,0.0,0.0,3.6,0.18,0.0,0.0,5.28
XVI,CORONEL,69.0,0.83,2.31,1.79,3.82,0.0,0.0,14.47,29.97,0.0,0.03,53.22
XVI,SANPEDRODELAPAZ,57.0,0.13,0.79,6.41,4.36,0.0,0.0,15.59,10.48,0.0,0.0,37.75
XVI,CHIGUAYANTE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.01,0.29
XVI,LEBU,293.0,1.4,3.0,2.03,10.05,0.0,0.75,122.85,3.88,0.0,26.92,170.88
XVI,CURANILAHUE,483.0,5.21,8.22,0.1,31.3,0.0,0.25,131.97,0.0,0.0,0.17,177.21
XVI,ARAUCO,77.0,22.1,0.0,0.8,16.25,0.0,4.0,86.19,0.13,0.0,17.26,146.73
XVI,LOSALAMOS,284.0,2.25,0.0,0.91,12.12,0.0,0.0,82.91,8.3,0.0,2.33,108.81
XVI,CANETE,173.0,27.36,494.66,9.49,82.71,0.5,1.79,287.73,46.15,49.49,31.91,1031.79
XVI,CONTULMO,65.0,23.57,0.0,15.02,585.43,0.0,3.17,79.86,6.93,0.0,69.97,783.95
XVI,TIRUA,133.0,36.77,97.66,48.82,86.2,0.15,10.21,576.9,64.39,0.39,20.37,941.86
IX,ANGOL,87.0,2.0,1.32,24.9,171.89,0.0,9.3,324.77,54.98,0.02,26.34,615.52
IX,PUREN,45.0,12.59,0.0,10.12,428.75,0.0,79.08,44.97,50.42,0.0,50.81,676.74
IX,LOSSAUCES,37.0,4.74,0.0,4.73,53.95,0.0,11.79,39.72,81.22,0.5,29.63,226.28
IX,RENAICO,13.0,0.0,0.0,0.16,6.87,0.0,0.0,7.31,4.63,0.5,5.37,24.84
IX,COLLIPULLI,246.0,75.39,21.78,26.87,183.23,0.0,40.66,439.64,66.96,77.96,558.17,1490.66
IX,ERCILLA,67.0,28.41,92.84,15.66,69.27,29.48,34.67,542.17,27.91,76.31,80.16,996.88
IX,TRAIGUEN,56.0,64.31,3.0,10.29,156.26,0.0,3.63,362.23,41.43,0.0,59.41,700.56
IX,LUMACO,117.0,189.46,189.09,42.55,330.36,0.45,164.96,630.98,550.39,0.0,170.31,2268.54
IX,VICTORIA,83.0,236.71,3.0,18.32,80.82,0.06,20.39,102.07,189.51,101.2,113.16,865.24
IX,CURACAUTIN,5.0,0.0,0.0,0.0,1.0,0.0,0.02,0.01,0.0,0.0,3.0,4.03
IX,LONQUIMAY,12.0,0.0,0.0,0.0,0.0,0.0,0.18,0.51,11.98,0.0,0.0,12.67
IX,TEMUCO,52.0,2.95,0.5,0.0,37.2,0.0,6.75,36.49,20.82,0.0,36.26,140.97
IX,LAUTARO,35.0,1.7,0.0,0.0,10.67,0.0,0.01,5.75,5.81,0.0,201.58,225.51
IX,PERQUENCO,4.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,41.5,48.50
IX,GALVARINO,164.0,102.7,32.93,34.99,441.51,0.0,30.71,186.86,395.45,40.27,927.56,2192.97
IX,NUEVAIMPERIAL,51.0,0.01,2.03,2.29,38.87,0.0,10.16,34.96,40.21,2.21,186.78,317.52
IX,CARAHUE,57.0,77.65,0.94,0.0,2.46,0.3,0.8,165.62,9.5,0.0,120.53,377.80
IX,SAAVEDRA,4.0,0.2,0.0,0.0,2.0,0.0,0.5,2.45,0.3,0.0,2.0,7.45
IX,VILCUN,12.0,0.0,0.1,0.0,0.0,0.0,0.2,2.34,2.21,0.0,12.09,16.94
IX,CHOLCHOL,68.0,30.41,18.21,5.33,149.33,0.2,84.43,126.88,97.41,45.62,35.55,593.37
IX,FREIRE,18.0,1.2,0.0,0.0,0.0,0.0,0.0,3.82,1.86,0.0,2.51,9.39
IX,CUNCO,5.0,0.4,0.0,0.0,0.65,0.0,0.71,3.3,2.65,0.5,5.5,13.71
IX,PITRUFQUEN,21.0,1.0,0.0,0.2,2.91,0.0,4.97,19.1,7.46,0.15,1.11,36.90
IX,GORBEA,13.0,0.0,0.0,0.1,6.1,0.0,2.2,6.0,2.5,0.0,0.29,17.19
IX,TOLTEN,5.0,0.2,0.5,0.0,0.5,0.0,0.0,0.42,0.1,0.0,0.0,1.72
IX,LONCOCHE,8.0,0.0,0.0,0.0,0.8,0.0,0.0,1.61,1.61,0.0,1.1,5.12
IX,VILLARRICA,18.0,0.0,0.0,0.0,0.0,0.0,1.95,2.17,31.01,0.0,5.2,40.33
IX,PUCON,7.0,0.0,1.0,0.0,0.0,0.01,0.4,0.1,0.5,0.0,0.31,2.32
IX,CURARREHUE,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.35,0.0,0.0,0.61,1.02
IX,MELIPEUCO,3.0,0.0,0.0,0.0,0.0,0.0,0.1,1.72,0.5,0.0,0.0,2.32
IX,TEODOROSCHMIDT,3.0,0.0,0.0,0.0,0.5,0.0,0.1,0.6,0.0,0.0,0.2,1.40
IX,PADRELASCASAS,47.0,20.4,7.95,0.01,60.91,1.3,2.11,52.9,12.37,0.0,2.21,160.16
